match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,player_sofascoreId,captain,stat_aerialWon,stat_aerialLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalCross,stat_unsuccessfulTouch,stat_challengeLost,stat_totalOffside,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAShot,stat_accurateCross,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_hitWoodwork
13472743,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188.0,4344,M,17785,EUR,339120000,G,1,1,False,20.0,13.0,10.0,3.0,0.0,10.0,14.0,3.0,6.0,7.0,1.0,1.0,90.0,26.0,6.9,7.0,0.00045734,0,0.4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472743,home,Fluminense,Samuel Xavier,,,xavier-samuel,S. Xavier,D,2,166.0,1621,M,795773,EUR,644630400,D,2,2,False,27.0,24.0,2.0,,0.0,11.0,12.0,13.0,15.0,1.0,,,72.0,46.0,6.9,9.0,0.016898,1,,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0411,,,,,,,,,,,,,,,,,,,,,,,,,
13472743,home,Fluminense,Thiago Silva,,,thiago-silva,T. Silva,D,3,181.0,42324,M,33541,EUR,464659200,D,3,3,False,49.0,47.0,4.0,4.0,0.0,34.0,34.0,13.0,15.0,4.0,,,87.0,57.0,7.0,2.0,0.00613115,0,,1.0,2.0,,,8.0,,,,,1.0,,ThiagoSilva,True,2.0,,,,,,,,,,,,,,,,,,,,,,
13472743,home,Fluminense,Juan Freytes,,,juan-freytes,J. Freytes,D,22,182.0,1341,M,962187,EUR,947548800,D,22,22,False,60.0,49.0,13.0,7.0,0.0,36.0,41.0,13.0,19.0,6.0,,,90.0,73.0,7.3,12.0,0.0100204,0,,5.0,5.0,1.0,,5.0,1.0,1.0,,1.0,,,,,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13472743,home,Fluminense,Renê,,,rene,Renê,D,6,174.0,1464,M,243113,EUR,716428800,D,6,6,False,46.0,37.0,2.0,1.0,0.0,21.0,26.0,16.0,20.0,7.0,,,90.0,72.0,7.1,18.0,0.0100482,0,,4.0,4.0,,,2.0,,2.0,1.0,2.0,,,,,,4.0,,,,5.0,1.0,,,,,,,,,,,,,,,,
13472743,home,Fluminense,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175.0,3082,M,846413,EUR,907200000,M,17,17,False,27.0,20.0,2.0,1.0,0.0,6.0,9.0,14.0,18.0,4.0,,,79.0,46.0,6.7,18.0,0.0327392,0,,8.0,3.0,4.0,,1.0,,3.0,2.0,,1.0,,,,,2.0,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
13472743,home,Fluminense,Matheus Martinelli,,,martinelli-matheus,M. Martinelli,M,8,176.0,4179,M,1067671,EUR,1002240000,M,8,8,False,54.0,47.0,6.0,2.0,1.0,31.0,35.0,16.0,19.0,2.0,,,90.0,68.0,7.8,10.0,0.149743,1,,3.0,3.0,,1.0,1.0,1.0,2.0,2.0,,3.0,0.0141,,,,,1.0,1.0,2.0,,3.0,,,2.0,1.0,,,,,,,,,,,,
13472743,home,Fluminense,Hércules,,,hercules,Hércules,M,35,178.0,3079,M,1104068,EUR,972000000,M,35,35,False,30.0,29.0,2.0,1.0,0.0,14.0,14.0,15.0,16.0,3.0,,,90.0,42.0,6.7,4.0,0.0147761,0,,4.0,3.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,
13472743,home,Fluminense,Kevin Serna,,,serna-kevin,K. Serna,M,90,181.0,3425,M,981374,EUR,882748800,M,90,90,False,34.0,27.0,2.0,1.0,0.0,10.0,11.0,17.0,23.0,2.0,,,90.0,54.0,7.0,14.0,0.0261592,2,,7.0,8.0,2.0,,,,2.0,1.0,1.0,1.0,0.0799,,,2.0,2.0,5.0,3.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0975,,,,,,,,,
13472743,home,Fluminense,Germán Cano,,,german-cano,G. Cano,F,14,176.0,8244,M,33238,EUR,568080000,F,14,14,False,14.0,10.0,,,0.0,6.0,8.0,4.0,6.0,,,,72.0,20.0,7.2,4.0,0.0114706,3,,1.0,2.0,,1.0,1.0,,,,,,0.4349,germancano14,,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,0.6706,1.0,1.0,,,,,,,
