match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_unsuccessfulTouch,stat_blockedScoringAttempt,player_sofascoreId,stat_totalCross,captain,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
10382176,home,NEC Nijmegen,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185.0,1498,M,123865,EUR,609206400,G,22,22,False,24.0,14.0,18.0,8.0,12.0,13.0,2.0,11.0,1.0,11.0,1.0,2.0,3.0,90.0,36.0,6.8,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382176,home,NEC Nijmegen,Bart van Rooij,,,bart-van-rooij,B. v. Rooij,D,28,174.0,343,M,946506,EUR,990835200,D,28,28,False,33.0,23.0,2.0,2.0,17.0,20.0,6.0,13.0,8.0,4.0,2.0,,,90.0,61.0,7.3,18.0,0,2.0,2.0,7.0,1.0,2.0,2.0,1.0,6.0,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10382176,home,NEC Nijmegen,Iván Márquez,,,ivan-marquez,I. Márquez,D,44,191.0,78,M,862479,EUR,771120000,D,4,4,False,44.0,37.0,8.0,3.0,24.0,26.0,13.0,18.0,2.0,7.0,1.0,,,90.0,57.0,7.1,9.0,1,,1.0,1.0,,,,,5.0,1.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,
10382176,home,NEC Nijmegen,Philippe Sandler,,,philippe-sandler,P. Sandler,D,3,188.0,233,M,842275,EUR,855532800,D,3,3,False,36.0,32.0,2.0,1.0,26.0,28.0,6.0,8.0,3.0,2.0,1.0,,,90.0,53.0,7.2,4.0,1,3.0,1.0,4.0,,,,,9.0,,4.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,
10382176,home,NEC Nijmegen,Calvin Verdonk,,,calvin-verdonk,C. Verdonk,D,24,174.0,14345,M,361780,EUR,862012800,D,24,24,False,44.0,35.0,2.0,1.0,24.0,29.0,11.0,17.0,3.0,10.0,,,,84.0,58.0,6.8,14.0,1,,1.0,4.0,,1.0,,,,,,2.0,2.0,3.0,2.0,1.0,,,c.verdonk,2.0,,,,,,,,,,,
10382176,home,NEC Nijmegen,Lasse Schöne,,,lasse-schone,L. Schöne,M,,178.0,570,M,10077,EUR,517536000,M,20,20,False,46.0,38.0,5.0,3.0,18.0,22.0,21.0,32.0,9.0,5.0,3.0,,,90.0,70.0,7.7,16.0,2,,,2.0,,,,,,,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,,8.0,True,1.0,,,,,,,,,
10382176,home,NEC Nijmegen,Mikkel Duelund,,,mikkel-duelund,M. Duelund,F,10,178.0,139,M,770075,EUR,867542400,M,10,10,False,28.0,27.0,1.0,1.0,17.0,17.0,10.0,11.0,8.0,7.0,2.0,,,89.0,44.0,7.2,6.0,3,,2.0,4.0,1.0,2.0,2.0,1.0,1.0,,,3.0,1.0,,3.0,2.0,2.0,1.0,,,,,,,,,,,,,
10382176,home,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167.0,193,M,961685,EUR,1014508800,M,71,71,False,33.0,23.0,1.0,,10.0,15.0,13.0,19.0,6.0,8.0,1.0,,,90.0,47.0,7.0,14.0,0,1.0,,3.0,,,,,,,1.0,5.0,4.0,2.0,,,3.0,,,1.0,,,,,,,,,,,
10382176,home,NEC Nijmegen,Elayis Tavsan,,,elayis-tavsan,E. Tavsan,F,7,183.0,301,M,929631,EUR,988588800,F,7,7,False,27.0,22.0,1.0,1.0,8.0,8.0,15.0,23.0,5.0,3.0,3.0,,,90.0,53.0,7.9,18.0,4,,,9.0,,1.0,9.0,1.0,,,,1.0,1.0,,3.0,1.0,1.0,2.0,,4.0,,1.0,2.0,2.0,1.0,,,,,,
10382176,home,NEC Nijmegen,Landry Dimata,,,landry-dimata,L. Dimata,F,10,185.0,507,M,826944,EUR,873072000,F,19,19,False,11.0,9.0,1.0,1.0,3.0,4.0,6.0,7.0,7.0,1.0,4.0,,,89.0,27.0,8.2,6.0,4,,3.0,3.0,1.0,1.0,1.0,,3.0,,,,,,,1.0,1.0,1.0,,,,,,,2.0,2.0,,,,,
