match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_shotOffTarget,stat_lastManTackle,stat_outfielderBlock,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed,player_firstName,player_lastName,stat_goals,stat_punches,player_sofascoreId
12528080,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187.0,289,M,190179,EUR,806803200,G,1,1,False,23.0,21.0,4.0,2.0,0.0,21.0,21.0,2.0,7.0,1.0,1.0,3.0,2.0,2.0,90.0,32.0,6.9,3.0,0.00011355,0,-0.4119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528080,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178.0,204,M,140735,EUR,684028800,D,18,18,False,65.0,62.0,6.0,5.0,0.0,32.0,32.0,48.0,6.0,,,,,,90.0,98.0,7.7,17.0,0.167404,1,,True,34.0,15.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0488,3.0,,,,,,,,,,,,,,,,,
12528080,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185.0,293,M,187231,EUR,817862400,D,37,37,False,67.0,58.0,2.0,1.0,0.0,38.0,40.0,27.0,2.0,,,,,,90.0,78.0,7.5,9.0,0.0242915,3,,,20.0,,,2.0,3.0,7.0,,,,,3.0,,2.0,2.0,,1.0,1.0,0.2381,1.0,4.0,3.0,0.9671,,,,,,,,,,,,,,
12528080,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185.0,366,M,803023,EUR,914112000,D,4,4,False,76.0,69.0,9.0,6.0,0.0,44.0,45.0,32.0,8.0,,,,,,90.0,93.0,7.5,13.0,0.0500789,3,,,25.0,1.0,,2.0,5.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,0.2331,1.0,3.0,,,1.0,2.0,1.0,,,,,,,,,,,
12528080,home,Samsunspor,Marc Bola,marc-bola,M. Bola,D,16,185.0,264,M,862083,EUR,881625600,D,16,16,False,69.0,64.0,5.0,4.0,0.0,20.0,21.0,52.0,3.0,,,,,,90.0,97.0,7.1,14.0,0.278297,3,,,45.0,4.0,1.0,1.0,6.0,2.0,,3.0,,,1.0,,1.0,1.0,1.0,,,0.0773,2.0,1.0,,,2.0,3.0,,,,,,,,,,,,
12528080,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184.0,425,M,802850,EUR,836697600,M,6,6,False,107.0,95.0,8.0,5.0,0.0,35.0,39.0,69.0,11.0,,,,,,90.0,126.0,7.5,16.0,0.059447,3,,,60.0,1.0,,,2.0,4.0,1.0,1.0,,2.0,,3.0,2.0,1.0,2.0,,,0.1413,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,
12528080,home,Samsunspor,Kingsley Schindler,kingsley-schindler,K. Schindler,F,19,179.0,869,M,169113,EUR,742435200,M,17,17,False,20.0,17.0,,,0.0,6.0,7.0,15.0,1.0,,,,,,60.0,29.0,6.7,6.0,0.0655817,0,,,11.0,2.0,,,1.0,2.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
12528080,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177.0,633,M,837012,EUR,928281600,M,21,21,False,63.0,54.0,1.0,,0.0,16.0,16.0,48.0,3.0,,,,,,89.0,77.0,7.7,12.0,0.136623,4,,,38.0,1.0,,2.0,4.0,2.0,,,,1.0,,,1.0,,1.0,1.0,1.0,0.1517,5.0,,2.0,0.2135,1.0,1.0,,,1.0,1.0,,,,,,,,
12528080,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180.0,801,M,352676,EUR,823824000,M,10,10,False,63.0,56.0,2.0,1.0,0.0,11.0,12.0,51.0,4.0,,,,,,71.0,74.0,7.3,10.0,0.13758,5,,,45.0,,,,2.0,1.0,,1.0,1.0,1.0,,1.0,,,2.0,,1.0,0.351,,,2.0,0.1784,1.0,2.0,,,,,1.0,,,,,,,
12528080,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174.0,320,M,202032,EUR,777600000,M,11,11,False,38.0,30.0,,,2.0,4.0,4.0,47.0,4.0,,,,,,90.0,71.0,9.0,26.0,0.514398,2,,,29.0,13.0,3.0,1.0,8.0,6.0,1.0,3.0,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,2.0,0.4269,10.0,1.0,1.0,0.3479,3.0,,,,,,,2.0,1.0,,,,,
