match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,stat_accurateCross,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_dispossessed,stat_bigChanceMissed,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox
10411664,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190.0,4366,M,592794,EUR,858988800,G,1,1,False,19.0,19.0,19.0,19.0,3.0,1.0,90.0,23.0,7.1,0.0,0.0,3.142e-05,0,0.1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411664,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182.0,6986,M,153257,EUR,744422400,D,22,22,False,68.0,59.0,29.0,30.0,4.0,,90.0,81.0,8.5,0.1899,0.7545,0.211152,3,,dilorenzo22,True,8.0,5.0,1.0,30.0,39.0,1.0,4.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,11.0,2.0,,,,,,,,,,,,,,,,,,
10411664,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190.0,3520,M,332155,EUR,762048000,D,13,13,False,87.0,80.0,58.0,62.0,3.0,,90.0,92.0,7.1,0.0,0.0,0.152139,0,,,,9.0,5.0,,22.0,25.0,,3.0,3.0,,,3.0,,,,,7.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
10411664,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190.0,15025,M,896569,EUR,848016000,D,3,3,False,121.0,107.0,78.0,85.0,11.0,,90.0,131.0,7.9,0.1894,0.0,0.00879622,1,,kiminjae3,,9.0,5.0,1.0,29.0,36.0,,6.0,6.0,1.0,1.0,5.0,1.0,,,,14.0,1.0,5.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,
10411664,home,Napoli,Mário Rui,mario-rui,M. Rui,D,,168.0,1034,M,99546,EUR,675302400,D,6,6,False,73.0,60.0,33.0,38.0,10.0,,70.0,94.0,7.1,0.0389,0.1735,0.0375549,1,,,,10.0,5.0,,27.0,38.0,3.0,2.0,7.0,,1.0,1.0,,3.0,3.0,,19.0,,5.0,8.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,
10411664,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184.0,12968,M,787941,EUR,816480000,M,99,99,False,76.0,67.0,27.0,29.0,6.0,,90.0,84.0,6.7,0.0,0.0,0.0360181,0,,anguiss_29,,3.0,2.0,,40.0,47.0,,1.0,4.0,,,,,,,1.0,11.0,,2.0,8.0,1.0,,4.0,1.0,4.0,3.0,,,,,,,,,,
10411664,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170.0,4661,M,150383,EUR,785721600,M,68,68,False,54.0,52.0,31.0,31.0,11.0,,86.0,66.0,7.3,0.0462,0.0826,0.00986448,1,,StanLobotka,,1.0,1.0,,21.0,23.0,,,2.0,,1.0,,1.0,1.0,,1.0,4.0,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,
10411664,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180.0,18478,M,138605,EUR,769392000,M,20,20,False,48.0,39.0,14.0,16.0,6.0,,71.0,60.0,7.4,0.0373,0.0,0.429366,1,,zielu_94,,3.0,1.0,,29.0,38.0,6.0,1.0,3.0,,,,,,,,11.0,3.0,,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,,
10411664,home,Napoli,Hirving Lozano,hirving-lozano,H. Lozano,F,11,175.0,6583,M,385320,EUR,807062400,F,11,11,False,28.0,23.0,8.0,8.0,6.0,,83.0,52.0,8.0,0.0924,0.1114,0.27012,1,,hirvinglozano,,1.0,1.0,,17.0,27.0,7.0,,10.0,,1.0,,,4.0,3.0,2.0,12.0,1.0,,,1.0,1.0,,,5.0,5.0,2.0,,,,,,,,,
10411664,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186.0,227771,M,822471,EUR,914889600,F,9,9,False,15.0,10.0,1.0,1.0,1.0,,90.0,34.0,7.6,1.0851,0.9706,0.0303876,2,,Osimhen9,,1.0,1.0,,9.0,14.0,,3.0,7.0,,1.0,2.0,,1.0,1.0,5.0,12.0,1.0,1.0,3.0,,,,,5.0,3.0,,1.0,1.0,2.0,,,,,,
