match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_unsuccessfulTouch,stat_penaltyConceded,stat_interceptionWon,player_firstName,player_lastName,captain,stat_challengeLost,stat_outfielderBlock,stat_goalAssist,stat_totalContest,stat_bigChanceCreated,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss
10388439,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,43.0,20.0,34.0,13.0,9.0,13.0,11.0,30.0,1.0,1.0,3.0,10.0,2.0,1.0,1.0,2.0,3.0,90.0,53.0,7.5,25.0,0.0,0.0,0.0096695,0,0.0854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388439,home,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,False,27.0,18.0,4.0,1.0,10.0,14.0,10.0,19.0,1.0,8.0,3.0,4.0,,,,,,87.0,55.0,7.4,15.0,0.0,0.0,0.121644,0,,6.0,2.0,1.0,3.0,1.0,6.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10388439,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,31.0,19.0,10.0,1.0,15.0,21.0,4.0,10.0,1.0,2.0,3.0,3.0,,,,,,90.0,38.0,6.0,13.0,0.0,0.0,0.00152245,0,,,,2.0,4.0,,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10388439,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,44.0,35.0,3.0,1.0,31.0,37.0,4.0,7.0,14.0,15.0,8.0,4.0,,,,,,90.0,59.0,6.8,9.0,0.0,0.0,0.0006675,0,,,,9.0,10.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
10388439,home,VfL Bochum 1848,Danilo Soares,danilo-soares,Danilo Soares,M,3,170,111,M,121551,EUR,688694400,D,3,3,False,37.0,32.0,7.0,4.0,24.0,26.0,8.0,11.0,1.0,5.0,3.0,5.0,,,,,,90.0,56.0,7.0,6.0,0.0,0.0,0.00784545,0,,,,,2.0,,4.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10388439,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,35.0,24.0,3.0,1.0,13.0,16.0,11.0,20.0,5.0,6.0,6.0,6.0,,,,,,90.0,46.0,6.6,14.0,0.0,0.0,0.0181242,0,,1.0,,5.0,8.0,,1.0,1.0,,2.0,,2.0,,,,,True,1.0,1.0,,,,,,,,,,,,,,
10388439,home,VfL Bochum 1848,Philipp Förster,philipp-forster,P. Förster,M,11,189,109,M,268791,EUR,791856000,M,10,10,False,19.0,18.0,2.0,2.0,5.0,5.0,14.0,15.0,,3.0,,6.0,,,,,,79.0,31.0,7.0,6.0,0.0,0.0,0.183316,0,,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,,3.0,1.0,,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,
10388439,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,45.0,34.0,5.0,2.0,19.0,20.0,15.0,27.0,1.0,5.0,,7.0,,,,,,90.0,63.0,7.1,13.0,0.0,0.0,0.122107,0,,2.0,,,3.0,,3.0,1.0,1.0,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
10388439,home,VfL Bochum 1848,Jordi Osei-Tutu,jordi-osei-tutu,J. Osei-Tutu,D,14,179,224,M,908631,EUR,907286400,F,18,18,False,9.0,7.0,,,1.0,1.0,6.0,8.0,1.0,3.0,,2.0,,,,,,64.0,23.0,7.1,6.0,0.2617,0.0802,0.0272545,3,,,,2.0,4.0,,,,1.0,1.0,,3.0,,,,,,,1.0,,2.0,,1.0,2.0,1.0,1.0,,,,,,,
10388439,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,18.0,7.0,1.0,,4.0,5.0,3.0,13.0,10.0,11.0,,2.0,,,,,,65.0,25.0,7.5,15.0,0.3299,0.7515,0.00576426,2,,,,3.0,4.0,1.0,,,1.0,,,3.0,,,,,,,,,,,,,2.0,,1.0,,,,,,
