match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_aerialWon,stat_blockedScoringAttempt,player_sofascoreId,stat_aerialLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot
12448217,home,Feyenoord,Julián Carranza,,,julian-carranza,J. Carranza,F,21,176,1418,M,895591,EUR,958953600,F,19,19,False,11.0,10.0,,,0.0,2.0,2.0,8.0,9.0,,2.0,,,,,67.0,23.0,7.6,3.0,0.0293572,2,,,,7.0,,,,,4.0,3.0,2.0,,,,2.0,0.9607,1.0,,1.0,,,,,2.0,1.0518,,1.0,,1.0,1.0,
12448217,home,Feyenoord,Bart Nieuwkoop,,,bart-nieuwkoop,B. Nieuwkoop,D,2,180,338,M,797279,EUR,826156800,D,2,2,True,18.0,15.0,1.0,,0.0,12.0,12.0,3.0,7.0,1.0,1.0,,,,,30.0,27.0,7.0,4.0,0.128455,0,,1.0,,2.0,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
12448217,home,Feyenoord,Calvin Stengs,,,calvin-stengs,C. Stengs,M,23,187,1733,M,857480,EUR,913939200,M,10,10,True,15.0,13.0,,,0.0,4.0,4.0,9.0,12.0,,2.0,,,,,30.0,23.0,7.0,4.0,0.306525,3,,1.0,1.0,,,1.0,,,,,,,,1.0,,0.2465,1.0,,,2.0,,,,,,,,1.0,,,
12448217,home,Feyenoord,Gjivai Zechiël,,,gjivai-zechiel,G. Zechiël,M,21,179,686,M,1433802,EUR,1086048000,M,24,24,True,24.0,22.0,,,1.0,5.0,5.0,17.0,19.0,1.0,2.0,,,,,23.0,27.0,7.1,3.0,0.123775,1,,,2.0,,,1.0,,,,,,,,,,0.11,1.0,,,1.0,,1.0,,,,,,1.0,,,
12448217,home,Feyenoord,Zepiqueno Redmond,Zepiqueno Redmond,,zepiqueno-redmond,Z. Redmond,F,29,184,686,M,1384488,EUR,1150934400,F,49,49,True,6.0,6.0,,,0.0,1.0,1.0,5.0,5.0,,2.0,,,,,23.0,7.0,6.8,,0.124145,0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,
12448217,home,Feyenoord,Gernot Trauner,,,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,True,13.0,13.0,,,0.0,10.0,10.0,3.0,3.0,,,,,,,15.0,14.0,6.6,,0.00180673,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12448217,home,Feyenoord,Plamen Andreev,,,plamen-andreev,P. Andreev,G,1,191,932,M,1122621,EUR,1103068800,G,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,home,Feyenoord,Ismail Ka,,,ismail-ka,I. Ka,G,64,185,155,M,1546069,EUR,1141862400,G,64,64,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,home,Feyenoord,Facundo González,,,facundo-gonzalez,F. González,D,16,193,1259,M,1085103,EUR,1054857600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,home,Feyenoord,Chris-Kévin Nadje,Chris-Kévin,Nadje,chris-kevin-nadje,C. Nadje,M,18,190,337,M,1528458,EUR,997747200,M,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,home,Feyenoord,Luka Ivanušec,,,luka-ivanusec,L. Ivanušec,F,18,175,3285,M,822462,EUR,912038400,F,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,LukaIvanusec,,,,,,,,,,
12448217,away,SC Heerenveen,Andries Noppert,,,andries-noppert,A. Noppert,G,44,203,438,M,339339,EUR,765676800,G,44,44,False,49.0,38.0,13.0,2.0,0.0,38.0,45.0,,4.0,2.0,8.0,2.0,4.0,2.0,2.0,90.0,58.0,6.4,12.0,0.00015907,0,-0.5021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,away,SC Heerenveen,Sam Kersten,,,sam-kersten,S. Kersten,D,4,191,83,M,847072,EUR,886118400,D,4,4,False,31.0,27.0,3.0,2.0,0.0,21.0,23.0,6.0,9.0,5.0,4.0,,,,,90.0,64.0,7.2,6.0,0.00429698,0,,1.0,5.0,10.0,,1.0,2.0,2.0,7.0,4.0,,4.0,,,,,,,2.0,,,1.0,1.0,,,1.0,,,,,
12448217,away,SC Heerenveen,Nikolai Soyset Hopland,,,hopland-nikolai-soyset,N. S. Hopland,D,17,186,224,M,1121247,EUR,1090627200,D,17,17,False,64.0,58.0,7.0,5.0,0.0,46.0,50.0,12.0,14.0,6.0,6.0,,,,,90.0,77.0,6.2,8.0,0.00804281,0,,,3.0,2.0,1.0,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0
12448217,away,SC Heerenveen,Paweł Bochniewicz,,,pawel-bochniewicz,P. Bochniewicz,D,4,194,794,M,286097,EUR,822960000,D,5,5,False,76.0,68.0,6.0,2.0,0.0,51.0,55.0,17.0,21.0,5.0,6.0,,,,,90.0,88.0,7.0,8.0,0.00706216,0,,,,2.0,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,
12448217,away,SC Heerenveen,Oliver Braude,Oliver Braude,,braude-oliver,O. Braude,D,45,174,214,M,1150061,EUR,1077321600,D,45,45,False,32.0,17.0,4.0,,0.0,11.0,20.0,6.0,13.0,1.0,4.0,,,,,90.0,56.0,5.9,19.0,0.0104065,1,,1.0,5.0,5.0,,1.0,1.0,1.0,3.0,,1.0,2.0,,,1.0,0.0141,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,1.0
12448217,away,SC Heerenveen,Amara Condé,,,amara-conde,A. Condé,M,6,173,86,M,817978,EUR,852508800,M,6,6,False,11.0,7.0,,,0.0,7.0,9.0,,2.0,,2.0,,,,,45.0,14.0,6.1,7.0,0.00021695,0,,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12448217,away,SC Heerenveen,Espen Van Ee,,,van-ee-espen,E. v. Ee,M,22,179,71,M,1126965,EUR,1057363200,M,21,21,False,30.0,25.0,3.0,1.0,0.0,16.0,20.0,9.0,10.0,,4.0,,,,,90.0,40.0,6.5,8.0,0.00755585,0,,,3.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,
12448217,away,SC Heerenveen,Jacob Trenskow,,,trenskow-jacob,J. Trenskow,M,20,178,432,M,1015627,EUR,975196800,M,20,20,False,27.0,19.0,,,0.0,12.0,15.0,7.0,15.0,2.0,9.0,,,,,90.0,45.0,6.6,14.0,0.0102197,0,,3.0,3.0,3.0,,1.0,,3.0,2.0,2.0,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,
12448217,away,SC Heerenveen,Luuk Brouwers,,,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,M,8,8,False,31.0,22.0,1.0,1.0,0.0,15.0,20.0,7.0,11.0,,4.0,,,,,90.0,47.0,6.4,15.0,0.00905081,0,,,4.0,2.0,3.0,1.0,,3.0,1.0,,3.0,1.0,True,,,,1.0,,,,,,,,,1.0,,,,,
12448217,away,SC Heerenveen,Levi Smans,Levi Smans,,levi-smans,L. Smans,M,14,175,135,M,1133678,EUR,1048550400,M,14,14,False,23.0,20.0,1.0,1.0,0.0,11.0,11.0,9.0,12.0,1.0,2.0,,,,,90.0,41.0,6.9,10.0,0.145773,2,,,7.0,4.0,1.0,4.0,2.0,,1.0,1.0,4.0,1.0,,,1.0,0.0784,1.0,,,1.0,,1.0,2.0,1.0,0.0345,2.0,,1.0,,,
12448217,away,SC Heerenveen,Ion Nicolaescu,Ion,Nicolaescu,ion-nicolaescu,I. Nicolaescu,F,98,184,981,M,891210,EUR,905126400,F,18,18,False,5.0,1.0,,,0.0,,3.0,1.0,2.0,,1.0,,,,,45.0,10.0,6.7,5.0,0.00025484,1,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,0.021,,,1.0,,,,,1.0,0.03,,,,,,
12448217,away,SC Heerenveen,Alireza Jahanbakhsh,,,alireza-jahanbakhsh,A. Jahanbakhsh,M,27,180,3825,M,331837,EUR,745027200,F,30,30,True,12.0,7.0,1.0,,0.0,3.0,4.0,4.0,8.0,,4.0,,,,,45.0,20.0,6.3,9.0,0.00403763,1,,,3.0,3.0,,2.0,,,2.0,2.0,1.0,,,,1.0,0.1031,,,,1.0,alirezajb,,1.0,,,,,,,,1.0
12448217,away,SC Heerenveen,Ilias Sebaoui,Ilias Sebaoui,,ilias-sebaoui,I. Sebaoui,M,10,180,683,M,1154586,EUR,1002153600,F,10,10,True,3.0,2.0,,,0.0,,,2.0,4.0,,,,,,,45.0,9.0,6.5,4.0,0.0028281,2,,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,0.0829,,,,1.0,,,,1.0,0.1364,,,,1.0,,
12448217,away,SC Heerenveen,Mickey van der Hart,,,mickey-van-der-hart,M. v. d. Hart,G,,188,97,M,242313,EUR,771465600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,away,SC Heerenveen,Jan Bekkema,,,jan-bekkema,J. Bekkema,G,,186,29,M,843764,EUR,829008000,G,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,away,SC Heerenveen,Denzel Hall,,,denzel-hall,D. Hall,D,22,180,97,M,987523,EUR,990489600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,away,SC Heerenveen,Mateja Milovanović,Mateja Milovanovic,,mateja-milovanovic,M. Milovanović,D,5,185,406,M,1124029,EUR,1082246400,D,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,away,SC Heerenveen,Danilo Al-Saed,,,al-saed-danilo,D. Al-Saed,M,18,178,897,M,1103971,EUR,919814400,F,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,away,SC Heerenveen,Ché Nunnely,Ché,Nunnely,che-nunnely,C. Nunnely,M,11,170,190,M,825841,EUR,918086400,F,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,away,SC Heerenveen,Simon Olsson,,,simon-olsson,S. Olsson,M,10,185,159,M,850851,EUR,874195200,M,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,away,SC Heerenveen,Daniel Karlsbakk,Daniel Karlsbakk,,daniel-karlsbakk,D. Karlsbakk,F,11,186,589,M,1173573,EUR,1049673600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448217,away,SC Heerenveen,Dimitris Rallis,,,dimitris-rallis,D. Rallis,F,9,189,309,M,1888815,EUR,1111795200,F,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
