match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_fouls,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_ownGoals,stat_bigChanceCreated,stat_bigChanceMissed
11067621,home,Goiás,Tadeu,,,tadeu,Tadeu,G,23,184,759,M,552172,EUR,697161600,G,23,23,False,True,23.0,17.0,13.0,8.0,12.0,13.0,5.0,10.0,1.0,1.0,2.0,11.0,1.0,6.0,6.0,2.0,90.0,42.0,8.5,6.0,0.0,0.0,0.00111259,0,0.9545,,,,,,,,,,,,,,,,,,,,,,,,
11067621,home,Goiás,Maguinho,,,maguinho,Maguinho,D,26,175,81,M,871209,EUR,694656000,D,2,2,False,,28.0,22.0,2.0,1.0,11.0,14.0,11.0,14.0,1.0,6.0,2.0,2.0,,,,,90.0,63.0,6.6,17.0,0.0,0.0,0.228838,0,,5.0,12.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
11067621,home,Goiás,Lucas Halter,,,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,3,3,False,,33.0,24.0,5.0,3.0,19.0,23.0,5.0,10.0,,1.0,4.0,2.0,,,,,90.0,42.0,7.0,10.0,0.0,0.0,0.00629692,0,,,2.0,,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,
11067621,home,Goiás,Sidimar,,,sidimar,Sidimar,D,4,185,39,M,312072,EUR,710640000,D,4,4,False,,18.0,16.0,3.0,2.0,11.0,13.0,5.0,5.0,1.0,2.0,1.0,1.0,,,,,35.0,20.0,6.8,2.0,0.0,0.0,0.00228125,0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,
11067621,home,Goiás,Hugo,,,hugo,Hugo,D,,179,3173,M,1017827,EUR,872812800,D,66,66,False,,28.0,17.0,6.0,3.0,7.0,12.0,10.0,16.0,1.0,4.0,6.0,4.0,,,,,90.0,54.0,7.7,15.0,0.0347,0.0808,0.0203207,2,,,2.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,
11067621,home,Goiás,Willian Oliveira,,,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,12,12,False,,41.0,35.0,5.0,4.0,21.0,21.0,14.0,20.0,1.0,5.0,1.0,8.0,,,,,90.0,50.0,7.1,8.0,0.0,0.0,0.0631455,0,,1.0,4.0,2.0,1.0,,,,3.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,
11067621,home,Goiás,Guilherme Marques,,,guilherme-marques,Guilherme Marques,M,12,174,277,M,109610,EUR,674784000,M,60,60,False,,27.0,27.0,2.0,2.0,12.0,12.0,18.0,22.0,1.0,3.0,1.0,4.0,,,,,81.0,40.0,7.1,5.0,0.0,0.0,0.171152,0,,1.0,3.0,,,,,,,,1.0,2.0,1.0,2.0,,,7.0,3.0,,,,,,,
11067621,home,Goiás,Everton Morelli,,,everton-morelli,E. Morelli,M,8,185,105,M,928137,EUR,878601600,M,40,40,False,,25.0,18.0,2.0,1.0,6.0,11.0,12.0,17.0,1.0,5.0,1.0,8.0,,,,,90.0,43.0,6.8,15.0,0.0527,0.0,0.00992383,2,,1.0,6.0,,1.0,,,1.0,1.0,,4.0,3.0,,4.0,,1.0,3.0,,1.0,1.0,,,,,
11067621,home,Goiás,Anderson Oliveira,,,anderson-oliveira,Anderson Oliveira,F,70,169,239,M,931538,EUR,900547200,F,70,70,False,,32.0,24.0,2.0,,10.0,11.0,14.0,23.0,,4.0,,11.0,,,,,90.0,51.0,6.6,20.0,0.0,0.0,0.0843294,0,,,6.0,,3.0,3.0,1.0,,3.0,2.0,4.0,,1.0,1.0,,,2.0,,,,,,,,
11067621,home,Goiás,Matheus Babi,,,matheus-babi,Matheus Babi,F,17,191,465,M,1007431,EUR,869184000,F,9,9,False,,12.0,9.0,1.0,1.0,3.0,5.0,6.0,7.0,2.0,3.0,,,,,,,62.0,23.0,6.5,7.0,0.1825,0.0,0.00436963,2,,4.0,6.0,,2.0,,,,1.0,,2.0,,,,,,,,,2.0,1.0,,,,
