match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_ownGoals,stat_wasFouled,stat_totalCross,player_lastName,stat_accurateCross,captain,stat_bigChanceMissed,stat_wonTackle,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork
12388508,home,Sportfreunde Lotte,Laurenz Beckemeyer,laurenz-beckemeyer,L. Beckemeyer,G,12,182.0,2,M,943015,EUR,955843200,G,12,12,False,50.0,42.0,15.0,8.0,0.0,39.0,43.0,3.0,7.0,2.0,10.0,1.0,3.0,2.0,90.0,64.0,5.9,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388508,home,Sportfreunde Lotte,Jeff Mensah,jeff-mensah,J. Mensah,D,5,,0,M,1914244,EUR,1008028800,D,5,5,False,67.0,61.0,8.0,4.0,0.0,50.0,50.0,11.0,17.0,1.0,4.0,,,,90.0,76.0,5.8,9.0,0,Jeff Mensah,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12388508,home,Sportfreunde Lotte,Johannes Sabah,johannes-sabah,J. Sabah,D,6,189.0,1,M,847860,EUR,879984000,D,8,8,False,53.0,48.0,11.0,7.0,0.0,39.0,40.0,9.0,13.0,,4.0,,,,90.0,63.0,6.2,5.0,1,,2.0,3.0,5.0,,3.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12388508,home,Sportfreunde Lotte,Nico Lubke,lubke-nico,N. Lubke,D,25,187.0,0,M,1177340,EUR,996537600,D,25,25,False,51.0,46.0,8.0,4.0,0.0,37.0,40.0,9.0,12.0,2.0,3.0,,,,90.0,61.0,6.2,6.0,0,,,1.0,,,1.0,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,
12388508,home,Sportfreunde Lotte,Leonel Brodersen,leonel-brodersen,L. Brodersen,D,19,182.0,1,M,1391919,EUR,868579200,M,19,19,False,12.0,11.0,1.0,1.0,0.0,7.0,7.0,5.0,8.0,1.0,2.0,,,,45.0,25.0,6.5,6.0,0,Leonel Brodersen,,,1.0,,,,2.0,,1.0,,,,,,,,3.0,,1.0,,,,,,,,,,,
12388508,home,Sportfreunde Lotte,Fatlum Elezi,fatlum-elezi,F. Elezi,M,44,175.0,3,M,895164,EUR,869270400,M,10,10,False,58.0,54.0,7.0,3.0,0.0,30.0,30.0,25.0,31.0,,7.0,,,,90.0,73.0,6.7,9.0,3,,,3.0,4.0,2.0,,1.0,1.0,1.0,,,2.0,2.0,3.0,,,1.0,3.0,,1.0,True,1.0,1.0,3.0,,,,,,,
12388508,home,Sportfreunde Lotte,Kamer Krasniqi,kamer-krasniqi,K. Krasniqi,M,17,177.0,12,M,823958,EUR,821318400,M,17,17,False,29.0,21.0,7.0,3.0,0.0,11.0,13.0,10.0,16.0,1.0,3.0,,,,62.0,39.0,6.6,11.0,0,,,3.0,2.0,,,,2.0,1.0,,1.0,1.0,,,2.0,,2.0,,,,,,,2.0,,,,,,,
12388508,home,Sportfreunde Lotte,Burinyuy Nyuydine,nyuydine-burinyuy,B. Nyuydine,F,11,174.0,1,M,1897309,EUR,977702400,M,11,11,False,12.0,7.0,1.0,1.0,0.0,3.0,6.0,4.0,6.0,,5.0,,,,45.0,22.0,6.4,8.0,1,,1.0,4.0,3.0,,1.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,
12388508,home,Sportfreunde Lotte,Philip Fontein,philip-fontein,P. Fontein,M,,186.0,1,M,807376,EUR,749779200,F,4,4,False,31.0,22.0,2.0,1.0,0.0,9.0,10.0,13.0,23.0,1.0,,,,,62.0,40.0,6.7,12.0,0,,,4.0,3.0,,,2.0,,4.0,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,,
12388508,home,Sportfreunde Lotte,Marc Heider,marc-heider,M. Heider,F,20,186.0,8,M,16675,EUR,516758400,F,20,20,False,17.0,13.0,2.0,,0.0,4.0,4.0,9.0,15.0,,1.0,,,,76.0,30.0,6.8,6.0,3,,1.0,1.0,5.0,,1.0,2.0,,,1.0,,2.0,2.0,2.0,,,,2.0,,,,1.0,1.0,,1.0,1.0,,,,,
