match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_onTargetScoringAttempt,player_sofascoreId,stat_totalOffside,stat_fouls,captain,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
10407368,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,33.0,28.0,11.0,6.0,27.0,28.0,1.0,5.0,6.0,2.0,90.0,41.0,7.3,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407368,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,65.0,61.0,4.0,3.0,39.0,40.0,22.0,25.0,11.0,,90.0,89.0,7.5,10.0,0,5.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10407368,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,60.0,51.0,10.0,7.0,38.0,44.0,13.0,16.0,5.0,,90.0,70.0,7.4,10.0,2,1.0,2.0,1.0,,,,4.0,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10407368,home,KVC Westerlo,Ravil Tagir,,,tagir-ravil,R. Tagir,D,28,185,250,M,992551,EUR,1052179200,D,24,24,False,56.0,53.0,5.0,3.0,41.0,43.0,12.0,13.0,,,90.0,66.0,8.0,4.0,2,1.0,4.0,,1.0,,,1.0,,1.0,3.0,3.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10407368,home,KVC Westerlo,Maxim De Cuyper,,,maxim-de-cuyper,M. De Cuyper,D,29,183,4477,M,997152,EUR,977443200,D,11,11,False,48.0,41.0,1.0,,17.0,19.0,27.0,35.0,3.0,,90.0,64.0,7.4,12.0,1,3.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,5.0,6.0,3.0,2.0,1.0,,,,,,,,,
10407368,home,KVC Westerlo,Dorgeles Nene,Nene Dorgeles,,nene-dorgeles,D. Nene,F,45,174,10370,M,1102788,EUR,1040601600,M,45,45,False,24.0,21.0,1.0,1.0,6.0,7.0,16.0,18.0,2.0,,84.0,40.0,7.4,8.0,2,2.0,5.0,,2.0,2.0,2.0,,,1.0,3.0,2.0,3.0,,,1.0,1.0,,,3.0,1.0,1.0,,,d.nene10,1.0,,,,,,,
10407368,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,False,69.0,60.0,10.0,8.0,13.0,13.0,50.0,61.0,8.0,,90.0,90.0,8.4,13.0,2,3.0,8.0,,2.0,4.0,4.0,4.0,,,2.0,1.0,,1.0,1.0,,1.0,,,5.0,5.0,3.0,,1.0,,,1.0,,,,,,
10407368,home,KVC Westerlo,Lukas Van Eenoo,,,lukas-van-eenoo,L. V. Eenoo,M,8,175,44,M,45880,EUR,665798400,M,7,7,False,69.0,64.0,6.0,6.0,26.0,27.0,39.0,43.0,7.0,,90.0,78.0,7.9,6.0,3,5.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,2.0,True,,,,,
10407368,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,False,18.0,14.0,2.0,,2.0,2.0,12.0,19.0,2.0,,65.0,29.0,6.5,10.0,2,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,,1.0,3.0,,1.0,,,,,,,,,,
10407368,home,KVC Westerlo,Nacer Chadli,,,nacer-chadli,N. Chadli,M,,187,414,M,32492,EUR,618019200,F,5,5,False,15.0,13.0,3.0,3.0,1.0,2.0,12.0,14.0,,,42.0,23.0,6.5,5.0,2,2.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,
10407368,home,KVC Westerlo,Kyan Vaesen,,,vaesen-kyan,K. Vaesen,F,17,190,139,M,997827,EUR,987120000,F,14,14,False,15.0,11.0,,,6.0,7.0,5.0,8.0,4.0,,65.0,29.0,8.2,10.0,4,5.0,5.0,,2.0,2.0,1.0,1.0,,,1.0,1.0,3.0,,3.0,1.0,1.0,,,,,,1.0,2.0,,1.0,1.0,,,2.0,,,
10407368,home,KVC Westerlo,Igor Vetokele,,,igor-vetokele,I. Vetokele,F,,173,40,M,106236,EUR,701308800,F,25,25,True,4.0,3.0,,,,,3.0,4.0,1.0,,48.0,12.0,7.0,3.0,1,2.0,5.0,,,,,,,,2.0,2.0,1.0,2.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,
10407368,home,KVC Westerlo,Edisson Jordanov,,,edisson-jordanov,E. Jordanov,D,24,172,62,M,129922,EUR,739497600,D,32,32,True,16.0,12.0,1.0,1.0,5.0,6.0,7.0,10.0,,,25.0,26.0,6.7,6.0,2,3.0,4.0,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,
10407368,home,KVC Westerlo,Mathias Fixelles,,,mathias-fixelles,M. Fixelles,M,11,174,39,M,876447,EUR,839721600,M,4,4,True,18.0,16.0,2.0,2.0,6.0,6.0,10.0,12.0,1.0,,25.0,23.0,6.9,2.0,2,1.0,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,
10407368,home,KVC Westerlo,Muhammed Gümüşkaya,,,muhammed-gumuskaya,M. Gümüşkaya,M,10,177,178,M,929649,EUR,978307200,M,17,17,True,9.0,8.0,2.0,1.0,,,8.0,9.0,3.0,,11.0,15.0,6.8,2.0,1,1.0,3.0,,1.0,,,,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
10407368,home,KVC Westerlo,Nick Gillekens,,,nick-gillekens,N. Gillekens,G,1,185,45,M,794577,EUR,804902400,G,20,20,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407368,home,KVC Westerlo,Rubin Seigers,,,rubin-seigers,R. Seigers,D,4,187,36,M,794983,EUR,884476800,D,23,23,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
