match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalTackle,stat_fouls,stat_aerialWon,stat_totalContest,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goalAssist,stat_challengeLost,stat_goals,captain,player_sofascoreId,stat_clearanceOffLine,stat_totalOffside,stat_bigChanceMissed
10411654,home,Cremonese,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,12,12,False,31.0,17.0,19.0,5.0,15.0,16.0,2.0,15.0,1.0,8.0,2.0,6.0,8.0,90.0,47.0,7.8,14.0,0.0,0.0,0.00139846,0,-0.5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411654,home,Cremonese,Matteo Bianchetti,matteo-bianchetti,M. Bianchetti,D,15,189,177,M,158037,EUR,732326400,D,15,15,False,24.0,15.0,9.0,2.0,10.0,14.0,5.0,10.0,7.0,4.0,,,,67.0,37.0,6.5,10.0,0.0,0.0,0.00153506,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411654,home,Cremonese,Vlad Chiricheş,vlad-chiriches,V. Chiricheş,M,21,184,782,M,69295,EUR,627004800,D,21,21,False,43.0,40.0,4.0,3.0,34.0,35.0,6.0,8.0,4.0,11.0,,,,90.0,56.0,7.2,3.0,0.0,0.0,0.00555603,0,,4.0,2.0,,3.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411654,home,Cremonese,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185,4788,M,889785,EUR,909014400,D,5,5,False,34.0,24.0,4.0,1.0,18.0,22.0,6.0,12.0,6.0,3.0,,,,90.0,53.0,6.9,11.0,0.0,0.0,0.00121068,0,,3.0,3.0,,4.0,6.0,5.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10411654,home,Cremonese,Leonardo Sernicola,leonardo-sernicola,L. Sernicola,M,17,188,112,M,812314,EUR,870220800,M,17,17,False,23.0,20.0,3.0,2.0,7.0,8.0,16.0,19.0,2.0,,,,,90.0,44.0,7.3,5.0,0.0141,0.0,0.267247,1,,,2.0,,,1.0,5.0,2.0,,,2.0,2.0,,,4.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
10411654,home,Cremonese,Marco Benassi,marco-benassi,M. Benassi,M,,183,156,,249629,EUR,778982400,M,26,26,False,26.0,21.0,1.0,,12.0,14.0,10.0,14.0,3.0,7.0,,,,90.0,41.0,6.8,9.0,0.3241,0.4994,0.051777,3,,,,1.0,,2.0,2.0,,,,1.0,1.0,,,2.0,1.0,1.0,,,1.0,2.0,1.0,2.0,,,,,,,,
10411654,home,Cremonese,Michele Castagnetti,michele-castagnetti,M. Castagnetti,M,4,180,88,M,131910,EUR,630720000,M,19,19,False,30.0,26.0,2.0,2.0,10.0,13.0,16.0,17.0,3.0,8.0,,,,60.0,35.0,6.9,4.0,0.0,0.0,0.195443,0,,,,,,,1.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,
10411654,home,Cremonese,Soualiho Meïté,soualiho-meite,S. Meïté,M,8,187,963,M,139229,EUR,763862400,M,28,28,False,41.0,34.0,2.0,2.0,14.0,16.0,21.0,26.0,2.0,4.0,,,,90.0,56.0,7.4,8.0,0.0,0.0,0.0863531,0,,,2.0,1.0,3.0,3.0,5.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,2.0,2.0,,,,1.0,,,,,,,
10411654,home,Cremonese,Emanuele Valeri,emanuele-valeri,E. Valeri,D,14,180,818,M,891346,EUR,912988800,M,3,3,False,23.0,15.0,5.0,3.0,7.0,9.0,9.0,19.0,6.0,3.0,,,,90.0,47.0,6.7,16.0,0.0181,0.0,0.0667218,1,,,1.0,1.0,1.0,4.0,2.0,,,1.0,1.0,1.0,,,5.0,1.0,,,,,,1.0,,,2.0,,,,,,
10411654,home,Cremonese,David Okereke,david-okereke,D. Okereke,F,77,182,887,M,831290,EUR,872812800,F,77,77,False,11.0,7.0,1.0,,1.0,3.0,6.0,8.0,1.0,1.0,,,,72.0,27.0,6.5,12.0,0.0234,0.5163,0.0188151,1,,,,2.0,3.0,12.0,2.0,,3.0,1.0,4.0,1.0,,,,,,,,,2.0,,1.0,,,1.0,,,,,
10411654,home,Cremonese,Daniel Ciofani,daniel-ciofani,D. Ciofani,F,,191,59,M,132410,EUR,491616000,F,9,9,False,8.0,5.0,,,2.0,2.0,3.0,6.0,,,,,,60.0,11.0,6.6,3.0,0.1678,0.0,0.00259273,2,,,,,3.0,4.0,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,True,,,,
10411654,home,Cremonese,Cyriel Dessers,cyriel-dessers,C. Dessers,F,33,184,3800,M,541464,EUR,786844800,F,90,90,True,6.0,4.0,,,1.0,1.0,4.0,6.0,,,,,,30.0,10.0,6.6,3.0,0.1057,0.0,0.144589,1,,,,,1.0,3.0,1.0,,1.0,,2.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,
10411654,home,Cremonese,Felix Afena-Gyan,felix-afena-gyan,F. Afena-Gyan,F,33,175,3208,M,1108921,EUR,1042934400,F,20,20,True,8.0,6.0,,,,,6.0,8.0,,,,,,30.0,12.0,6.4,3.0,0.1276,0.0,0.00841762,1,,,,,1.0,3.0,,,1.0,,,,Felix,Afena-Gyan,,,,1.0,,,1.0,,,,,,,ohenegyanfelix9,,,
10411654,home,Cremonese,Cristian Buonaiuto,cristian-buonaiuto,C. Buonaiuto,F,92,179,57,M,126989,EUR,725587200,M,10,10,True,11.0,10.0,,,3.0,3.0,7.0,8.0,,2.0,,,,23.0,17.0,6.6,4.0,0.1591,0.0,0.0179918,1,,,1.0,1.0,,3.0,1.0,,,,2.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,
10411654,home,Cremonese,Luca Zanimacchia,luca-zanimacchia,L. Zanimacchia,M,98,178,116,M,847025,EUR,900806400,F,98,98,True,8.0,7.0,,,4.0,4.0,3.0,4.0,1.0,2.0,,,,18.0,14.0,6.8,3.0,0.0284,0.0,0.00736012,1,,,,1.0,,1.0,2.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
10411654,home,Cremonese,Mouhamadou Sarr,mouhamadou-sarr,M. Sarr,G,1,190,144,M,954291,EUR,852422400,G,45,45,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411654,home,Cremonese,Gianluca Saro,gianluca-saro,G. Saro,G,23,179,82,M,962018,EUR,961891200,G,13,13,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411654,home,Cremonese,Alex Ferrari,alex-ferrari,A. Ferrari,D,25,183,99,M,327429,EUR,773020800,D,24,24,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411654,home,Cremonese,Emanuel Aiwu,emanuel-aiwu,E. Aiwu,D,47,187,218,M,924690,EUR,977702400,D,4,4,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411654,home,Cremonese,Paolo Ghiglione,ghiglione-paolo,P. Ghiglione,M,18,188,100,M,787642,EUR,854841600,M,18,18,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411654,home,Cremonese,Tommaso Milanese,tommaso-milanese,T. Milanese,M,62,173,106,M,996812,EUR,1028073600,M,62,62,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411654,home,Cremonese,Frank Tsadjout,frank-tsadjout,F. Tsadjout,F,74,190,194,M,927188,EUR,933120000,F,74,74,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411654,away,Inter,André Onana,andre-onana,A. Onana,G,24,190,53850,M,787498,EUR,828403200,G,24,24,False,25.0,21.0,6.0,2.0,20.0,20.0,1.0,5.0,,6.0,1.0,2.0,2.0,90.0,32.0,6.5,4.0,0.0,0.0,0.00056064,0,0.0157,,,,,,,,,,,,,,,,,,,,,,,,,,,AndréOnana24,,,
10411654,away,Inter,Matteo Darmian,matteo-darmian,M. Darmian,M,36,182,3779,M,19352,EUR,628560000,D,36,36,False,69.0,64.0,4.0,3.0,39.0,41.0,26.0,30.0,2.0,4.0,,,,90.0,86.0,8.1,6.0,0.0,0.0,0.0436313,0,,2.0,3.0,,1.0,1.0,4.0,2.0,,,1.0,1.0,,,2.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,
10411654,away,Inter,Francesco Acerbi,francesco-acerbi,F. Acerbi,D,15,192,5573,M,126816,EUR,571449600,D,15,15,False,69.0,62.0,9.0,8.0,35.0,37.0,27.0,32.0,2.0,5.0,,,,90.0,77.0,7.3,8.0,0.1368,0.0,0.0266769,2,,,,1.0,1.0,2.0,6.0,1.0,1.0,5.0,,,,,,,,1.0,1.0,4.0,,1.0,,,,,,,,,
10411654,away,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,826188,EUR,923961600,D,95,95,False,94.0,80.0,15.0,6.0,34.0,38.0,47.0,58.0,4.0,4.0,,,,90.0,118.0,7.5,19.0,0.1383,0.03,0.140742,4,,1.0,1.0,,,3.0,7.0,3.0,,3.0,,1.0,,,2.0,1.0,,,2.0,1.0,1.0,3.0,1.0,,2.0,,,alessandrobastoni,,1.0,
10411654,away,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189,15021,M,759520,EUR,829785600,M,2,2,False,47.0,38.0,3.0,1.0,14.0,15.0,25.0,37.0,,9.0,,,,90.0,62.0,7.0,16.0,0.1109,0.0574,0.0765901,1,,,1.0,2.0,1.0,3.0,6.0,1.0,1.0,3.0,2.0,,,,5.0,1.0,2.0,,1.0,2.0,1.0,,1.0,,,,,ddumfries2,,,
10411654,away,Inter,Roberto Gagliardini,roberto-gagliardini,R. Gagliardini,M,63,188,567,M,287057,EUR,765676800,M,5,5,False,44.0,34.0,2.0,1.0,12.0,13.0,24.0,33.0,,6.0,,,,90.0,58.0,7.1,13.0,0.1559,0.0,0.0585689,2,,,,1.0,,2.0,6.0,2.0,1.0,4.0,1.0,,,,2.0,2.0,,1.0,2.0,1.0,,1.0,,,,,,,,,
10411654,away,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,135700,EUR,760665600,M,20,20,False,58.0,54.0,3.0,3.0,21.0,22.0,39.0,46.0,,7.0,,,,66.0,72.0,7.7,8.0,0.0,0.0,0.348307,0,,,2.0,,,1.0,1.0,,1.0,,,1.0,,,10.0,6.0,,,,5.0,,,,,,,,HÇalhanoğlu,,,
10411654,away,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,37151,EUR,601344000,M,22,22,False,56.0,52.0,4.0,4.0,23.0,24.0,31.0,34.0,1.0,8.0,,,,90.0,68.0,7.4,4.0,0.1218,0.0,0.0810368,2,,,2.0,,1.0,5.0,4.0,3.0,3.0,,,1.0,,,2.0,2.0,,,1.0,1.0,,2.0,,,1.0,,,micki_taryan,,,
10411654,away,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15308,M,284361,EUR,879120000,M,32,32,False,34.0,31.0,1.0,,10.0,12.0,26.0,33.0,,3.0,,,,67.0,58.0,7.7,10.0,0.0644,0.179,0.218361,2,,,,,1.0,3.0,4.0,3.0,1.0,,,1.0,,,11.0,5.0,,,3.0,5.0,1.0,1.0,1.0,,,,,dimarco32,,,
