match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_bigChanceMissed,player_sofascoreId,captain,stat_challengeLost,stat_errorLeadToAShot,stat_clearanceOffLine,stat_totalOffside
10382105,home,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,False,24.0,14.0,11.0,1.0,14.0,17.0,7.0,5.0,2.0,2.0,90.0,28.0,7.2,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178,655,M,934409,EUR,963705600,D,2,2,False,32.0,26.0,4.0,1.0,12.0,13.0,21.0,3.0,,,79.0,49.0,6.8,9.0,1,15.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Gernot Trauner,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,69.0,59.0,7.0,4.0,33.0,37.0,32.0,4.0,,,90.0,82.0,7.1,12.0,1,26.0,,,4.0,1.0,,1.0,4.0,,,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Jacob Rasmussen,jacob-rasmussen,J. Rasmussen,D,14,190,358,M,842176,EUR,864777600,D,6,6,False,70.0,56.0,7.0,3.0,30.0,32.0,38.0,7.0,,,90.0,76.0,6.9,14.0,0,26.0,,,1.0,2.0,,,3.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,61.0,53.0,4.0,,13.0,15.0,50.0,9.0,,,90.0,94.0,8.6,19.0,2,41.0,4.0,1.0,5.0,6.0,5.0,,3.0,3.0,,2.0,,,3.0,,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,
10382105,home,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,M,4,4,False,56.0,47.0,4.0,3.0,18.0,20.0,36.0,4.0,,,90.0,67.0,6.9,13.0,1,29.0,,,3.0,6.0,2.0,,,1.0,,1.0,,2.0,2.0,,1.0,,,,,3.0,3.0,,1.0,,,,,,,,,
10382105,home,Feyenoord,Quinten Timber,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,26.0,24.0,,,1.0,2.0,25.0,5.0,,,90.0,41.0,6.6,8.0,1,23.0,1.0,,5.0,3.0,2.0,,,2.0,1.0,2.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,2.0,,,,1.0,,,,,,
10382105,home,Feyenoord,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,13499,M,907461,EUR,978048000,M,10,10,False,48.0,38.0,10.0,6.0,9.0,11.0,41.0,4.0,,,68.0,67.0,8.8,17.0,2,29.0,4.0,,4.0,3.0,4.0,,1.0,2.0,,4.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,,,orkunkokcu,True,2.0,,,
10382105,home,Feyenoord,Javairô Dilrosun,javairo-dilrosun,J. Dilrosun,F,24,175,728,M,803028,EUR,898473600,F,11,11,False,14.0,10.0,,,4.0,4.0,11.0,2.0,,,61.0,25.0,6.9,7.0,2,6.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,6.0,5.0,,,1.0,1.0,5.0,2.0,,,79.0,21.0,5.8,5.0,5,4.0,,,4.0,3.0,,3.0,,2.0,2.0,,3.0,1.0,1.0,,,,2.0,,,,,,,,,3.0,sant.gimenez,,,,,
10382105,home,Feyenoord,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10886,M,847983,EUR,926294400,F,17,17,False,40.0,33.0,4.0,3.0,7.0,9.0,41.0,3.0,,,90.0,64.0,7.3,18.0,1,28.0,10.0,2.0,3.0,6.0,1.0,,1.0,2.0,4.0,2.0,,,,,,,,,,2.0,2.0,2.0,1.0,,,,szymanski_11,,,1.0,,
10382105,home,Feyenoord,Patrik Wålemark,patrik-walemark,P. Wålemark,M,10,184,585,M,1014588,EUR,1003017600,F,23,23,True,13.0,12.0,,,2.0,2.0,13.0,3.0,,,29.0,28.0,6.4,7.0,4,10.0,2.0,,5.0,2.0,5.0,2.0,,,1.0,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,
10382105,home,Feyenoord,Igor Paixão,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,F,14,14,True,14.0,14.0,,,2.0,2.0,12.0,2.0,,,22.0,22.0,6.4,3.0,0,12.0,,,3.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,
10382105,home,Feyenoord,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,True,29.0,24.0,2.0,1.0,7.0,9.0,20.0,,,,11.0,30.0,6.7,5.0,0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Danilo,danilo,Danilo,F,9,174,1240,M,940647,EUR,923443200,F,9,9,True,6.0,2.0,,,,1.0,5.0,1.0,,,11.0,8.0,6.5,6.0,0,2.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Ofir Marciano,ofir-marciano,O. Marciano,G,1,185,59,M,61562,EUR,623721600,G,21,21,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Timon Wellenreuther,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Quilindschy Hartman,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,19,19,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176,216,M,1130308,EUR,1069027200,D,24,24,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Mimeirhel Benita,,,,,,,,
10382105,home,Feyenoord,Fredrik André Bjørkan,fredrik-andre-bjorkan,F. A. Bjørkan,D,15,180,380,M,795154,EUR,903657600,D,5,5,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Marcos López,marcos-lopez,M. López,D,15,176,2887,M,883745,EUR,943056000,D,15,15,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382105,home,Feyenoord,Alireza Jahanbakhsh,alireza-jahanbakhsh,A. Jahanbakhsh,M,27,180,3825,M,331837,EUR,745027200,F,7,7,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,alirezajb,,,,,
10382105,away,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,37.0,14.0,28.0,5.0,10.0,17.0,20.0,12.0,4.0,4.0,90.0,49.0,6.8,24.0,0,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10382105,away,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181,142,M,296438,EUR,764121600,D,20,20,False,26.0,21.0,2.0,1.0,12.0,14.0,12.0,3.0,,,90.0,42.0,5.9,10.0,0,9.0,,,4.0,1.0,,,,3.0,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,2.0,,,
10382105,away,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,27.0,26.0,,,23.0,23.0,4.0,2.0,,,45.0,36.0,6.7,1.0,0,3.0,,,1.0,,,,3.0,,,,,,,1.0,,,,,1.0,,,1.0,,,,,meeshilgerss,,,,,
10382105,away,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,43.0,35.0,7.0,4.0,24.0,28.0,15.0,1.0,,,90.0,54.0,7.4,10.0,0,11.0,,,1.0,3.0,,,5.0,,,,1.0,3.0,,3.0,,,,,1.0,,,,,,,,,True,,,1.0,
