match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_outfielderBlock,player_firstName,player_lastName,stat_shotOffTarget,stat_wasFouled,stat_shotValueNormalized,stat_dispossessed,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_challengeLost,captain,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyWon
15197279,home,Derby County,Jacob Widell Zetterström,jacob-widell-zetterstrom,J. W. Zetterström,G,1,195,387,M,978728,EUR,900115200,G,1,1,False,34.0,10.0,29.0,5.0,0.0,5.0,5.0,5.0,29.0,1.0,9.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,90.0,52.0,6.3,24.0,80.715046736447,12.0,49.665,13.44,0.8506,0,0.03,0.01,-0.6,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197279,home,Derby County,Joe Ward,joe-ward,J. Ward,M,23,167,71,M,872321,EUR,809049600,D,23,23,False,22.0,18.0,4.0,2.0,0.0,12.0,14.0,6.0,8.0,1.0,3.0,,,,,,,,90.0,49.0,6.4,12.0,153.8834731458,13.0,80.43,24.99,,0,0.09,0.14,-0.39,,7.0,2.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,70.87047790559,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
15197279,home,Derby County,Sondre Langås,sondre-klingen-langas,S. K. Langås,D,6,190,214,M,1026541,EUR,981072000,D,6,6,False,27.0,22.0,4.0,,0.0,17.0,18.0,5.0,9.0,1.0,1.0,,,,,,,,90.0,37.0,6.1,5.0,41.644676886341,7.0,9.24,8.82,,0,0.07,0.09,-0.31,,,,1.0,,1.0,,,4.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
15197279,home,Derby County,Danny Batth,danny-batth,D. Batth,D,4,191,117,M,90121,EUR,653875200,D,4,4,False,26.0,20.0,4.0,2.0,0.0,15.0,17.0,5.0,9.0,7.0,1.0,,4.0,,,,,,90.0,39.0,6.4,6.0,17.977686486861,3.0,8.085,4.725,,2,0.04,0.01,-0.32,,,,3.0,8.0,10.0,,,7.0,,1.0,,,,,,,,,2.0,1.0,-0.36,,,,,,,,,,,,,,,
15197279,home,Derby County,Craig Forsyth,craig-forsyth,C. Forsyth,D,3,191,59,M,59932,EUR,604281600,D,3,3,False,41.0,22.0,8.0,2.0,0.0,11.0,13.0,11.0,28.0,8.0,2.0,,2.0,,,,,,90.0,61.0,5.8,26.0,73.562957786009,8.0,49.245,29.19,,0,0.17,0.02,-0.33,,3.0,1.0,3.0,2.0,3.0,,,2.0,,,,,29.196414916904,1.0,1.0,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,
15197279,home,Derby County,Ben Brereton Díaz,ben-brereton-diaz,B. Brereton Díaz,M,25,188,6392,M,867583,EUR,924393600,M,25,25,False,20.0,12.0,3.0,1.0,0.0,4.0,4.0,8.0,16.0,3.0,4.0,,,,,,,,90.0,31.0,7.3,12.0,72.832654338725,8.0,19.11,24.57,,1,-0.19,0.14,-0.16,,,,2.0,,3.0,1.0,1.0,1.0,,1.0,1.0,3.0,25.150413197401,1.0,,,,,,1.0,0.55,1.0,ben.brereton,1.0,1.0,,,,,,,,,,,
15197279,home,Derby County,Oscar Fraulo,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,29,29,False,13.0,7.0,1.0,,0.0,4.0,4.0,3.0,9.0,3.0,4.0,,1.0,,,,,,45.0,19.0,6.6,6.0,7.9805732763112,2.0,-5.67,-1.26,,0,0.17,-0.03,-0.02,,,,1.0,1.0,3.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
15197279,home,Derby County,Lewis Travis,lewis-travis,L. Travis,M,27,183,103,M,864918,EUR,876960000,M,27,27,False,12.0,9.0,1.0,,0.0,7.0,8.0,2.0,4.0,4.0,2.0,,1.0,,,,,,63.0,22.0,6.6,4.0,12.563842868673,2.0,-11.76,-3.99,,0,0.09,-0.01,-0.05,,,,1.0,,4.0,,,,1.0,4.0,2.0,1.0,,,,1.0,,,,,,,,,,2.0,True,,,,,,,,,
15197279,home,Derby County,Corey Blackett-Taylor,corey-blackett-taylor,C. Taylor,F,35,170,133,M,817573,EUR,874972800,M,11,11,False,5.0,2.0,,,0.0,,1.0,2.0,4.0,3.0,,,,,,,,,63.0,20.0,6.8,9.0,97.805675251776,6.0,55.44,33.495,,3,0.0,0.4,-0.06,,1.0,,,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,2.0,76.642204376138,4.0,,,,,1.0,,-0.55,2.0,,1.0,,,,1.0,,,,,,,,
15197279,home,Derby County,Bobby Clark,bobby-clark,B. Clark,M,42,178,1774,M,1142638,EUR,1107734400,F,42,42,False,17.0,15.0,1.0,1.0,0.0,6.0,6.0,9.0,11.0,1.0,1.0,,,,,,,,73.0,26.0,6.8,5.0,69.342009646323,7.0,36.435,13.965,,0,0.05,0.03,0.0,,,,,,3.0,2.0,1.0,,,1.0,1.0,2.0,13.978403664224,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,
