match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_interceptionWon,stat_wonTackle,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_blockedScoringAttempt,stat_hitWoodwork,stat_shotOffTarget,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside
11396359,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,1,1,False,True,66.0,54.0,17.0,6.0,51.0,53.0,3.0,13.0,1.0,1.0,6.0,1.0,5.0,5.0,90.0,76.0,7.9,12.0,0.00161024,0,1.087,,,,,,,,,,,,,,,,,,,,,,,,,,
11396359,home,1. FC Köln,Rasmus Carstensen,,,rasmus-carstensen,R. Carstensen,D,29,187,193,M,988203,EUR,973814400,D,18,18,False,,37.0,29.0,,,18.0,21.0,12.0,19.0,,3.0,4.0,,,,90.0,66.0,7.3,14.0,0.355365,0,,3.0,1.0,2.0,7.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
11396359,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,,93.0,85.0,6.0,2.0,74.0,77.0,11.0,16.0,2.0,5.0,8.0,,,,90.0,112.0,7.5,9.0,0.00457556,0,,,,3.0,8.0,,1.0,1.0,9.0,,3.0,1.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,,,
11396359,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,,33.0,28.0,3.0,,23.0,25.0,5.0,8.0,,1.0,1.0,,,,34.0,37.0,6.5,6.0,0.00171711,0,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,
11396359,home,1. FC Köln,Dominique Heintz,,,dominique-heintz,D. Heintz,D,3,188,93,M,136922,EUR,745372800,D,3,3,False,,18.0,15.0,2.0,1.0,15.0,15.0,,4.0,2.0,6.0,2.0,,,,45.0,36.0,6.8,5.0,0.00024128,0,,1.0,,,4.0,,,,5.0,,3.0,,1.0,2.0,2.0,,3.0,,,,,,,,,,
11396359,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,,43.0,38.0,2.0,,21.0,22.0,17.0,21.0,2.0,6.0,5.0,,,,90.0,58.0,7.1,6.0,0.0114121,1,,,,1.0,4.0,1.0,,,5.0,,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,0.0256,0.0304,1.0,,,,,,
11396359,home,1. FC Köln,Dejan Ljubičić,,,dejan-ljubicic,D. Ljubičić,M,21,186,826,M,869883,EUR,876268800,M,7,7,False,,28.0,19.0,,,13.0,15.0,6.0,13.0,,1.0,5.0,,,,64.0,40.0,6.6,13.0,0.00142013,1,,,,,3.0,1.0,2.0,2.0,1.0,,1.0,3.0,,,,,,,0.0426,,,1.0,,,,,
11396359,home,1. FC Köln,Jan Thielmann,,,thielmann-jan,J. Thielmann,M,29,178,397,M,1010726,EUR,1022371200,M,29,29,False,,16.0,10.0,1.0,1.0,3.0,6.0,8.0,13.0,1.0,5.0,4.0,,,,90.0,27.0,6.7,11.0,0.0904051,0,,3.0,1.0,2.0,3.0,1.0,,,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,
11396359,home,1. FC Köln,Luca Waldschmidt,,,luca-waldschmidt,L. Waldschmidt,F,7,181,704,M,319861,EUR,832464000,M,9,9,False,,21.0,15.0,1.0,,8.0,9.0,7.0,12.0,,3.0,1.0,,,,75.0,31.0,6.9,9.0,0.212049,1,,,,,5.0,2.0,2.0,1.0,,,2.0,,2.0,,,,1.0,1.0,0.0208,0.1396,1.0,,,,,,
11396359,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,False,,22.0,20.0,,,8.0,9.0,13.0,16.0,,5.0,5.0,,,,90.0,40.0,6.6,12.0,0.0560664,0,,3.0,1.0,,3.0,2.0,3.0,,,,3.0,3.0,,,,1.0,3.0,,,,1.0,,,,,,
