match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,captain,stat_aerialLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_goalAssist,stat_accurateCross,stat_errorLeadToAGoal,stat_hitWoodwork,stat_errorLeadToAShot
12190339,home,Everton,Dominic Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,CalvertLewin14,372344,EUR,858470400,F,9,9,False,14.0,8.0,,,3.0,3.0,5.0,11.0,3.0,3.0,,,,,89.0,35.0,7.3,12.0,0.00603485,3,,5.0,14.0,11.0,,1.0,,1.0,,1.0,1.0,,0.3011,,10.0,,2.0,2.0,4.0,0.362,,1.0,1.0,3.0,,3.0,2.0,1.0,,,,,,,
12190339,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,D,18,18,True,6.0,4.0,,,1.0,3.0,3.0,3.0,2.0,2.0,,,,,45.0,17.0,6.9,3.0,0.00539216,1,,1.0,,2.0,,1.0,,,1.0,,,,0.0353,,,,,,1.0,,,,,,,,,,,,,,,,
12190339,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,True,4.0,2.0,,,,,2.0,4.0,2.0,,,,,,15.0,8.0,6.5,2.0,0.00241814,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190339,home,Everton,Youssef Chermiti,youssef-chermiti,Y. Chermiti,F,9,192,1739,M,,1145627,EUR,1085356800,F,28,28,True,,,,,,,,,,,,,,,1.0,3.0,,3.0,,0,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,
12190339,home,Everton,João Virgínia,joao-virginia,J. Virgínia,G,12,191,815,M,,930666,EUR,939513600,G,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,João,Virgínia,,,,,
12190339,home,Everton,Michael Keane,michael-keane,M. Keane,D,5,188,1573,M,,110846,EUR,726710400,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190339,home,Everton,Mackenzie Hunt,mackenzie-hunt,M. Hunt,M,21,173,53,M,,929717,EUR,1005696000,M,58,58,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190339,home,Everton,Lewis Warrington,lewis-warrington,L. Warrington,M,25,182,56,M,,1113799,EUR,1034208000,M,51,51,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190339,home,Everton,André Gomes,andre-gomes,A. Gomes,M,26,188,1679,M,,235460,EUR,743990400,M,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190339,home,Everton,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178,3536,M,,827064,EUR,854668800,F,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190339,away,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,21.0,19.0,2.0,,17.0,18.0,2.0,3.0,,10.0,,3.0,4.0,,90.0,30.0,6.9,2.0,0.00028198,0,-0.4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190339,away,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,99.0,81.0,14.0,3.0,36.0,38.0,47.0,68.0,2.0,5.0,,,,,84.0,124.0,7.1,26.0,0.405554,1,,,1.0,2.0,1.0,1.0,,1.0,1.0,,,,0.0302,,,,,2.0,1.0,,,,,,7.0,,1.0,1.0,,,,2.0,,,
12190339,away,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,72.0,67.0,3.0,1.0,36.0,37.0,31.0,35.0,1.0,2.0,,,,,63.0,77.0,6.0,6.0,0.0113254,0,,4.0,3.0,6.0,,,,,,2.0,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,1.0,,
12190339,away,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,107.0,93.0,11.0,6.0,44.0,50.0,49.0,57.0,3.0,5.0,,,,,90.0,118.0,7.5,15.0,0.0265191,2,,9.0,3.0,11.0,,,1.0,1.0,,1.0,1.0,,0.0855,True,3.0,,1.0,1.0,,0.0645,1.0,,,,,,1.0,1.0,,,,,,,
12190339,away,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,64.0,52.0,10.0,5.0,21.0,23.0,34.0,57.0,1.0,6.0,,,,,84.0,97.0,7.1,28.0,0.0972657,1,,,8.0,1.0,5.0,,,2.0,,1.0,1.0,,0.0624,,2.0,,1.0,2.0,,0.036,3.0,,,1.0,16.0,,1.0,,,,,3.0,,,
12190339,away,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,32.0,30.0,2.0,2.0,18.0,19.0,12.0,15.0,,4.0,,,,,63.0,44.0,6.7,7.0,0.0780381,1,,,3.0,3.0,,,1.0,,,1.0,,,0.0325,,2.0,,,2.0,1.0,,1.0,,,,2.0,,2.0,1.0,,,,,,,
12190339,away,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,102.0,92.0,7.0,5.0,30.0,31.0,62.0,73.0,1.0,6.0,,,,,90.0,123.0,7.2,14.0,0.163681,4,,1.0,7.0,6.0,3.0,,4.0,,,4.0,1.0,2.0,0.0775,,1.0,,,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,
12190339,away,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185,17569,M,curtisjones,927353,EUR,980812800,M,17,17,False,44.0,43.0,2.0,2.0,14.0,14.0,29.0,30.0,,5.0,,,,,63.0,56.0,6.7,2.0,0.0503746,1,,,6.0,1.0,1.0,,1.0,,,,,3.0,0.0565,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,
12190339,away,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,26.0,21.0,1.0,1.0,8.0,8.0,13.0,18.0,,1.0,,,,,90.0,38.0,7.2,7.0,0.072508,7,,,2.0,,,3.0,2.0,,,,,,0.6369,,1.0,1.0,2.0,1.0,,0.3637,1.0,1.0,,,,1.0,,,,,,,,,
12190339,away,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,9,9,False,11.0,11.0,1.0,1.0,3.0,3.0,8.0,8.0,,,,,,,90.0,20.0,6.7,5.0,0.119484,2,,,5.0,,,,1.0,,1.0,,,1.0,0.7122,,2.0,1.0,1.0,3.0,,0.3248,2.0,1.0,,,,2.0,,,,,,,,,
12190339,away,Liverpool,Luis Díaz,luis-diaz,L. Díaz,F,14,178,142017,M,LuisDíaz,883537,EUR,853113600,F,7,7,False,48.0,44.0,3.0,2.0,5.0,7.0,40.0,43.0,,7.0,,,,,90.0,70.0,7.4,13.0,0.41278,3,,,7.0,7.0,,1.0,1.0,,,2.0,2.0,2.0,0.3309,,1.0,,1.0,4.0,3.0,0.3189,3.0,1.0,,,2.0,3.0,3.0,2.0,,,,1.0,,1.0,
12190339,away,Liverpool,Jarell Quansah,jarell-quansah,J. Quansah,D,4,190,10315,M,jarellquansah,1003339,EUR,1043798400,D,78,78,True,28.0,23.0,1.0,,9.0,11.0,14.0,17.0,,4.0,,,,,27.0,32.0,6.7,6.0,0.0115587,0,,1.0,3.0,1.0,,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,1.0,,,,,,,,,
12190339,away,Liverpool,Wataru Endo,wataru-endo,W. Endo,M,3,178,19869,M,endowataru,143040,EUR,729216000,M,3,3,True,30.0,28.0,1.0,1.0,11.0,12.0,17.0,18.0,,1.0,,,,,27.0,37.0,6.4,5.0,0.0129102,0,,,4.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,1.0
12190339,away,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,True,24.0,22.0,4.0,4.0,4.0,4.0,18.0,22.0,,3.0,,,,,27.0,29.0,7.1,4.0,0.0476252,1,,,,,,,,,1.0,,,,0.0599,,,,1.0,,,0.1445,1.0,,,,2.0,,,,,,,,,,
12190339,away,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,True,6.0,6.0,,,4.0,4.0,4.0,5.0,,1.0,,,,,12.0,12.0,6.7,1.0,0.0460692,0,,,1.0,2.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,2.0,,,
12190339,away,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,True,3.0,2.0,,,,,2.0,6.0,,,,,,,12.0,7.0,6.6,4.0,0.0012967,0,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,3.0,,,,,,,,,,
12190339,away,Liverpool,Caoimhin Kelleher,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190339,away,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190339,away,Liverpool,Bobby Clark,bobby-clark,B. Clark,M,42,178,1774,M,,1142638,EUR,1107734400,M,42,42,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190339,away,Liverpool,Jayden Danns,jayden-danns,J. Danns,F,76,183,3511,M,,1403108,EUR,1137369600,F,76,76,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jayden Danns,,,,,,
