match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10382226,home,NEC Nijmegen,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185.0,1498,M,123865,EUR,609206400,G,22,22,False,30.0,20.0,23.0,14.0,13.0,19.0,7.0,11.0,1.0,12.0,1.0,1.0,4.0,90.0,43.0,7.6,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382226,home,NEC Nijmegen,Bart van Rooij,,,bart-van-rooij,B. v. Rooij,D,28,174.0,343,M,946506,EUR,990835200,D,28,28,False,45.0,35.0,4.0,1.0,17.0,17.0,19.0,33.0,2.0,3.0,,,,90.0,75.0,7.3,17.0,1,5.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,
10382226,home,NEC Nijmegen,Iván Márquez,,,ivan-marquez,I. Márquez,D,44,191.0,78,M,862479,EUR,771120000,D,4,4,False,59.0,51.0,11.0,8.0,39.0,42.0,12.0,17.0,2.0,3.0,,,,90.0,64.0,7.0,8.0,1,,,4.0,5.0,1.0,,,1.0,,,,1.0,3.0,,4.0,,,,,,,,,,,,,,,
10382226,home,NEC Nijmegen,Philippe Sandler,,,philippe-sandler,P. Sandler,D,3,188.0,233,M,842275,EUR,855532800,D,3,3,False,51.0,46.0,4.0,2.0,30.0,31.0,16.0,20.0,3.0,11.0,,,,90.0,62.0,7.5,6.0,0,,,2.0,7.0,,1.0,1.0,,2.0,,1.0,,1.0,,4.0,1.0,1.0,1.0,,,,,,,,,,,,
10382226,home,NEC Nijmegen,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178.0,3591,M,991679,EUR,971913600,D,16,16,False,31.0,26.0,,,12.0,13.0,16.0,21.0,1.0,3.0,,,,90.0,64.0,6.9,15.0,2,3.0,2.0,5.0,5.0,1.0,4.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,,,,,,,,,
10382226,home,NEC Nijmegen,Lasse Schöne,,,lasse-schone,L. Schöne,M,,178.0,570,M,10077,EUR,517536000,M,20,20,False,51.0,43.0,3.0,2.0,20.0,22.0,23.0,36.0,4.0,2.0,,,,90.0,69.0,7.3,15.0,0,7.0,,3.0,5.0,2.0,,,,1.0,1.0,,1.0,,2.0,4.0,1.0,1.0,1.0,,,,True,1.0,,,,,,,
10382226,home,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167.0,193,M,961685,EUR,1014508800,M,71,71,False,42.0,39.0,6.0,5.0,20.0,21.0,19.0,22.0,,13.0,,,,71.0,55.0,7.2,8.0,0,1.0,,5.0,4.0,,3.0,2.0,,2.0,1.0,1.0,,2.0,3.0,,,,2.0,2.0,,,,,,,,,,,
10382226,home,NEC Nijmegen,Elayis Tavsan,,,elayis-tavsan,E. Tavsan,F,7,183.0,301,M,929631,EUR,988588800,M,7,7,False,31.0,26.0,2.0,1.0,7.0,8.0,19.0,24.0,,1.0,,,,90.0,50.0,7.1,10.0,5,1.0,,2.0,8.0,,6.0,5.0,,,,1.0,3.0,,1.0,,,,,1.0,2.0,3.0,,,1.0,1.0,,,,,
10382226,home,NEC Nijmegen,Oussama Tannane,,,oussama-tannane,O. Tannane,F,14,178.0,2916,M,249435,EUR,764380800,M,14,14,False,48.0,38.0,7.0,4.0,10.0,11.0,34.0,53.0,,1.0,,,,90.0,82.0,7.8,27.0,3,16.0,6.0,6.0,4.0,,3.0,2.0,1.0,,,3.0,2.0,3.0,5.0,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,
10382226,home,NEC Nijmegen,Ibrahim Cissoko,Ibrahim Cissoko,,ibrahim-cissoko,I. Cissoko,M,20,188.0,378,M,1128902,EUR,1048636800,M,21,21,False,22.0,14.0,,,1.0,3.0,13.0,19.0,1.0,3.0,,,,71.0,30.0,6.0,12.0,1,,,6.0,2.0,2.0,4.0,1.0,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,
