match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_goalAssist,stat_clearanceOffLine,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10382289,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,True,37.0,21.0,22.0,7.0,16.0,17.0,5.0,20.0,12.0,1.0,6.0,90.0,51.0,8.3,16.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382289,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,,39.0,35.0,1.0,,26.0,26.0,9.0,13.0,4.0,,,90.0,58.0,7.6,5.0,1.0,0,,,1.0,1.0,6.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10382289,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181,58,M,884944,EUR,756604800,D,23,23,False,,49.0,44.0,6.0,3.0,36.0,36.0,8.0,13.0,8.0,,,90.0,56.0,7.4,5.0,,0,,,,,4.0,,,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
10382289,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,,55.0,44.0,8.0,2.0,27.0,34.0,17.0,21.0,8.0,,,90.0,69.0,7.1,12.0,,0,,,1.0,1.0,6.0,,,4.0,2.0,2.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,
10382289,home,RKC Waalwijk,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,False,,40.0,25.0,5.0,,19.0,30.0,7.0,12.0,14.0,,,88.0,90.0,7.7,28.0,,0,,,,4.0,12.0,6.0,6.0,2.0,2.0,5.0,1.0,1.0,,,2.0,1.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,
10382289,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,33,33,False,,26.0,22.0,,,11.0,12.0,11.0,16.0,5.0,,,79.0,43.0,6.9,9.0,1.0,0,,,1.0,5.0,5.0,1.0,,,,3.0,2.0,1.0,2.0,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,
10382289,home,RKC Waalwijk,Vurnon Anita,vurnon-anita,V. Anita,M,,166,66,M,15007,EUR,607651200,M,6,6,False,,37.0,29.0,1.0,1.0,20.0,22.0,9.0,15.0,6.0,,,90.0,45.0,7.3,8.0,1.0,0,,,,1.0,4.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,
10382289,home,RKC Waalwijk,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,14,14,False,,30.0,25.0,1.0,1.0,10.0,12.0,15.0,18.0,3.0,,,88.0,41.0,6.7,12.0,,1,,,,,,,,1.0,,,,,,,,,,,,4.0,,1.0,1.0,,,,,,,,,
10382289,home,RKC Waalwijk,Florian Jozefzoon,florian-jozefzoon,F. Jozefzoon,M,,173,88,M,121777,EUR,666057600,F,10,10,False,,13.0,9.0,,,2.0,2.0,8.0,14.0,1.0,,,76.0,29.0,7.1,9.0,1.0,2,,,,2.0,5.0,4.0,2.0,,1.0,1.0,,2.0,,,3.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,
10382289,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,29,195,192,M,36781,EUR,597110400,F,29,29,False,,22.0,17.0,1.0,1.0,8.0,10.0,9.0,12.0,3.0,,,88.0,28.0,7.3,6.0,1.0,1,,,1.0,3.0,2.0,,,,1.0,,,1.0,2.0,1.0,,,,,,1.0,,,,1.0,2.0,1.0,,,,,,
