match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_expectedGoalsOnTarget,stat_totalContest,stat_shotOffTarget,captain,stat_accurateCross,player_firstName,player_lastName,stat_wonContest,stat_ownGoals,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId
11450149,home,Fatih Karagümrük,Serdar Dursun,serdar-dursun,S. Dursun,F,190.0,1064,M,123917,EUR,687830400.0,F,19,19,False,16.0,11.0,,,1.0,3.0,10.0,13.0,1.0,,,79.0,27.0,7.0,8.0,0.0667,1,,19,,3.0,,6.0,3.0,1.0,,,,,3.0,1.0,3.0,0.0652,,1.0,,2.0,1.0,0.1874,,,,,,,,,1.0,,,,,,,
11450149,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,182.0,102,M,233252,EUR,773107200.0,D,4,4,True,17.0,15.0,1.0,1.0,11.0,11.0,4.0,6.0,2.0,,,31.0,22.0,6.1,3.0,0.00074352,0,,4,,2.0,1.0,4.0,1.0,,,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
11450149,home,Fatih Karagümrük,Kevin Lasagna,kevin-lasagna,K. Lasagna,F,181.0,319,M,587962,EUR,713404800.0,F,15,15,True,7.0,7.0,1.0,1.0,1.0,1.0,6.0,8.0,2.0,,,29.0,13.0,6.7,4.0,0.105443,1,,15,2.0,,2.0,1.0,2.0,,1.0,1.0,,,1.0,,,0.0148,,,,,,,1.0,,,,,,,,1.0,,,,,,,
11450149,home,Fatih Karagümrük,Emir Tintiş,emir-tintis,E. Tintiş,D,187.0,27,M,1210418,EUR,1073865600.0,D,22,22,True,5.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,,,,11.0,8.0,6.6,2.0,0.00049505,0,,3,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11450149,home,Fatih Karagümrük,Can Keleş,can-keles,C. Keleş,F,180.0,519,M,918408,EUR,999388800.0,F,7,7,True,2.0,2.0,,,,,2.0,3.0,,,,11.0,4.0,6.7,1.0,0.00108936,1,,70,1.0,1.0,,1.0,,,,,,,,,,0.0111,,1.0,,,,0.0599,,,,,,,,,,,,,,,,
11450149,home,Fatih Karagümrük,Nicholas Anwan,nicholas-anwan,N. Anwan,M,188.0,32,M,1129985,EUR,990057600.0,M,24,24,True,,,,,,,,,,,,1.0,,,,,0,,24,,,,,,,,,,,,,,,,,,,,,,,,,Nicholas,Anwan,,,,,,,,,,
11450149,home,Fatih Karagümrük,Emre Bilgin,emre-bilgin,E. Bilgin,G,188.0,495,M,1050730,EUR,1077753600.0,G,23,23,True,,,,,,,,,,,,,,,,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,Emre Bilgin,,,,,,,,,,,
11450149,home,Fatih Karagümrük,Samed Onur,samed-onur,S. Onur,M,175.0,60,M,980608,EUR,1026691200.0,M,17,17,True,,,,,,,,,,,,,,,,,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450149,home,Fatih Karagümrük,Adnan Uğur,adnan-ugur,A. Uğur,M,174.0,53,M,987539,EUR,993686400.0,M,77,77,True,,,,,,,,,,,,,,,,,0,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450149,home,Fatih Karagümrük,Ahmet Tugyan,ahmet-tugyan,A. Tugyan,,,1,M,1636492,EUR,,D,98,98,True,,,,,,,,,,,,,,,,,0,,17,,,,,,,,,,,,,,,,,,,,,,,,,Ahmet Tugyan,,,,,,,,,,,
11450149,away,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,192.0,197,M,30143,EUR,587260800.0,G,1,1,False,32.0,26.0,14.0,8.0,21.0,22.0,5.0,10.0,8.0,3.0,5.0,90.0,47.0,7.9,6.0,0.00249563,0,0.7662,1,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,True,,,,,,,,,1.0,1.0,,,
11450149,away,Başakşehir FK,Léo Dubois,leo-dubois,L. Dubois,D,178.0,587,M,552680,EUR,779500800.0,D,15,15,False,55.0,48.0,12.0,10.0,26.0,28.0,22.0,28.0,4.0,,,90.0,76.0,7.5,12.0,0.271998,1,,,1.0,,,1.0,3.0,,,1.0,1.0,,3.0,,,0.0386,,,,1.0,1.0,,3.0,1.0,,,,,2.0,,1.0,,,,,,,
11450149,away,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,183.0,505,M,839982,EUR,837561600.0,D,5,5,False,56.0,52.0,3.0,2.0,42.0,46.0,10.0,10.0,1.0,,,90.0,65.0,6.9,5.0,0.00504617,0,,5,,,2.0,1.0,4.0,1.0,,2.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11450149,away,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,194.0,1395,M,920514,EUR,908323200.0,D,3,3,False,46.0,41.0,6.0,4.0,33.0,36.0,8.0,10.0,6.0,,,90.0,52.0,6.6,7.0,0.00436635,0,,3,,1.0,,2.0,3.0,,,1.0,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,
11450149,away,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,178.0,140,M,248529,EUR,687052800.0,D,6,6,False,57.0,43.0,15.0,6.0,23.0,28.0,21.0,31.0,3.0,,,90.0,78.0,6.8,18.0,0.0351526,1,,3,2.0,1.0,2.0,6.0,5.0,1.0,,3.0,1.0,1.0,,2.0,3.0,0.0274,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,
11450149,away,Başakşehir FK,Onur Ergün,onur-ergun,O. Ergün,M,185.0,45,M,893009,EUR,721785600.0,M,4,4,False,48.0,45.0,7.0,4.0,30.0,33.0,15.0,15.0,4.0,,,86.0,62.0,7.1,6.0,0.0159627,1,,4,,,3.0,5.0,5.0,2.0,,2.0,,2.0,1.0,1.0,2.0,0.0257,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,
11450149,away,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,175.0,292,M,252207,EUR,728265600.0,M,23,23,False,47.0,41.0,3.0,2.0,18.0,18.0,23.0,34.0,6.0,,,90.0,76.0,7.7,15.0,0.135292,3,,9,5.0,2.0,,6.0,6.0,,,5.0,1.0,1.0,1.0,,2.0,0.1508,3.0,1.0,,2.0,1.0,0.2959,4.0,2.0,,,,,4.0,,2.0,,,,,,,
11450149,away,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,175.0,88,M,103912,EUR,694310400.0,M,42,42,False,13.0,7.0,3.0,1.0,4.0,5.0,4.0,10.0,1.0,,,72.0,24.0,6.6,9.0,0.0310143,2,,42,2.0,1.0,1.0,4.0,4.0,1.0,1.0,,1.0,,,,,0.1473,1.0,,,2.0,,,2.0,1.0,,1.0,,,1.0,,2.0,,,,,1.0,,
11450149,away,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,178.0,161,M,806964,EUR,887500800.0,M,10,10,False,35.0,29.0,2.0,1.0,7.0,9.0,22.0,26.0,4.0,,,89.0,45.0,7.6,8.0,0.0421826,2,,8,,1.0,1.0,2.0,4.0,,,1.0,,,2.0,,1.0,0.0476,,1.0,,1.0,1.0,0.3475,2.0,1.0,,,,,2.0,,2.0,,,,,,1.0,
11450149,away,Başakşehir FK,João Figueiredo,joao-figueiredo,J. Figueiredo,F,179.0,1278,M,841012,EUR,833155200.0,M,25,25,False,25.0,21.0,,,8.0,8.0,14.0,22.0,2.0,,,72.0,44.0,7.2,13.0,0.0967901,4,,25,5.0,1.0,1.0,3.0,5.0,,1.0,1.0,,,3.0,2.0,1.0,0.9125,,2.0,,1.0,,1.1746,2.0,1.0,,1.0,,,1.0,,2.0,,1.0,,,1.0,,
11450149,away,Başakşehir FK,Krzysztof Piątek,krzysztof-piatek,K. Piątek,F,183.0,13169,M,558738,EUR,804556800.0,F,9,9,False,24.0,20.0,1.0,1.0,9.0,11.0,11.0,14.0,5.0,,,90.0,43.0,7.4,12.0,0.0247252,5,,9,1.0,5.0,3.0,10.0,5.0,,,1.0,,1.0,2.0,1.0,,0.3929,2.0,3.0,,,,0.5197,4.0,2.0,,,,,1.0,,3.0,,,,,,2.0,pjona_9
11450149,away,Başakşehir FK,Emirhan İlkhan,emirhan-ilkhan,E. İlkhan,M,175.0,987,M,1142612,EUR,1086048000.0,M,26,26,True,5.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,,,18.0,11.0,7.0,2.0,0.00250161,0,,6,1.0,,,,3.0,,,1.0,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11450149,away,Başakşehir FK,Philippe Keny,philippe-keny,P. P. Keny,F,186.0,355,M,988909,EUR,926985600.0,F,17,17,True,6.0,3.0,,,,,3.0,7.0,2.0,,,18.0,11.0,6.9,4.0,0.00266792,0,,19,1.0,1.0,2.0,2.0,5.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11450149,away,Başakşehir FK,Mahmut Tekdemir,mahmut-tekdemir,M. Tekdemir,D,178.0,50,M,43666,EUR,569721600.0,M,21,21,True,3.0,3.0,,,,,3.0,3.0,,,,9.0,3.0,6.4,,0.00156868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450149,away,Başakşehir FK,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,182.0,137,M,45377,EUR,672969600.0,M,8,8,True,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,0.0679168,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
11450149,away,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,185.0,464,M,827418,EUR,852422400.0,G,16,16,True,,,,,,,,,,,,,,,,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450149,away,Başakşehir FK,Deniz Dilmen,deniz-dilmen,D. Dilmen,G,198.0,150,M,1065508,EUR,1117929600.0,G,98,98,True,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,Deniz Dilmen,,,,,,,,,,,
11450149,away,Başakşehir FK,Ousseynou Ba,ousseynou-ba,O. Ba,D,192.0,385,M,889430,EUR,816048000.0,D,27,27,True,,,,,,,,,,,,,,,,,0,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450149,away,Başakşehir FK,Souza,souza,Souza,M,188.0,541,M,119035,EUR,603158400.0,M,89,89,True,,,,,,,,,,,,,,,,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450149,away,Başakşehir FK,Berkay Aydoğmuş,aydogmus-berkay,B. Aydoğmuş,M,180.0,29,M,1430763,EUR,1073433600.0,M,80,80,True,,,,,,,,,,,,,,,,,0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450149,away,Başakşehir FK,Batuhan Çelik,batuhan-celik,B. Çelik,F,186.0,43,M,1148977,EUR,1105488000.0,F,91,91,True,,,,,,,,,,,,,,,,,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,Batuhan Celik,,,,,,,,,,,
