match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_bigChanceMissed,stat_challengeLost,stat_wasFouled,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goals,stat_goodHighClaim,stat_punches,stat_errorLeadToAGoal,stat_outfielderBlock,stat_hitWoodwork
12451013,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,15.0,13.0,2.0,1.0,0.0,13.0,14.0,1.0,8.0,3.0,5.0,90.0,25.0,7.5,2.0,8.698e-05,0,0.2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451013,home,Lille,Thomas Meunier,,,thomas-meunier,T. Meunier,D,12,190,2781,M,128587,EUR,684633600,D,12,12,False,67.0,58.0,5.0,1.0,0.0,15.0,19.0,57.0,3.0,,,90.0,105.0,6.9,25.0,0.127734,2,,45.0,9.0,2.0,1.0,10.0,6.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,0.0699,0.09,1.0,,,,,,,,,,,,,,,
12451013,home,Lille,Aïssa Mandi,,,aissa-mandi,A. Mandi,D,23,186,10320,M,122810,EUR,688089600,D,2,2,False,72.0,68.0,7.0,6.0,0.0,29.0,29.0,43.0,6.0,,,90.0,81.0,7.3,4.0,0.0561573,1,,39.0,,,1.0,1.0,2.0,,,,1.0,,4.0,2.0,1.0,1.0,,,0.0826,,1.0,aissamandi23,1.0,1.0,,,,,,,,,,,,
12451013,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,False,97.0,91.0,14.0,10.0,0.0,32.0,32.0,65.0,10.0,,,90.0,105.0,7.3,7.0,0.038788,1,,59.0,,,3.0,2.0,4.0,,,,1.0,,1.0,2.0,1.0,,1.0,,0.0365,,,,2.0,,,,,,,,,,,,,
12451013,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,D,5,5,False,33.0,29.0,,,0.0,8.0,8.0,29.0,3.0,,,66.0,58.0,6.6,10.0,0.266727,0,,23.0,4.0,2.0,,4.0,5.0,,4.0,2.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,2.0,,,,,,,,,,
12451013,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,65.0,54.0,6.0,4.0,0.0,17.0,18.0,48.0,5.0,,,90.0,81.0,6.9,13.0,0.0243937,0,,37.0,1.0,,2.0,11.0,6.0,,,,,,2.0,4.0,3.0,1.0,1.0,2.0,,,,,7.0,,2.0,1.0,True,,,,,,,,,
12451013,home,Lille,André Gomes,,,andre-gomes,A. Gomes,M,26,188,1679,M,235460,EUR,743990400,M,26,26,False,41.0,39.0,5.0,4.0,0.0,6.0,6.0,35.0,,,,45.0,48.0,7.0,5.0,0.0543476,1,,33.0,,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,0.0176,,1.0,,,,,,,1.0,1.0,,,,,,,
12451013,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171,1177,M,72998,EUR,636854400,M,10,10,False,27.0,26.0,1.0,1.0,0.0,11.0,11.0,18.0,1.0,,,45.0,34.0,6.7,4.0,0.0608738,0,,15.0,2.0,,,2.0,3.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,
12451013,home,Lille,Hakon Arnar Haraldsson,,,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180,2141,M,1138804,EUR,1049932800,M,7,7,False,42.0,32.0,2.0,1.0,0.0,4.0,5.0,43.0,4.0,,,90.0,60.0,6.9,20.0,0.0460709,1,,28.0,6.0,,,3.0,2.0,,,,1.0,,,,1.0,,4.0,1.0,0.022,,1.0,,1.0,,1.0,1.0,,,,,,,,,,
12451013,home,Lille,Osame Sahraoui,,,osame-sahraoui,O. Sahraoui,M,11,170,7380,M,965357,EUR,992217600,M,11,11,False,24.0,17.0,1.0,1.0,0.0,3.0,3.0,22.0,3.0,,,45.0,33.0,6.6,10.0,0.0319581,0,,14.0,1.0,,,3.0,2.0,,3.0,2.0,,,,,,,1.0,1.0,,,,osamesahraoui,,,1.0,,,,,,,,,,,
