match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,captain,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_keyPass,player_sofascoreId,stat_interceptionWon,stat_lastManTackle,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_wonContest,stat_bigChanceCreated,stat_goalAssist,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt
10408337,home,Villarreal,Pepe Reina,pepe-reina,P. Reina,G,188,1240,M,26937,EUR,399600000,G,1,1,False,26.0,23.0,7.0,5.0,22.0,23.0,1.0,3.0,6.0,2.0,3.0,90.0,34.0,7.0,3.0,0.0,0.0,0.00073133,0,0.2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408337,home,Villarreal,Kiko Femenía,kiko-femenia,K. Femenía,D,176,444,M,53739,EUR,665452800,D,2,2,False,14.0,12.0,1.0,,9.0,9.0,3.0,5.0,1.0,,,33.0,19.0,6.5,3.0,0.0,0.0,0.00112886,0,,,,17,2.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10408337,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,190,1235,M,3041,EUR,494640000,D,3,3,False,62.0,57.0,6.0,4.0,36.0,40.0,21.0,22.0,4.0,,,90.0,70.0,6.8,6.0,0.0,0.0,0.0131399,0,,,,39,1.0,4.0,1.0,,3.0,,,True,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408337,home,Villarreal,Pau Torres,pau-torres,P. Torres,D,192,4099,M,864169,EUR,853372800,D,4,4,False,49.0,42.0,9.0,6.0,31.0,34.0,11.0,15.0,5.0,,,90.0,70.0,8.1,7.0,0.0,0.0,0.00960266,0,,,,14,1.0,2.0,9.0,,8.0,7.0,3.0,,2.0,,,2.0,,pauttorres,1.0,1.0,1.0,,,,,,,,,,,,,,
10408337,home,Villarreal,Alberto Moreno,alberto-moreno,A. Moreno,D,171,850,M,229740,EUR,710294400,D,18,18,False,25.0,20.0,4.0,2.0,9.0,10.0,12.0,18.0,6.0,,,78.0,46.0,6.4,12.0,0.0118,0.0,0.0175579,1,,,,18,,6.0,2.0,1.0,2.0,2.0,,,,,1.0,,,,1.0,,,3.0,1.0,1.0,2.0,4.0,,,,,,,,,
10408337,home,Villarreal,Alejandro Baena,alejandro-baena,A. Baena,M,174,9564,M,910031,EUR,995587200,M,16,16,False,27.0,23.0,,,8.0,9.0,15.0,19.0,2.0,,,79.0,43.0,6.9,8.0,0.0407,0.0,0.668433,2,,,,10,,6.0,5.0,1.0,,,,,1.0,2.0,2.0,,1.0,alexbaena,1.0,,4.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,
10408337,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,180,1999,M,39182,EUR,608688000,M,10,10,False,40.0,37.0,4.0,4.0,11.0,12.0,28.0,33.0,10.0,,,90.0,56.0,8.0,6.0,0.0,0.0,0.477392,0,,,,10,,1.0,4.0,,2.0,1.0,1.0,,,1.0,,,4.0,,2.0,,3.0,5.0,2.0,,,,,1.0,1.0,,,,,,
10408337,home,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,187,342,M,16701,EUR,584582400,M,6,6,False,27.0,19.0,1.0,1.0,5.0,7.0,14.0,20.0,6.0,,,90.0,40.0,7.0,11.0,0.1503,0.0257,0.0214098,2,,,,,,6.0,6.0,1.0,1.0,,,,2.0,1.0,2.0,,1.0,,,,5.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,
10408337,home,Villarreal,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,172,21963,M,822470,EUR,927331200,F,11,11,False,25.0,17.0,1.0,,7.0,9.0,10.0,16.0,3.0,,,72.0,43.0,7.4,16.0,0.3585,0.8506,0.152037,2,,,,19,1.0,7.0,5.0,4.0,,,,,,,5.0,,,chukwuezesamuel8,1.0,,1.0,,,,2.0,1.0,3.0,,,2.0,,1.0,,,
10408337,home,Villarreal,Gerard Moreno,gerard-moreno,G. Moreno,F,180,4001,M,146866,EUR,702604800,F,7,7,False,25.0,20.0,,,8.0,8.0,12.0,17.0,2.0,,,90.0,41.0,7.1,16.0,1.0449,0.2061,0.20708,2,,,,7,,4.0,,4.0,,,,,,,,1.0,4.0,GerardMoreno9,,,,,,1.0,5.0,,,1.0,1.0,1.0,,,1.0,,
