match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_unsuccessfulTouch,stat_shotOffTarget,stat_wasFouled,stat_totalCross,stat_accurateCross,captain,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_goodHighClaim,stat_lastManTackle,stat_goalAssist
10408309,home,Sevilla,Bono,,,bono,Bono,G,37,195,54576,M,BonoY,360938,EUR,670809600,G,13,13,False,26.0,19.0,15.0,8.0,14.0,15.0,5.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,90.0,30.0,6.2,8.0,0.0,0.0,0.0015937,0,-1.0998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408309,home,Sevilla,Gonzalo Montiel,,,gonzalo-montiel,G. Montiel,D,29,175,8927,M,gonzalo_montiel29,822933,EUR,852076800,D,2,2,False,38.0,33.0,2.0,,15.0,15.0,18.0,23.0,2.0,7.0,,,,,90.0,55.0,6.7,8.0,0.0,0.0,0.0939738,0,,1.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10408309,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,,68332,EUR,690249600,D,6,6,False,31.0,25.0,2.0,1.0,18.0,22.0,7.0,9.0,,6.0,,,,,81.0,35.0,6.4,7.0,0.0,0.0,0.00140528,0,,,1.0,4.0,3.0,,,,1.0,2.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,
10408309,home,Sevilla,Karim Rekik,,,karim-rekik,K. Rekik,D,4,185,255,M,,138827,EUR,786326400,D,4,4,False,41.0,37.0,2.0,1.0,27.0,28.0,10.0,13.0,,9.0,,,,,90.0,49.0,6.9,4.0,0.0544,0.0,0.00400033,1,,,,,6.0,,,,,5.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,
10408309,home,Sevilla,Marcos Acuña,,,marcos-acuna,M. Acuña,D,21,172,8244,M,marcos.acuna10,578560,EUR,688608000,D,19,19,False,32.0,23.0,2.0,,12.0,13.0,12.0,22.0,2.0,5.0,,,,,83.0,52.0,6.2,14.0,0.0241,0.0,0.409393,1,,1.0,,4.0,2.0,,2.0,2.0,1.0,,,3.0,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,
10408309,home,Sevilla,Manu Bueno,,,bueno-manu,M. Bueno,M,28,178,222,M,,1142094,EUR,1090886400,M,43,43,False,36.0,30.0,5.0,3.0,13.0,17.0,17.0,19.0,,5.0,,,,,90.0,48.0,6.7,8.0,0.0,0.0,0.00640979,0,,1.0,,5.0,7.0,2.0,1.0,,,5.0,3.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,
10408309,home,Sevilla,Ivan Rakitić,,,ivan-rakitic,I. Rakitić,M,,184,13189,M,ivan_rakitic,7635,EUR,573955200,M,10,10,False,25.0,21.0,5.0,4.0,12.0,12.0,9.0,17.0,,5.0,,,,,62.0,40.0,7.1,9.0,0.0973,0.0,0.0375503,2,,,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,1.0,2.0,,4.0,,True,,,,,,,,,,,,
10408309,home,Sevilla,Erik Lamela,,,erik-lamela,E. Lamela,M,,183,2389,M,,122702,EUR,699667200,M,17,17,False,28.0,21.0,1.0,1.0,10.0,10.0,11.0,18.0,1.0,5.0,,,,,74.0,49.0,6.2,13.0,0.596,0.0,0.0528774,3,,,,6.0,2.0,,1.0,,,1.0,,2.0,2.0,2.0,2.0,1.0,,,,3.0,1.0,1.0,1.0,,,,,,,,
10408309,home,Sevilla,Papu Gómez,,,papu-gomez,P. Gómez,M,10,165,3658,M,ElPapu,33381,EUR,571881600,M,24,24,False,25.0,21.0,,,10.0,11.0,13.0,17.0,,5.0,,,,,74.0,32.0,7.1,6.0,0.0,0.0,0.315254,0,,,,1.0,2.0,,2.0,2.0,,,,1.0,2.0,1.0,,,3.0,2.0,,,,,,1.0,,,,,,,
10408309,home,Sevilla,Bryan Gil,,,bryan-gil,B. Gil,M,21,176,3585,M,bryan11gil,910026,EUR,981849600,M,25,25,False,15.0,13.0,,,3.0,4.0,10.0,13.0,,2.0,,,,,62.0,24.0,6.7,6.0,0.0371,0.0,0.0208464,1,,,,2.0,4.0,,1.0,1.0,,1.0,,2.0,,1.0,,2.0,2.0,,,,,1.0,,,,,,,,,
10408309,home,Sevilla,Rafa Mir,,,rafa-mir,R. Mir,F,10,189,2029,M,,825754,EUR,866592000,F,12,12,False,13.0,12.0,,,7.0,7.0,5.0,6.0,,2.0,,,,,90.0,26.0,7.1,5.0,0.3781,0.3047,0.0107088,2,,4.0,1.0,11.0,3.0,1.0,1.0,,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,1.0,1.0,1.0,,,,
10408309,home,Sevilla,Joan Jordán,,,joan-jordan,J. Jordán,M,8,184,752,M,,591750,EUR,773452800,M,8,8,True,11.0,10.0,2.0,2.0,5.0,5.0,5.0,7.0,,,,,,,28.0,14.0,6.5,2.0,0.0,0.0,0.00840912,0,,,,4.0,1.0,1.0,,,,1.0,1.0,3.0,,,,,1.0,,,,,,,,,,,1.0,,,
