match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_wonContest,stat_dispossessed,stat_errorLeadToAShot,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_punches,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed
12499331,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,37.0,26.0,22.0,11.0,0.0,18.0,22.0,8.0,15.0,3.0,5.0,1.0,3.0,5.0,2.0,2.0,90.0,51.0,5.6,11.0,0.00406621,0,-2.1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499331,home,Lecce,Frédéric Guilbert,,,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,12,12,False,27.0,22.0,5.0,1.0,0.0,19.0,21.0,4.0,7.0,1.0,2.0,,,,,,87.0,44.0,5.8,10.0,0.122827,0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499331,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,52.0,46.0,6.0,2.0,0.0,44.0,45.0,2.0,7.0,3.0,,,,,,,90.0,64.0,5.7,8.0,0.00061339,0,,,,,4.0,1.0,,1.0,,2.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12499331,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,60.0,54.0,6.0,5.0,0.0,44.0,45.0,10.0,15.0,5.0,2.0,,,,,,90.0,75.0,6.5,6.0,0.00318509,1,,,,1.0,1.0,4.0,,3.0,2.0,,,,,2.0,1.0,,True,1.0,1.0,0.0572,,,,,,,,,,,,
12499331,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,17.0,14.0,5.0,3.0,0.0,7.0,8.0,8.0,10.0,1.0,2.0,,,,,,43.0,23.0,5.7,3.0,0.00774855,0,,1.0,1.0,,1.0,2.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
12499331,home,Lecce,Rémi Oudin,,,remi-oudin,R. Oudin,M,28,185,292,M,842709,EUR,848275200,M,10,10,False,15.0,11.0,3.0,2.0,0.0,6.0,7.0,6.0,12.0,,4.0,,,,,,45.0,24.0,6.8,8.0,0.105233,0,,4.0,1.0,,1.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
12499331,home,Lecce,Balthazar Pierret,,,balthazar-pierret,B. Pierret,M,4,186,216,M,1014651,EUR,958348800,M,75,75,False,15.0,14.0,1.0,,0.0,13.0,13.0,1.0,2.0,,2.0,,,,,,45.0,17.0,6.3,1.0,0.00018646,0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12499331,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,29.0,22.0,3.0,1.0,0.0,18.0,20.0,4.0,9.0,,4.0,,,,,,75.0,34.0,5.8,9.0,0.00111655,0,,,,,3.0,3.0,3.0,1.0,,,,,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,
12499331,home,Lecce,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,M,13,13,False,33.0,23.0,5.0,1.0,0.0,15.0,18.0,8.0,16.0,2.0,9.0,,,,,,90.0,49.0,6.4,12.0,0.007953,0,,1.0,,3.0,4.0,7.0,,1.0,,1.0,3.0,1.0,2.0,,3.0,1.0,,2.0,,,,,,Odogwu,,,,,,,,
12499331,home,Lecce,Ante Rebić,,,ante-rebic,A. Rebić,F,9,185,4196,M,152769,EUR,748569600,F,3,3,False,11.0,7.0,,,0.0,5.0,6.0,2.0,6.0,,1.0,,,,,,45.0,22.0,6.3,10.0,0.00136599,0,,1.0,,,8.0,3.0,3.0,3.0,2.0,1.0,,,1.0,,,2.0,,1.0,,,,1.0,,_anterebic,,,,,,,,
