match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_dispossessed,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented
12514038,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,21.0,21.0,8.0,8.0,0.0,20.0,20.0,1.0,1.0,6.0,1.0,90.0,26.0,7.1,1.0,0.00395853,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514038,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,23,23,False,,60.0,55.0,5.0,4.0,0.0,18.0,18.0,39.0,49.0,4.0,,90.0,88.0,8.8,13.0,0.668988,2,,,7.0,2.0,3.0,9.0,1.0,7.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1181,0.0523,5.0,,,,,,,,,,,,,
12514038,home,FC Porto,Zé Pedro,ze-pedro,Z. Pedro,D,32,187,663,M,,945448,EUR,865555200,D,97,97,False,,73.0,68.0,3.0,1.0,0.0,36.0,36.0,32.0,37.0,2.0,,90.0,80.0,7.4,5.0,0.0212485,1,,,,,3.0,3.0,,,,,,,1.0,,,,1.0,1.0,0.0543,,1.0,2.0,2.0,1.0,,,,,,,,,,
12514038,home,FC Porto,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,,913401,EUR,961804800,D,24,24,False,,84.0,79.0,1.0,1.0,0.0,48.0,50.0,31.0,34.0,6.0,,90.0,94.0,7.4,6.0,0.0152454,0,,,,,2.0,4.0,,,,,,,2.0,2.0,1.0,1.0,,1.0,,,,2.0,2.0,,2.0,1.0,,,,,,,,
12514038,home,FC Porto,Francisco Moura,francisco-moura,F. Moura,D,74,181,1191,M,,985138,EUR,934761600,D,74,74,False,,53.0,47.0,,,0.0,17.0,18.0,33.0,39.0,2.0,,90.0,73.0,7.3,11.0,0.631307,0,,,4.0,3.0,5.0,4.0,,2.0,,,,,,3.0,1.0,1.0,,3.0,,,,,1.0,,,,,,,,,,,
12514038,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,,56.0,53.0,2.0,1.0,1.0,12.0,13.0,42.0,45.0,2.0,,69.0,62.0,7.2,4.0,0.0819353,1,Alan Varela,,2.0,1.0,2.0,3.0,,,,,,,,1.0,1.0,,1.0,2.0,0.0585,,1.0,,1.0,1.0,,,,,,,,,,
12514038,home,FC Porto,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,16,16,False,,60.0,56.0,5.0,3.0,0.0,18.0,19.0,38.0,41.0,6.0,,75.0,77.0,7.8,8.0,0.0969718,5,,,,,9.0,4.0,,,,,1.0,,1.0,4.0,,2.0,,2.0,0.8386,0.9233,1.0,5.0,,4.0,,,2.0,1.0,,,,,,
12514038,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,,25.0,21.0,1.0,1.0,0.0,2.0,2.0,22.0,26.0,3.0,,80.0,41.0,6.9,7.0,0.199697,2,,,3.0,3.0,6.0,3.0,2.0,3.0,1.0,,,2.0,2.0,1.0,,1.0,,2.0,0.6163,,3.0,,1.0,,,,,,1.0,,,,,
12514038,home,FC Porto,Vasco Sousa,vasco-sousa,V. Sousa,M,15,169,899,M,,1006995,EUR,1049328000,M,15,15,False,,11.0,9.0,1.0,,0.0,1.0,1.0,8.0,10.0,2.0,,45.0,18.0,6.6,3.0,0.00618916,0,,,,,4.0,2.0,,,,,,,1.0,1.0,1.0,,1.0,2.0,,,,1.0,,,,,1.0,,,,,,,
12514038,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,M,13,13,False,,35.0,27.0,2.0,,0.0,3.0,3.0,24.0,34.0,2.0,,69.0,53.0,7.7,17.0,0.129066,2,,,2.0,,4.0,2.0,,2.0,1.0,,1.0,,,,,2.0,1.0,,0.1465,0.787,3.0,1.0,,1.0,,,2.0,1.0,,,,,,
