match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,player_sofascoreId,stat_outfielderBlock
12450921,home,Nantes,Patrik Carlgren,,,patrik-carlgren,P. Carlgren,G,30,188,122,M,156236,EUR,694828800,G,30,30,False,23.0,18.0,9.0,4.0,0.0,17.0,17.0,1.0,6.0,1.0,7.0,2.0,3.0,1.0,90.0,32.0,7.5,6.0,0.00054651,0,0.7736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450921,home,Nantes,Kelvin Amian,,,kelvin-amian,K. Amian,D,98,179,199,M,802143,EUR,886896000,D,98,98,False,20.0,16.0,3.0,2.0,0.0,5.0,5.0,11.0,18.0,2.0,4.0,,,,90.0,38.0,7.3,9.0,0.0871129,0,,3.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12450921,home,Nantes,Jean-Charles Castelletto,,,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,46.0,38.0,3.0,,0.0,19.0,20.0,19.0,27.0,4.0,5.0,,,,90.0,54.0,7.1,9.0,0.01674,0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
12450921,home,Nantes,Nathan Zeze,Nathan Zeze,,zeze-nathan,N. Zeze,D,44,190,847,M,1154687,EUR,1119052800,D,44,44,False,43.0,36.0,6.0,1.0,0.0,22.0,25.0,14.0,18.0,6.0,3.0,,,,75.0,53.0,6.7,8.0,0.0062274,0,,,3.0,3.0,3.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,
12450921,home,Nantes,Nicolas Pallois,,,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,51.0,44.0,5.0,1.0,1.0,24.0,25.0,20.0,28.0,4.0,5.0,,,,90.0,68.0,7.1,11.0,0.0209055,0,,2.0,1.0,7.0,3.0,1.0,2.0,2.0,,,2.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,
12450921,home,Nantes,Nicolas Cozza,,,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,3,3,False,17.0,9.0,4.0,1.0,0.0,2.0,2.0,8.0,18.0,3.0,4.0,,,,90.0,47.0,7.1,17.0,0.125557,1,,3.0,1.0,3.0,3.0,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.4537,,,,,,,,
12450921,home,Nantes,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,8,8,False,37.0,27.0,,,0.0,4.0,7.0,23.0,32.0,,3.0,,,,90.0,60.0,7.2,16.0,0.0329847,3,,2.0,4.0,8.0,10.0,,2.0,2.0,1.0,3.0,3.0,1.0,,2.0,1.0,3.0,,,,,,0.0979,1.0,1.0,2.0,0.0241,,,,
12450921,home,Nantes,Pedro Chirivella,,,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,50.0,40.0,5.0,1.0,0.0,19.0,21.0,21.0,30.0,,2.0,,,,59.0,57.0,6.6,11.0,0.0145716,0,,1.0,1.0,3.0,3.0,1.0,2.0,,,,1.0,,,2.0,,,,,,,,,,,,,True,,,
12450921,home,Nantes,Douglas Augusto,,,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,61.0,56.0,4.0,2.0,0.0,26.0,26.0,30.0,35.0,,3.0,,,,90.0,70.0,6.8,7.0,0.0389371,1,,,,5.0,2.0,,2.0,1.0,1.0,,1.0,1.0,,3.0,1.0,,,,,1.0,,0.0102,,,,,,,,
12450921,home,Nantes,Matthis Abline,,,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,39,39,False,10.0,10.0,,,0.0,3.0,3.0,8.0,9.0,1.0,3.0,,,,89.0,25.0,6.7,5.0,0.497466,6,,2.0,1.0,6.0,1.0,,,,1.0,,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,0.4312,,,4.0,,,,,
12450921,home,Nantes,Moses Simon,,,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,F,27,27,False,18.0,14.0,,,0.0,2.0,2.0,15.0,27.0,2.0,1.0,,,,90.0,49.0,8.2,20.0,0.261557,2,,11.0,,5.0,8.0,,1.0,,3.0,2.0,1.0,4.0,,1.0,4.0,5.0,3.0,,,,,0.0694,5.0,1.0,1.0,0.7666,,1.0,,
12450921,home,Nantes,Mostafa Mohamed,,,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,True,1.0,,,,0.0,,,,1.0,,,,,,31.0,7.0,6.6,4.0,,1,,,3.0,2.0,3.0,,,,3.0,,1.0,,1.0,,,,,,,,,0.1274,,,1.0,,,,mostafamohamed11,
12450921,home,Nantes,Sorba Thomas,,,sorba-thomas,S. Thomas,M,7,185,586,M,911039,EUR,917222400,M,22,22,True,8.0,3.0,3.0,,0.0,,,3.0,11.0,1.0,2.0,,,,15.0,15.0,6.3,10.0,0.0231519,0,,3.0,,2.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
12450921,home,Nantes,Jean-Philippe Gbamin,,,jean-philippe-gbamin,J. Gbamin,M,5,186,1191,M,326343,EUR,811987200,M,17,17,True,,,,,0.0,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450921,home,Nantes,Alban Lafont,,,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450921,home,Nantes,Marcus Coco,,,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,F,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450921,home,Nantes,Fabien Centonze,,,fabien-centonze,F. Centonze,D,18,182,177,M,802034,EUR,821750400,D,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
