match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,captain,stat_totalCross,stat_duelLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,player_sofascoreId,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_goalAssist,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
11407419,home,Milan,Antonio Mirante,antonio-mirante,A. Mirante,G,193,328,M,27955,EUR,426470400,G,83,83,False,27.0,15.0,16.0,4.0,13.0,21.0,2.0,6.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,90.0,34.0,6.8,12.0,0.00057028,0,0.3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407419,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,177,2430,M,318607,EUR,849830400,D,2,2,False,38.0,32.0,2.0,,15.0,18.0,17.0,22.0,1.0,5.0,4.0,4.0,,,,79.0,68.0,7.1,13.0,0.00904534,1,,2,True,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0199,,,,,,,,,,,,,,,,,,,,,
11407419,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,194,6237,M,1014286,EUR,997228800,D,28,28,False,32.0,29.0,4.0,2.0,12.0,13.0,17.0,19.0,2.0,4.0,2.0,2.0,,,,40.0,38.0,5.7,3.0,0.0075199,0,,12,,,6.0,,,,,,1.0,,MThiaw,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,
11407419,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,185,7146,M,788255,EUR,882489600,D,23,23,False,71.0,65.0,3.0,,46.0,48.0,19.0,23.0,1.0,4.0,6.0,5.0,,,,90.0,83.0,6.9,6.0,0.00564504,0,,23,,,2.0,,,,3.0,1.0,,,fikayotomori,1.0,,,,,1.0,,,,,,,,,,,,,,
11407419,home,Milan,Alessandro Florenzi,alessandro-florenzi,A. Florenzi,D,173,2203,M,152420,EUR,668649600,D,42,42,False,56.0,50.0,5.0,2.0,26.0,27.0,24.0,39.0,1.0,4.0,1.0,4.0,,,,90.0,81.0,6.9,19.0,0.0237929,1,,,,10.0,3.0,,1.0,,1.0,,2.0,0.0214,,1.0,2.0,,,,,3.0,,,,,,,,,,,,,
11407419,home,Milan,Yunus Musah,yunus-musah,Y. Musah,M,178,4211,M,983815,EUR,1038528000,M,80,80,False,37.0,28.0,3.0,2.0,13.0,15.0,15.0,24.0,,1.0,2.0,5.0,,,,90.0,53.0,6.2,15.0,0.0121124,0,,6,,2.0,6.0,1.0,,,,,1.0,,yunusmusah8,1.0,,3.0,,,1.0,,,,,,,,,,,,,,
11407419,home,Milan,Yacine Adli,yacine-adli,Y. Adli,M,187,3790,M,859024,EUR,964828800,M,7,7,False,29.0,22.0,4.0,3.0,9.0,9.0,13.0,20.0,5.0,10.0,1.0,4.0,,,,60.0,37.0,7.1,8.0,0.00512241,0,,29,,,3.0,,,,3.0,2.0,1.0,,adliyacine,,2.0,2.0,1.0,,,,,,,,,,,,,,,,
11407419,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,177,37774,M,817957,EUR,906076800,M,11,11,False,11.0,11.0,,,5.0,5.0,6.0,10.0,,,,,,,,43.0,26.0,6.4,10.0,0.00394601,1,,11,,4.0,7.0,3.0,,,,,,0.0395,CMPulisic,2.0,,2.0,,,1.0,,,,1.0,1.0,,,,,,,,,
11407419,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,185,38485,M,893549,EUR,901670400,M,14,14,False,32.0,31.0,2.0,2.0,7.0,7.0,24.0,25.0,,3.0,1.0,3.0,,,,79.0,44.0,6.6,5.0,0.0346274,1,,4,,,7.0,1.0,,,1.0,,,0.0266,tijjanireijnders,2.0,,4.0,2.0,,2.0,1.0,,,1.0,,,,,,,,,,
11407419,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,188,75751,M,851284,EUR,928972800,M,10,10,False,18.0,12.0,2.0,2.0,4.0,4.0,9.0,24.0,2.0,10.0,,5.0,,,,90.0,41.0,7.5,16.0,0.0639676,2,,10,,10.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,0.1262,RLeão,,1.0,1.0,1.0,,1.0,,,,1.0,3.0,1.0,,,,,,,,
