match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,player_gender,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,captain,stat_challengeLost,stat_keyPass,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10382298,home,SC Heerenveen,Xavier Mous,,,xavier-mous,X. Mous,G,188,36,352328,EUR,807494400,G,1,1,False,29.0,15.0,20.0,6.0,12.0,12.0,3.0,17.0,11.0,3.0,4.0,90.0,36.0,7.1,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382298,home,SC Heerenveen,Milan van Ewijk,,,milan-van-ewijk,M. v. Ewijk,D,175,699,948723,EUR,968371200,D,27,27,False,33.0,27.0,1.0,1.0,14.0,17.0,15.0,20.0,8.0,,,90.0,69.0,6.8,20.0,2,27,M,4.0,2.0,6.0,7.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,
10382298,home,SC Heerenveen,Syb van Ottele,,,syb-van-ottele,S. v. Ottele,D,185,91,961686,EUR,1012608000,D,6,6,False,60.0,47.0,13.0,7.0,33.0,39.0,14.0,21.0,9.0,,,90.0,70.0,7.0,15.0,0,6,M,,,4.0,7.0,,2.0,2.0,,,,,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,,,,,,,,,,,,
10382298,home,SC Heerenveen,Paweł Bochniewicz,,,pawel-bochniewicz,P. Bochniewicz,D,194,794,286097,EUR,822960000,D,5,5,False,60.0,51.0,8.0,6.0,35.0,38.0,16.0,22.0,9.0,,,90.0,74.0,7.1,11.0,2,4,M,,,4.0,4.0,,,,1.0,1.0,2.0,,2.0,,,2.0,1.0,,2.0,3.0,True,2.0,1.0,,,,,,,,,
10382298,home,SC Heerenveen,Mats Köhlert,,,mats-kohlert,M. Köhlert,D,168,173,794998,EUR,894067200,D,7,7,False,53.0,46.0,4.0,2.0,16.0,19.0,32.0,38.0,7.0,,,90.0,86.0,7.2,12.0,1,27,M,4.0,2.0,4.0,6.0,,3.0,2.0,1.0,,4.0,,1.0,2.0,1.0,1.0,2.0,1.0,,,,2.0,1.0,1.0,,,,,,,,
10382298,home,SC Heerenveen,Thom Haye,,,thom-haye,T. Haye,M,187,10984,149666,EUR,792288000,M,33,33,False,65.0,53.0,12.0,6.0,27.0,31.0,29.0,40.0,15.0,,,90.0,94.0,8.1,18.0,1,33,M,6.0,3.0,7.0,10.0,1.0,3.0,2.0,,1.0,1.0,,3.0,5.0,,,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,thomhaye,,,,,,,
10382298,home,SC Heerenveen,Anas Tahiri,,,anas-tahiri,A. Tahiri,M,179,260,544156,EUR,800496000,M,26,26,False,85.0,74.0,7.0,4.0,38.0,40.0,36.0,46.0,9.0,,,90.0,96.0,7.0,16.0,0,19,M,1.0,,1.0,5.0,1.0,1.0,1.0,,,1.0,,,3.0,1.0,2.0,,,,1.0,,,,,,,,,,,,
10382298,home,SC Heerenveen,Simon Olsson,,,simon-olsson,S. Olsson,M,185,159,850851,EUR,874195200,M,19,19,False,38.0,29.0,2.0,,9.0,12.0,20.0,26.0,5.0,,,90.0,50.0,7.1,9.0,2,10,M,,,,7.0,,2.0,2.0,,1.0,,,4.0,1.0,1.0,,1.0,,,3.0,,,,,,1.0,1.0,1.0,,,,
10382298,home,SC Heerenveen,Pelle van Amersfoort,,,pelle-van-amersfoort,P. v. Amersfoort,F,193,129,318585,EUR,828316800,M,11,11,False,24.0,17.0,2.0,2.0,5.0,7.0,12.0,17.0,4.0,,,76.0,40.0,5.9,19.0,1,9,M,,,10.0,4.0,3.0,3.0,,,1.0,,,,2.0,,5.0,,1.0,3.0,2.0,,,,,,1.0,,,,,,
10382298,home,SC Heerenveen,Osame Sahraoui,,,osame-sahraoui,O. Sahraoui,M,170,7357,965357,EUR,992217600,M,20,20,False,55.0,48.0,,,16.0,16.0,32.0,43.0,5.0,,,76.0,73.0,7.4,17.0,0,11,M,4.0,,8.0,7.0,2.0,5.0,3.0,,,,,,3.0,2.0,1.0,1.0,,2.0,,,2.0,2.0,2.0,osamesahraoui,,,,1.0,,,
