match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_shotOffTarget,stat_errorLeadToAGoal,stat_bigChanceMissed,player_sofascoreId
12421229,home,Sint-Truidense VV,Léo Kokubo,,,leo-kokubo,L. Kokubo,G,16,193.0,966,M,997020,EUR,980208000,G,16,16,False,18.0,9.0,13.0,4.0,0.0,8.0,15.0,1.0,3.0,3.0,5.0,8.0,6.0,1.0,1.0,2.0,4.0,5.0,8.0,90.0,39.0,8.0,9.0,0.00041516,0,-0.1887,,,,,,,,,,,,,,,,,,,,,,,,,,
12421229,home,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175.0,67,M,1047164,EUR,1017100800,D,60,60,False,35.0,29.0,3.0,1.0,0.0,20.0,25.0,10.0,13.0,,9.0,3.0,13.0,7.0,,,,,,90.0,68.0,8.0,12.0,0.00848947,0,,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,
12421229,home,Sint-Truidense VV,Wolke Janssens,,,janssens-wolke,W. Janssens,D,22,185.0,37,M,794418,EUR,789782400,D,22,22,False,38.0,32.0,5.0,3.0,0.0,22.0,26.0,10.0,12.0,2.0,2.0,7.0,4.0,,1.0,,,,,90.0,54.0,6.8,8.0,0.00992511,0,,,,,2.0,,,,,2.0,1.0,,,,2.0,,,,,,,,,,,,
12421229,home,Sint-Truidense VV,Zineddine Belaid,,,zineddine-belaid,Z. Belaid,D,5,187.0,3379,M,1018822,EUR,921888000,D,4,4,False,30.0,25.0,6.0,2.0,0.0,21.0,22.0,4.0,8.0,2.0,3.0,10.0,2.0,1.0,,,,,,90.0,45.0,7.0,5.0,0.00138648,0,,,,1.0,1.0,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,
12421229,home,Sint-Truidense VV,Ryoya Ogawa,,,ryoya-ogawa,R. Ogawa,M,7,182.0,155,M,790973,EUR,848793600,D,2,2,False,30.0,27.0,4.0,1.0,0.0,17.0,17.0,10.0,13.0,1.0,1.0,8.0,1.0,,,,,,,90.0,43.0,6.9,4.0,0.00495711,0,,,,1.0,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,
12421229,home,Sint-Truidense VV,Adriano Bertaccini,,,adriano-bertaccini,A. Bertaccini,F,91,173.0,746,M,867250,EUR,966124800,M,91,91,False,25.0,15.0,2.0,1.0,1.0,7.0,10.0,8.0,15.0,,3.0,1.0,3.0,,2.0,,,,,90.0,38.0,7.0,12.0,0.0114355,1,,,,,3.0,,3.0,1.0,,,,,,1.0,,1.0,0.074,0.2748,1.0,,,,,,,,
12421229,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174.0,672,M,831697,EUR,886723200,M,13,13,False,29.0,26.0,1.0,,0.0,16.0,17.0,10.0,12.0,1.0,5.0,2.0,6.0,3.0,1.0,,,,,87.0,40.0,6.9,5.0,0.210093,0,,,,1.0,3.0,1.0,,,,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,
12421229,home,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175.0,1436,M,1002461,EUR,1013817600,M,8,8,False,34.0,28.0,4.0,2.0,0.0,15.0,17.0,13.0,17.0,,6.0,4.0,2.0,6.0,,,,,,90.0,53.0,7.0,9.0,0.0180148,0,,,,1.0,5.0,1.0,,,,1.0,2.0,3.0,2.0,,3.0,,,,,True,,,,,,,
12421229,home,Sint-Truidense VV,Loïc Lapoussin,,,loic-lapoussin,L. Lapoussin,M,,181.0,702,M,902987,EUR,827884800,M,94,94,False,40.0,34.0,2.0,1.0,0.0,14.0,17.0,20.0,26.0,1.0,7.0,2.0,5.0,3.0,,,,,,82.0,74.0,7.2,21.0,0.0297159,2,,3.0,,,15.0,3.0,11.0,3.0,,1.0,3.0,1.0,1.0,,4.0,2.0,0.6162,1.0547,2.0,,1.0,,,,,,
12421229,home,Sint-Truidense VV,Billal Brahimi,,,billal-brahimi,B. Brahimi,F,26,183.0,3098,M,948250,EUR,952992000,F,7,7,False,32.0,25.0,4.0,3.0,1.0,15.0,18.0,13.0,23.0,,,2.0,8.0,,,,,,,77.0,54.0,7.2,18.0,0.266439,1,,9.0,3.0,,3.0,,3.0,,,,,,1.0,,,,0.0505,,3.0,,,1.0,1.0,,,,
