match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_aerialLost,stat_wonTackle,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalCross,stat_fouls,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_penaltyWon,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,captain,stat_penaltyFaced,stat_penaltyConceded
12624432,home,Al-Shabab,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,187.0,197,M,118159,EUR,538358400,G,33,33,False,12.0,11.0,6.0,5.0,0.0,8.0,8.0,3.0,4.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,90.0,23.0,7.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624432,home,Al-Shabab,Mohammed Al-Thani,mohammed-al-thain,M. Al-Thani,M,174.0,72,M,954643,EUR,855532800,D,71,71,False,26.0,21.0,,,0.0,7.0,8.0,14.0,18.0,3.0,2.0,,,,,,78.0,41.0,7.0,7.0,0,17,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12624432,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,184.0,534,M,923040,EUR,831513600,D,5,5,False,44.0,42.0,1.0,1.0,0.0,33.0,33.0,9.0,11.0,6.0,7.0,,,,,,90.0,61.0,7.9,2.0,0,4,1.0,1.0,5.0,,1.0,1.0,4.0,2.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,
12624432,home,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,188.0,354,M,336813,EUR,762912000,D,4,4,False,70.0,62.0,8.0,5.0,0.0,36.0,38.0,26.0,32.0,2.0,5.0,,,,,,90.0,78.0,8.2,8.0,1,4,5.0,2.0,7.0,,,,2.0,2.0,,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12624432,home,Al-Shabab,Robert Renan,robert-renan,R. Renan,D,186.0,3212,M,1191278,EUR,1065830400,D,30,30,False,63.0,61.0,1.0,1.0,0.0,26.0,26.0,35.0,38.0,1.0,2.0,,,,,,90.0,80.0,7.4,7.0,0,30,1.0,4.0,7.0,2.0,1.0,1.0,2.0,5.0,4.0,,,,2.0,Robert Renan,,,,,1.0,2.0,,,,,,,,,,,,
12624432,home,Al-Shabab,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,175.0,850,M,1106234,EUR,1056067200,M,15,15,False,103.0,97.0,4.0,1.0,1.0,38.0,38.0,62.0,70.0,,3.0,,,,,,90.0,126.0,8.9,17.0,1,10,,8.0,4.0,,2.0,,,3.0,2.0,1.0,,,2.0,Musab Fahz Aljuwayr,,,,,5.0,2.0,3.0,4.0,3.0,1.0,1.0,8.0,,,,,,
12624432,home,Al-Shabab,Glen Kamara,glen-kamara,G. Kamara,M,183.0,804,M,292665,EUR,814838400,M,14,14,False,62.0,60.0,1.0,1.0,0.0,31.0,31.0,29.0,31.0,,3.0,,,,,,78.0,68.0,6.8,3.0,0,4,,6.0,3.0,3.0,2.0,1.0,,2.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,
12624432,home,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,177.0,565,M,789438,EUR,733190400,M,11,11,False,53.0,49.0,3.0,3.0,1.0,14.0,15.0,35.0,41.0,,5.0,,,,,,82.0,65.0,8.9,10.0,4,10,,3.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,,,,
12624432,home,Al-Shabab,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,180.0,1098,M,36784,EUR,619747200,M,7,7,False,50.0,45.0,2.0,2.0,1.0,16.0,17.0,29.0,36.0,,6.0,,,,,,70.0,63.0,7.9,12.0,4,,2.0,4.0,2.0,,1.0,,,,2.0,,1.0,1.0,,,,1.0,1.0,,3.0,1.0,,1.0,1.0,3.0,,2.0,,2.0,,,,
12624432,home,Al-Shabab,Daniel Podence,daniel-podence,D. Podence,F,165.0,3019,M,308764,EUR,814233600,M,56,56,False,31.0,22.0,5.0,,1.0,2.0,2.0,20.0,33.0,,4.0,,,,,,70.0,42.0,7.5,16.0,1,56,,,1.0,,1.0,1.0,1.0,,2.0,,1.0,,,,,,,,4.0,,,,1.0,1.0,,2.0,,,,,,
