match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_totalCross,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_interceptionWon,stat_keyPass,stat_accurateCross,stat_penaltyConceded,stat_dispossessed,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,player_sofascoreId,stat_blockedScoringAttempt,stat_penaltyMiss,stat_hitWoodwork
14572811,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190.0,291,M,837072,EUR,940464000,G,22,22,False,38.0,18.0,21.0,2.0,0.0,16.0,18.0,2.0,20.0,1.0,2.0,11.0,1.0,1.0,1.0,5.0,1.0,6.0,2.0,90.0,52.0,7.8,21.0,0.00074002,1.0344,0,1.7244,-0.03,0.0,-0.17,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572811,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180.0,340,M,794013,EUR,868924800,D,2,2,False,12.0,10.0,2.0,,0.0,6.0,7.0,4.0,5.0,3.0,9.0,1.0,,2.0,,,,,,90.0,32.0,8.0,5.0,0.00350815,,1,,-0.05,0.41,0.25,,,,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.283,0.2034,0.51,,,,,,,,,,,,,,,,,,,
14572811,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185.0,78,M,133168,EUR,703123200,D,3,3,False,5.0,4.0,2.0,1.0,0.0,4.0,4.0,,1.0,,,,,,,,,,,15.0,6.0,6.0,1.0,4.472e-05,,1,,0.01,0.0,-0.18,,,,,,1.0,,,,,1.0,,0.3471,,-0.51,1.0,1.0,,,,,,,,,,,,,,,,,
14572811,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190.0,140,M,793742,EUR,838944000,D,4,4,False,37.0,31.0,8.0,2.0,1.0,22.0,23.0,9.0,14.0,3.0,7.0,2.0,,,,,,,,90.0,50.0,7.1,7.0,0.230739,,0,,0.25,0.11,-0.04,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
14572811,home,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177.0,6702,M,1046722,EUR,957052800,D,5,5,False,16.0,15.0,3.0,3.0,0.0,7.0,7.0,8.0,9.0,1.0,3.0,5.0,,,,,,,,90.0,30.0,6.4,3.0,0.0583357,,0,,0.19,0.01,-0.24,,,,,1.0,2.0,,,1.0,,2.0,,,,,,,3.0,,,,,1.0,2.0,1.0,,,,,,,,,
14572811,home,Go Ahead Eagles,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,21,185.0,202,M,891795,EUR,931046400,M,21,21,False,27.0,21.0,2.0,,0.0,20.0,22.0,1.0,5.0,5.0,3.0,1.0,,1.0,,,,,,90.0,35.0,7.2,6.0,0.0324926,,0,,0.22,0.01,0.36,,,,,1.0,1.0,,,3.0,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
14572811,home,Go Ahead Eagles,Yassir Rahmouni,yassir-rahmouni,Y. Rahmouni,M,34,,133,M,2180363,EUR,1150156800,M,34,34,False,20.0,15.0,3.0,,0.0,10.0,11.0,5.0,9.0,3.0,2.0,3.0,,1.0,,,,,,83.0,34.0,6.9,7.0,0.0119112,,0,,0.06,-0.13,0.4,,Yassir Rahmouni,,,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,
14572811,home,Go Ahead Eagles,Richonell Margaret,richonell-margaret,R. Margaret,F,18,191.0,392,M,973716,EUR,968284800,M,18,18,False,8.0,5.0,2.0,,0.0,1.0,2.0,4.0,6.0,2.0,2.0,4.0,,,,,,,,83.0,22.0,6.3,11.0,0.00418131,,0,,-0.09,0.21,-0.02,,,,,1.0,6.0,,,1.0,,1.0,2.0,,,,,,,,,,1.0,,,,1.0,,4.0,1.0,4.0,,,,
14572811,home,Go Ahead Eagles,Jakob Breum,jakob-breum,J. Breum,M,7,173.0,869,M,1029724,EUR,1069027200,M,7,7,False,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,39.0,10.0,6.7,2.0,0.148883,,2,,0.28,0.01,-0.03,,,,,,2.0,1.0,,1.0,,,,0.1353,0.0854,-0.24,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,
14572811,home,Go Ahead Eagles,Mathis Suray,mathis-suray,M. Suray,M,17,173.0,318,M,909960,EUR,996105600,M,17,17,False,18.0,17.0,1.0,1.0,0.0,11.0,11.0,6.0,7.0,5.0,,2.0,,1.0,,,,,,83.0,31.0,8.0,3.0,0.00966445,,1,,0.17,0.09,0.22,,,,,,5.0,1.0,1.0,4.0,4.0,3.0,1.0,0.0678,0.7153,0.53,,,,,1.0,,2.0,,,,1.0,,,,1.0,,,,
