match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_challengeLost,captain,stat_wonContest,stat_shotOffTarget,stat_ownGoals,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_accurateCross,stat_wonTackle,stat_totalOffside,stat_hitWoodwork,stat_blockedScoringAttempt,stat_goodHighClaim,stat_lastManTackle
10388359,home,RB Leipzig,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1031,M,22209,EUR,652924800,G,13,13,False,63.0,43.0,29.0,10.0,1.0,36.0,39.0,7.0,24.0,1.0,1.0,1.0,13.0,3.0,3.0,90.0,73.0,7.0,21.0,0.0,0.0,0.027769,1.0,0,-0.2493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388359,home,RB Leipzig,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,28.0,15.0,2.0,,,7.0,11.0,8.0,18.0,1.0,4.0,,7.0,,,90.0,56.0,6.7,16.0,0.0,0.0,0.0094704,,0,,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
10388359,home,RB Leipzig,Lukas Klostermann,,,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,46.0,37.0,6.0,1.0,,32.0,36.0,5.0,10.0,1.0,3.0,,10.0,,,90.0,56.0,6.3,9.0,0.0,0.0,0.00255954,,0,,,1.0,2.0,,,4.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10388359,home,RB Leipzig,Willi Orbán,,,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,41.0,34.0,6.0,2.0,,27.0,31.0,7.0,10.0,5.0,6.0,,6.0,,,90.0,60.0,6.9,10.0,0.0321,0.0,0.00592891,,1,,,6.0,11.0,,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,True,1.0,1.0,1.0,3.0,,,,,,,,,,,
10388359,home,RB Leipzig,Marcel Halstenberg,,,marcel-halstenberg,M. Halstenberg,D,,187,311,M,103364,EUR,685929600,D,23,23,False,26.0,19.0,2.0,,,14.0,18.0,5.0,9.0,2.0,4.0,,2.0,,,61.0,41.0,6.6,10.0,0.1044,0.0805,0.0369295,1.0,1,,1.0,,4.0,,1.0,1.0,,1.0,3.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,
10388359,home,RB Leipzig,Konrad Laimer,,,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,M,27,27,False,31.0,21.0,3.0,,,15.0,17.0,6.0,14.0,1.0,4.0,,7.0,,,61.0,47.0,7.3,11.0,0.7729,0.8774,0.00501601,,2,,,,8.0,,2.0,,1.0,1.0,3.0,3.0,1.0,2.0,,2.0,1.0,,,1.0,KonradLaimer,1.0,1.0,,,,,,,
10388359,home,RB Leipzig,Amadou Haidara,,,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,False,20.0,18.0,1.0,1.0,,4.0,5.0,14.0,15.0,2.0,3.0,,4.0,,,45.0,28.0,6.9,2.0,0.0701,0.1852,0.0116707,,1,,,1.0,3.0,,1.0,3.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,amadou_haidara04,,,,,,,,,
10388359,home,RB Leipzig,Dani Olmo,,,dani-olmo,D. Olmo,M,20,179,190811,M,789071,EUR,894499200,M,7,7,False,44.0,36.0,4.0,3.0,1.0,12.0,15.0,24.0,29.0,1.0,5.0,2.0,7.0,,,90.0,53.0,7.6,12.0,0.0,0.0,0.434661,7.0,0,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,3.0,,DaniOlmo,,,,,,,,,
10388359,home,RB Leipzig,Emil Forsberg,,,emil-forsberg,E. Forsberg,M,10,179,2256,M,51785,EUR,688176000,M,10,10,False,23.0,20.0,1.0,,,5.0,5.0,16.0,19.0,1.0,3.0,,3.0,,,68.0,30.0,6.7,5.0,0.0,0.0,0.185919,2.0,0,,1.0,1.0,2.0,,,,1.0,,,1.0,2.0,1.0,,,,,1.0,,,,,1.0,,,,,,
10388359,home,RB Leipzig,Timo Werner,,,timo-werner,T. Werner,F,36,180,18941,M,232306,EUR,826070400,F,11,11,False,9.0,5.0,1.0,1.0,,3.0,4.0,2.0,5.0,1.0,1.0,,,,,61.0,13.0,6.4,5.0,0.175,0.0554,0.160095,,1,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,timowerner,1.0,,,1.0,1.0,,,,
