match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_expectedGoals,stat_totalCross,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAShot,stat_clearanceOffLine,stat_outfielderBlock,stat_penaltyWon
12530743,home,Antalyaspor,Kenan Pirić,kenan-piric,K. Pirić,G,13,193,309,M,840898,EUR,773539200,G,13,13,False,37.0,13.0,34.0,10.0,0.0,3.0,6.0,10.0,31.0,1.0,1.0,1.0,13.0,2.0,3.0,1.0,4.0,90.0,47.0,7.4,25.0,0.00512995,0,0.1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530743,home,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,24.0,19.0,3.0,2.0,0.0,7.0,7.0,12.0,17.0,,1.0,1.0,4.0,,,,,90.0,50.0,6.8,9.0,0.0107461,0,,4.0,1.0,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12530743,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,18.0,10.0,10.0,5.0,0.0,6.0,9.0,4.0,9.0,,1.0,5.0,2.0,,,,,90.0,27.0,6.3,8.0,0.00239229,1,,3.0,,,,,,2.0,True,1.0,1.0,1.0,1.0,1.0,0.014,,,,,,,,,,,,,,,,,
12530743,home,Antalyaspor,Bahadır Öztürk,bahadir-ozturk,B. Öztürk,D,5,185,36,M,790783,EUR,812505600,D,3,3,False,14.0,13.0,2.0,2.0,0.0,10.0,10.0,3.0,4.0,1.0,7.0,1.0,1.0,,,,,57.0,23.0,6.9,2.0,0.00205746,0,,2.0,,,,1.0,2.0,2.0,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,
12530743,home,Antalyaspor,Güray Vural,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,28.0,23.0,7.0,4.0,0.0,16.0,19.0,7.0,10.0,,4.0,4.0,5.0,,,,,90.0,52.0,6.9,10.0,0.00785734,0,,4.0,,1.0,1.0,,2.0,1.0,,2.0,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,
12530743,home,Antalyaspor,Jakub Kałuziński,jakub-kaluzinski,J. Kałuziński,M,18,185,896,M,1019026,EUR,1036022400,M,18,18,False,18.0,13.0,1.0,,1.0,8.0,11.0,7.0,10.0,,3.0,1.0,3.0,,,,,75.0,28.0,6.9,9.0,0.0659233,0,,3.0,,2.0,,1.0,,1.0,,,,2.0,1.0,,,3.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,
12530743,home,Antalyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,5,5,False,18.0,12.0,1.0,1.0,0.0,5.0,8.0,7.0,12.0,,3.0,,4.0,,,,,86.0,32.0,7.3,11.0,0.00873456,2,,5.0,,1.0,2.0,2.0,1.0,2.0,,2.0,,2.0,1.0,,0.7051,2.0,,,,,,,1.0,2.0,1.0,0.5545,,,,,,
12530743,home,Antalyaspor,Braian Samudio,braian-samudio,B. Samudio,F,18,180,162,M,892933,EUR,819676800,M,81,81,False,39.0,28.0,3.0,2.0,1.0,7.0,8.0,21.0,32.0,8.0,9.0,2.0,6.0,,,,,86.0,49.0,8.3,16.0,0.224348,1,,11.0,1.0,1.0,,1.0,,3.0,,4.0,,1.0,,,0.112,1.0,1.0,,,,2.0,,,1.0,1.0,0.6638,1.0,1.0,,,,
12530743,home,Antalyaspor,Ramzi Safuri,ramzi-safuri,R. Safuri,M,8,184,208,M,186949,EUR,814233600,M,8,8,False,32.0,24.0,3.0,1.0,0.0,8.0,11.0,16.0,24.0,2.0,7.0,,6.0,,,,,90.0,50.0,7.1,15.0,0.344517,2,,8.0,2.0,1.0,,,2.0,1.0,,1.0,1.0,2.0,2.0,,0.0374,3.0,1.0,,,,4.0,1.0,,1.0,,0.229,1.0,,,,,
12530743,home,Antalyaspor,Sander van de Streek,sander-van-de-streek,S. v. d. Streek,M,22,180,186,M,220155,EUR,732931200,M,22,22,False,32.0,23.0,8.0,2.0,0.0,9.0,11.0,14.0,22.0,3.0,6.0,,9.0,,,,,90.0,48.0,6.5,16.0,0.125926,2,,10.0,,1.0,1.0,3.0,,4.0,,3.0,2.0,2.0,1.0,,0.3183,1.0,1.0,,,,3.0,1.0,1.0,,,,,,,,,
12530743,home,Antalyaspor,Sam Larsson,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,F,10,10,False,34.0,19.0,2.0,1.0,0.0,7.0,10.0,12.0,24.0,,1.0,,4.0,,,,,90.0,46.0,6.5,21.0,0.200694,1,,6.0,,3.0,2.0,3.0,,,,3.0,,,,,0.1728,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,
12530743,home,Antalyaspor,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184,112,M,863277,EUR,894499200,D,2,2,True,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,,,,,,33.0,10.0,6.5,1.0,0.00037751,0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12530743,home,Antalyaspor,Oleksandr Petrusenko,oleksandr-petrusenko,O. Petrusenko,M,16,181,116,M,906673,EUR,890870400,M,16,16,True,13.0,9.0,,,0.0,3.0,5.0,6.0,8.0,1.0,3.0,1.0,1.0,,,,,15.0,22.0,6.7,5.0,0.0030166,0,,2.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,Oleksandr,Petrusenko,,,,,,,,,,,,,
12530743,home,Antalyaspor,Emrecan Uzunhan,emrecan-uzunhan,E. Uzunhan,D,24,189,228,M,997684,EUR,983145600,D,14,14,True,2.0,2.0,1.0,1.0,0.0,2.0,2.0,,,1.0,1.0,,,,,,,12.0,2.0,6.3,,2.328e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
