match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,player_firstName,player_lastName,stat_interceptionWon,stat_wonTackle,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_totalCross,stat_totalContest,stat_wonContest,stat_goalAssist,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAShot,stat_hitWoodwork
11067295,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,24.0,18.0,8.0,3.0,17.0,19.0,1.0,5.0,1.0,6.0,1.0,4.0,1.0,90.0,32.0,7.6,6.0,0.00116521,0,0.5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067295,home,São Paulo,Rafinha,rafinha,Rafinha,D,13,172,1493,M,12634,EUR,494899200,D,13,13,False,62.0,56.0,8.0,6.0,20.0,21.0,36.0,41.0,1.0,2.0,,,,90.0,76.0,7.4,6.0,0.0336002,0,,True,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067295,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,57.0,50.0,9.0,4.0,34.0,37.0,16.0,20.0,5.0,7.0,,,,90.0,66.0,7.4,7.0,0.00511453,0,,,2.0,3.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11067295,home,São Paulo,Lucas Beraldo,lucas-beraldo,L. Beraldo,D,4,182,17540,M,1108441,EUR,1069632000,D,35,35,False,65.0,58.0,4.0,1.0,45.0,47.0,13.0,18.0,2.0,4.0,,,,90.0,76.0,7.3,8.0,0.0415037,0,,,2.0,5.0,1.0,1.0,2.0,Lucas Beraldo,,1.0,1.0,lberaldo,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11067295,home,São Paulo,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,931591,EUR,894844800,D,38,38,False,55.0,43.0,3.0,,19.0,22.0,24.0,35.0,,1.0,,,,90.0,70.0,6.8,17.0,0.0320842,0,,,,4.0,,2.0,1.0,,,,2.0,,,2.0,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,
11067295,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,52.0,49.0,4.0,4.0,16.0,17.0,34.0,37.0,,6.0,,,,89.0,66.0,7.3,8.0,0.428365,1,,,1.0,2.0,1.0,1.0,,,,4.0,1.0,,1.0,7.0,,1.0,2.0,2.0,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0306,,,,,,,,
11067295,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,54.0,49.0,1.0,1.0,21.0,23.0,28.0,31.0,,6.0,,,,90.0,61.0,7.0,6.0,0.0268631,2,,,3.0,6.0,,,3.0,Pablo Maia,,,,,,3.0,,2.0,,,,,,,,1.0,,,,0.1057,2.0,,,,,,,
11067295,home,São Paulo,Wellington Rato,wellington-rato,W. Rato,M,10,172,1278,M,865356,EUR,708825600,M,27,27,False,24.0,21.0,7.0,6.0,5.0,5.0,18.0,25.0,,1.0,,,,82.0,44.0,7.3,12.0,0.238408,2,,,,1.0,1.0,1.0,,,,,1.0,,,5.0,2.0,2.0,2.0,6.0,2.0,,,2.0,,1.0,,,1.0,0.0479,1.0,1.0,0.0249,,,,,
11067295,home,São Paulo,James Rodríguez,james-rodriguez,J. Rodríguez,M,10,180,62094,M,107414,EUR,679276800,M,19,19,False,30.0,28.0,,,5.0,5.0,23.0,25.0,,6.0,,,,57.0,40.0,7.3,5.0,0.0491054,1,,,,4.0,,1.0,,,,,1.0,James10,,1.0,2.0,1.0,2.0,,3.0,3.0,,,,,,,,0.0874,,1.0,0.2708,,,,,
11067295,home,São Paulo,Rodrigo Nestor,rodrigo-nestor,R. Nestor,M,11,174,2064,M,905461,EUR,965779200,M,11,11,False,28.0,25.0,,,6.0,8.0,19.0,21.0,,5.0,,,,57.0,38.0,6.4,9.0,0.0240916,0,,,,2.0,,1.0,,,,,,,1.0,4.0,2.0,,,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,
11067295,home,São Paulo,David,david,David,M,7,179,2160,M,840291,EUR,813888000,F,22,22,False,11.0,9.0,,,1.0,1.0,8.0,10.0,,2.0,,,,57.0,18.0,6.7,4.0,0.0282123,2,,,1.0,1.0,,,,,,,,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,1.0,3.0,0.1406,,1.0,0.0844,,,,,
