match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,captain,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,player_firstName,player_lastName,stat_totalOffside,player_sofascoreId,stat_goalAssist,stat_goodHighClaim
10433880,home,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192.0,199,M,30143,EUR,587260800,G,1,1,False,51.0,44.0,20.0,13.0,40.0,43.0,4.0,8.0,4.0,1.0,1.0,90.0,55.0,7.2,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433880,home,Başakşehir FK,Junior Caiçara,junior-caicara,J. Caiçara,D,5,173.0,101,M,128440,EUR,609638400,D,80,80,False,38.0,32.0,1.0,,19.0,20.0,14.0,19.0,2.0,,,70.0,51.0,7.0,7.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10433880,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183.0,509,M,839982,EUR,837561600,D,5,5,False,62.0,56.0,3.0,2.0,42.0,44.0,14.0,18.0,7.0,,,90.0,75.0,7.6,7.0,0,,,9.0,,2.0,4.0,1.0,,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
10433880,home,Başakşehir FK,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183.0,1788,M,985934,EUR,909446400,D,55,55,False,61.0,59.0,5.0,4.0,45.0,46.0,14.0,15.0,2.0,,,90.0,73.0,7.1,4.0,0,,,,,1.0,,1.0,,,8.0,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
10433880,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178.0,136,M,248529,EUR,687052800,D,60,60,False,34.0,30.0,,,11.0,12.0,20.0,24.0,3.0,,,90.0,51.0,7.4,7.0,0,2.0,1.0,4.0,,1.0,2.0,,1.0,,1.0,2.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10433880,home,Başakşehir FK,Mahmut Tekdemir,mahmut-tekdemir,M. Tekdemir,D,,178.0,50,M,43666,EUR,569721600,M,21,21,False,43.0,36.0,8.0,6.0,17.0,17.0,19.0,28.0,4.0,,,90.0,62.0,7.4,13.0,1,2.0,,4.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,True,1.0,,,,,,,,,,
10433880,home,Başakşehir FK,Lucas Biglia,lucas-biglia,L. Biglia,M,,178.0,317,,17799,EUR,507427200,M,20,20,False,61.0,53.0,4.0,1.0,33.0,36.0,20.0,25.0,10.0,,,90.0,74.0,6.9,9.0,1,,,4.0,,1.0,2.0,1.0,,,4.0,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,
10433880,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178.0,156,M,806964,EUR,887500800,M,19,19,False,11.0,11.0,1.0,1.0,5.0,5.0,6.0,6.0,,,,70.0,18.0,6.6,4.0,2,,,1.0,,,,2.0,,,,,1.0,,1.0,,,,1.0,,,,2.0,,,,,,,,,,
10433880,home,Başakşehir FK,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176.0,113,M,96520,EUR,684806400,F,7,7,False,19.0,16.0,,,6.0,6.0,10.0,13.0,2.0,,,75.0,32.0,7.2,7.0,2,,,3.0,,,1.0,3.0,,,1.0,1.0,2.0,,3.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,
10433880,home,Başakşehir FK,Stefano Okaka,stefano-okaka,S. Okaka,F,7,186.0,328,M,13148,EUR,618624000,F,77,77,False,12.0,9.0,2.0,1.0,3.0,4.0,6.0,9.0,3.0,,,75.0,25.0,6.7,5.0,0,1.0,,6.0,,,1.0,,,1.0,1.0,1.0,3.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,
