match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,captain,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_wonTackle,stat_goals,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_penaltyConceded,stat_hitWoodwork
10438185,home,Paços de Ferreira,Marafona,marafona,Marafona,G,28,190,49,M,59715,EUR,547430400,G,28,28,False,30.0,18.0,21.0,9.0,15.0,18.0,3.0,12.0,8.0,4.0,6.0,90.0,39.0,7.5,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438185,home,Paços de Ferreira,Juan Delgado,juan-delgado,J. Delgado,D,15,177,146,M,339695,EUR,731289600,D,15,15,False,41.0,34.0,4.0,,16.0,16.0,21.0,33.0,5.0,,,90.0,68.0,6.3,15.0,0,8.0,3.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10438185,home,Paços de Ferreira,Nuno Lima,nuno-lima,N. Lima,D,3,184,122,M,1133301,EUR,984700800,D,3,3,False,50.0,43.0,7.0,2.0,33.0,33.0,10.0,18.0,5.0,,,90.0,63.0,6.9,8.0,0,1.0,,,2.0,1.0,2.0,,,7.0,,,1.0,,1.0,Nuno Lima,,1.0,,,,,,,,,,,,,,,,,,,,
10438185,home,Paços de Ferreira,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,25,25,False,41.0,40.0,2.0,2.0,37.0,38.0,3.0,3.0,5.0,,,90.0,49.0,6.8,1.0,0,,,,1.0,3.0,1.0,,,4.0,1.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10438185,home,Paços de Ferreira,Vitorino Antunes,vitorino-antunes,V. Antunes,D,,175,105,M,28386,EUR,544233600,D,5,5,False,35.0,26.0,7.0,3.0,15.0,18.0,13.0,21.0,3.0,,,90.0,66.0,7.2,16.0,1,4.0,2.0,1.0,,3.0,5.0,,1.0,1.0,1.0,2.0,1.0,,2.0,,,,True,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
10438185,home,Paços de Ferreira,Jordan Holsgrove,jordan-holsgrove,J. Holsgrove,M,10,180,223,M,920684,EUR,936921600,M,6,6,False,45.0,39.0,10.0,6.0,17.0,18.0,22.0,28.0,8.0,,,90.0,57.0,6.2,13.0,1,1.0,,,,8.0,1.0,4.0,2.0,,,,2.0,,1.0,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,
10438185,home,Paços de Ferreira,Rui Pires,rui-pires,R. Pires,M,8,182,65,M,845751,EUR,890524800,M,26,26,False,23.0,21.0,5.0,3.0,11.0,11.0,10.0,12.0,3.0,,,90.0,32.0,6.8,4.0,0,,,,,4.0,4.0,,,1.0,2.0,1.0,4.0,,,,,,,,,,,3.0,2.0,,3.0,,,,,,,,,,,
10438185,home,Paços de Ferreira,Nigel Thomas,nigel-thomas,N. Thomas,F,27,177,76,M,916952,EUR,980985600,M,7,7,False,13.0,11.0,,,2.0,3.0,9.0,14.0,1.0,,,64.0,21.0,7.0,6.0,2,4.0,,1.0,,3.0,1.0,2.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,
10438185,home,Paços de Ferreira,Nicolás Gaitán,nicolas-gaitan,N. Gaitán,M,,173,446,,42455,EUR,572572800,M,10,10,False,27.0,21.0,3.0,2.0,5.0,5.0,16.0,23.0,3.0,,,79.0,37.0,7.5,8.0,2,1.0,,1.0,,2.0,4.0,1.0,,,,3.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,
10438185,home,Paços de Ferreira,Uilton Silva,uilton-silva,U. Silva,F,,175,21,M,943391,EUR,712022400,M,9,9,False,1.0,1.0,,,,,2.0,2.0,,,,5.0,2.0,,,0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,
