match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_hitWoodwork,stat_penaltyWon,stat_bigChanceMissed,stat_accurateCross,stat_onTargetScoringAttempt,stat_lastManTackle,stat_expectedGoalsOnTarget,stat_totalOffside,stat_penaltyMiss,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_goals
14065129,home,Hamburger SV,Daniel Heuer Fernandes,daniel-heuer-fernandes,D. H. Fernandes,G,1,188,402,M,113442,EUR,721612800,G,1,1,False,61.0,55.0,14.0,8.0,0.0,49.0,50.0,6.0,11.0,1.0,6.0,1.0,1.0,1.0,1.0,90.0,65.0,6.8,6.0,0.00887421,-0.0006,0,-0.6725,0.17,0.04,-0.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065129,home,Hamburger SV,Nicolás Capaldo,nicolas-capaldo,N. Capaldo,M,24,178,897,M,973564,EUR,905731200,D,24,24,False,60.0,50.0,5.0,2.0,0.0,29.0,31.0,21.0,29.0,2.0,3.0,,,,,88.0,73.0,6.8,11.0,0.0236285,,0,,0.27,0.15,-0.29,,True,1.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065129,home,Hamburger SV,Luka Vušković,luka-vuskovic,L. Vušković,D,44,193,11576,M,1405212,EUR,1172275200,D,44,44,False,75.0,61.0,7.0,3.0,0.0,41.0,44.0,20.0,31.0,6.0,7.0,,,,,90.0,95.0,7.7,17.0,0.133862,,1,,-0.21,0.12,0.31,,,1.0,4.0,16.0,1.0,,1.0,1.0,,,4.0,lukavuskovic,1.0,10.0,2.0,1.0,1.0,1.0,1.0,0.1314,2.0,0.03,,,,,,,,,,,,,,,,,,,
14065129,home,Hamburger SV,Daniel Elfadli,daniel-elfadli,D. Elfadli,D,8,187,541,M,945532,EUR,860284800,D,8,8,False,54.0,49.0,5.0,3.0,0.0,30.0,32.0,19.0,22.0,,1.0,,,,,88.0,61.0,6.6,6.0,0.00765315,,0,,0.01,0.06,-0.2,,,,3.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14065129,home,Hamburger SV,William Mikelbrencis,william-mikelbrencis,W. Mikelbrencis,D,2,176,203,M,1102528,EUR,1077667200,M,2,2,False,31.0,24.0,3.0,3.0,0.0,9.0,9.0,15.0,22.0,,3.0,,,,,77.0,56.0,6.6,20.0,0.0205596,,1,,-0.04,0.19,-0.07,,,,,,,,,,,1.0,,,7.0,,,,,1.0,,0.0322,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,
14065129,home,Hamburger SV,Albert Sambi Lokonga,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3617,M,901892,EUR,940550400,M,6,6,False,26.0,22.0,2.0,1.0,0.0,6.0,6.0,16.0,20.0,,3.0,,,,,64.0,42.0,7.1,9.0,0.00886108,,3,,-0.1,0.42,-0.05,,,1.0,5.0,6.0,,,2.0,,,1.0,2.0,,,,2.0,3.0,2.0,,,0.2366,1.0,-0.46,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,
14065129,home,Hamburger SV,Nicolai Remberg,nicolai-remberg,N. Remberg,M,21,187,305,M,1064305,EUR,961372800,M,21,21,False,50.0,45.0,6.0,2.0,0.0,29.0,31.0,16.0,19.0,,4.0,,,,,90.0,57.0,6.5,6.0,0.00631088,,3,,0.06,0.08,-0.05,,,,2.0,2.0,,2.0,,,,,1.0,,,1.0,1.0,,,1.0,,0.4738,,-0.39,1.0,,,2.0,,,1.0,,,,,,,,,,,,
14065129,home,Hamburger SV,Miro Muheim,miro-muheim,M. Muheim,D,28,182,740,M,798303,EUR,890697600,M,28,28,False,55.0,43.0,8.0,6.0,0.0,21.0,27.0,22.0,28.0,3.0,5.0,,,,,90.0,94.0,8.0,20.0,0.493395,,4,,0.72,0.24,0.35,,,,2.0,7.0,,1.0,3.0,1.0,1.0,,3.0,,11.0,,,1.0,1.0,,,0.2609,2.0,-0.56,2.0,,,3.0,1.0,,1.0,3.0,1.0,1.0,0.0936,,,,,,,,
14065129,home,Hamburger SV,Rayan Philippe,rayan-philippe,R. Philippe,F,14,177,575,M,991824,EUR,972000000,F,14,14,False,15.0,12.0,1.0,1.0,0.0,3.0,3.0,9.0,12.0,,6.0,,,,,90.0,35.0,6.9,11.0,0.203463,,4,,0.28,-0.07,-0.03,,,3.0,8.0,3.0,1.0,,,,,2.0,1.0,,3.0,1.0,1.0,4.0,1.0,1.0,,0.2947,2.0,0.26,,,,1.0,,,,1.0,2.0,,0.8927,1.0,,,,,,,
14065129,home,Hamburger SV,Ransford Yeboah Königsdörffer,ransford-yeboah-konigsdorffer,R. Y. Königsdörffer,F,11,182,1619,M,1012235,EUR,1000339200,F,11,11,False,15.0,13.0,,,0.0,4.0,4.0,9.0,11.0,,1.0,,,,,64.0,24.0,6.2,3.0,0.00614405,,4,,-0.04,0.21,-0.03,,,1.0,1.0,5.0,,,,,,,2.0,,1.0,2.0,,1.0,1.0,2.0,,0.9035,1.0,-0.95,,,,1.0,,,1.0,,1.0,,0.5956,1.0,1.0,,,,,,
