match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_totalClearance,player_firstName,player_lastName,stat_accurateLongBalls,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_dispossessed,stat_keyPass,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,captain,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAGoal
10913350,home,Al-Ittihad,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400.0,G,34,34,False,6.0,4.0,2.0,4.0,5.0,1.0,4.0,1.0,1.0,55.0,11.0,6.8,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913350,home,Al-Ittihad,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800.0,D,33,33,False,57.0,50.0,1.0,20.0,21.0,40.0,7.0,,,90.0,77.0,7.0,11.0,0,31.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913350,home,Al-Ittihad,Omar Hawsawi,omar-hawsawi,O. Hawsawi,D,,184.0,54,M,350072,EUR,496627200.0,D,5,5,False,38.0,37.0,,24.0,25.0,13.0,3.0,,,90.0,42.0,7.2,1.0,0,13.0,,,,2.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10913350,home,Al-Ittihad,Ahmed Sharahili,ahmed-sharahili,A. Sharahili,D,20,184.0,296,M,794331,EUR,768355200.0,D,20,20,False,53.0,50.0,5.0,31.0,31.0,22.0,8.0,,,90.0,69.0,7.3,6.0,2,19.0,,,3.0,6.0,2.0,1.0,1.0,2.0,1.0,,,1.0,1.0,6.0,,,3.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
10913350,home,Al-Ittihad,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175.0,114,M,893197,EUR,816998400.0,D,95,95,False,44.0,36.0,1.0,15.0,17.0,27.0,4.0,,,90.0,61.0,6.3,11.0,0,21.0,,,7.0,2.0,2.0,,,2.0,,,2.0,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
10913350,home,Al-Ittihad,Bruno Henrique,bruno-henrique,B. Henrique,M,8,180.0,899,M,345113,EUR,624931200.0,M,19,19,False,76.0,72.0,3.0,29.0,29.0,50.0,4.0,,,90.0,86.0,7.0,8.0,1,44.0,3.0,1.0,5.0,3.0,2.0,,,2.0,2.0,1.0,2.0,,,,,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10913350,home,Al-Ittihad,Igor Coronado,igor-coronado,I. Coronado,M,77,170.0,5336,M,152098,EUR,714096000.0,M,10,10,False,84.0,68.0,13.0,34.0,34.0,63.0,12.0,,,89.0,109.0,8.6,24.0,0,41.0,13.0,7.0,3.0,5.0,,,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,,,9.0,,,,,,,3.0,igor_coronado,1.0,,,,,,,,,,,,
10913350,home,Al-Ittihad,Hélder Costa,helder-costa,H. Costa,F,,178.0,550,,138891,EUR,758332800.0,M,17,17,False,25.0,23.0,,8.0,8.0,19.0,2.0,,,90.0,41.0,7.3,8.0,1,16.0,2.0,1.0,9.0,,2.0,1.0,2.0,,,,2.0,3.0,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
10913350,home,Al-Ittihad,Romarinho,romarinho,Romarinho,M,,176.0,1742,M,797619,EUR,660960000.0,M,90,90,False,51.0,43.0,1.0,7.0,8.0,44.0,,,,89.0,65.0,7.3,12.0,1,36.0,1.0,,4.0,3.0,,,1.0,1.0,,,,3.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,2.0,,1.0,,,True,,,,,,,,,
10913350,home,Al-Ittihad,Haroune Camara,haroune-camara,H. Camara,F,70,187.0,2967,M,926730,EUR,883612800.0,M,70,70,False,7.0,6.0,,3.0,3.0,4.0,1.0,,,55.0,17.0,6.3,5.0,0,3.0,,,4.0,3.0,3.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,
10913350,home,Al-Ittihad,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,9,182.0,11081,M,826961,EUR,661392000.0,F,9,9,False,21.0,19.0,,1.0,1.0,20.0,3.0,,,89.0,33.0,6.8,5.0,5,18.0,,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,3.0,,1.0,abderrazak_hamdallah,,1.0,1.0,,2.0,1.0,,,,,,,
10913350,home,Al-Ittihad,Abdullah Al-Jadani,abdullah-al-jadani,A. Al-Jadani,G,30,183.0,41,M,818618,EUR,686707200.0,G,21,21,True,9.0,5.0,6.0,3.0,3.0,6.0,1.0,,2.0,35.0,13.0,7.0,4.0,0,2.0,,,,1.0,,,,,,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
10913350,home,Al-Ittihad,Marwan Alsahafi,alsahafi-marwan,M. Alsahafi,F,9,179.0,1132,M,1474689,EUR,1076976000.0,M,36,36,True,15.0,10.0,1.0,2.0,3.0,12.0,,,,35.0,24.0,6.6,9.0,0,8.0,,,3.0,2.0,,,,,,,1.0,3.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,
10913350,home,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173.0,417,M,894437,EUR,921196800.0,D,13,13,True,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913350,home,Al-Ittihad,Tarek Hamed,hamed-tarek,T. Hamed,M,8,165.0,561,M,560168,EUR,593654400.0,M,3,3,True,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
