match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_errorLeadToAGoal,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_errorLeadToAShot,stat_outfielderBlock,stat_penaltyConceded,stat_penaltyFaced
12514185,home,Rio Ave,Cezary Miszta,,,cezary-miszta,C. Miszta,G,1,192,662,M,938292,EUR,1004400000,G,1,1,False,18.0,15.0,7.0,5.0,0.0,13.0,14.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,90.0,22.0,6.7,3.0,0.00042366,0,-0.4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514185,home,Rio Ave,Marios Vrousai,,,marios-vrousai,M. Vrousai,D,17,183,243,M,848521,EUR,899337600,D,17,17,False,39.0,29.0,5.0,3.0,0.0,16.0,17.0,13.0,24.0,5.0,,,,,,90.0,63.0,7.1,15.0,0.0272654,2,,2.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,0.1486,2.0,,,,,,,,,,,,,,,,,,
12514185,home,Rio Ave,Patrick William,,,patrick-william,P. William,D,,186,83,M,921624,EUR,865296000,D,4,4,False,50.0,44.0,11.0,7.0,0.0,31.0,32.0,13.0,18.0,4.0,,,,,,90.0,65.0,6.7,8.0,0.00975511,0,,,1.0,1.0,1.0,3.0,,,,,,7.0,2.0,2.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12514185,home,Rio Ave,Aderllan Santos,,,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,52.0,47.0,7.0,5.0,0.0,40.0,41.0,7.0,11.0,2.0,,,,,,90.0,68.0,7.3,5.0,0.00732951,3,,,,3.0,2.0,6.0,1.0,,,,2.0,9.0,1.0,2.0,1.0,0.2872,,,,True,1.0,1.0,1.0,,,,,,,,,,,,
12514185,home,Rio Ave,Omar Richards,,,omar-richards,O. Richards,D,77,174,528,M,892483,EUR,887500800,D,98,98,False,64.0,51.0,8.0,2.0,0.0,30.0,37.0,22.0,29.0,5.0,,,,,,90.0,85.0,6.7,18.0,0.130607,0,,2.0,1.0,,5.0,5.0,2.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,3.0,1.0,1.0,,,,,,,,,,,
12514185,home,Rio Ave,Brandon Aguilera,,,brandon-aguilera,B. Aguilera,M,10,180,927,M,1020203,EUR,1056758400,M,16,16,False,26.0,18.0,2.0,1.0,0.0,5.0,9.0,13.0,25.0,5.0,,,,,,89.0,51.0,6.4,25.0,0.0259579,3,,8.0,1.0,1.0,12.0,5.0,4.0,3.0,3.0,,2.0,,,1.0,1.0,0.0932,,,1.0,,1.0,3.0,2.0,,,,,,,,,,,,
12514185,home,Rio Ave,Demir Ege Tıknaz,,,demir-ege-tiknaz,D. E. Tıknaz,M,34,194,2293,M,1142613,EUR,1092700800,M,34,34,False,43.0,32.0,9.0,5.0,0.0,18.0,19.0,14.0,24.0,3.0,,,,,,90.0,65.0,7.2,13.0,0.0551916,0,,,1.0,2.0,4.0,10.0,,1.0,4.0,3.0,,5.0,1.0,4.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
12514185,home,Rio Ave,Ole Pohlmann,,,ole-pohlmann,O. Pohlmann,M,80,184,239,M,930273,EUR,986428800,M,80,80,False,22.0,16.0,2.0,1.0,0.0,7.0,8.0,11.0,16.0,8.0,,,,,,78.0,38.0,7.0,7.0,0.23917,3,,2.0,,,1.0,4.0,,1.0,2.0,2.0,1.0,,,,,0.1176,2.0,,,,1.0,2.0,,2.0,1.0,0.0366,,,,,,,,,
12514185,home,Rio Ave,João Novais,,,joao-novais,J. Novais,M,7,183,160,M,233370,EUR,742262400,M,6,6,False,21.0,17.0,2.0,1.0,0.0,10.0,10.0,8.0,15.0,3.0,,,,,,62.0,32.0,6.9,9.0,0.135488,2,,4.0,,,3.0,,,1.0,1.0,,,,,,,0.0553,1.0,,,,1.0,,1.0,1.0,1.0,0.0501,1.0,,,,,,,,
12514185,home,Rio Ave,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,19,19,False,26.0,22.0,2.0,2.0,0.0,6.0,7.0,17.0,20.0,2.0,,,,,,89.0,32.0,7.0,5.0,0.154478,0,,1.0,,,2.0,2.0,1.0,,1.0,,,1.0,,2.0,2.0,,3.0,,,,,,,1.0,,,,,,,,,,,
12514185,home,Rio Ave,Clayton,,,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,9,9,False,10.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,8.0,3.0,,,,,,78.0,27.0,8.7,8.0,0.0121527,6,,1.0,3.0,2.0,7.0,5.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.3006,2.0,,3.0,,1.0,1.0,3.0,,5.0,2.687,,1.0,2.0,2.0,,,,,
