match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_fouls,player_sofascoreId,stat_wonContest,stat_outfielderBlock,stat_lastManTackle,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
10385686,home,Crystal Palace,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,23.0,17.0,8.0,3.0,15.0,17.0,2.0,6.0,1.0,1.0,12.0,3.0,2.0,3.0,90.0,40.0,6.8,7.0,0.0,0.0,0.00013118,0,1.0587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385686,home,Crystal Palace,Joel Ward,joel-ward,J. Ward,D,25,188,258,M,39183,EUR,625622400,D,2,2,False,41.0,31.0,5.0,2.0,21.0,25.0,10.0,17.0,2.0,3.0,4.0,,,,90.0,57.0,6.7,13.0,0.0,0.0,0.00991283,0,,,,True,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385686,home,Crystal Palace,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,16,16,False,43.0,31.0,17.0,7.0,19.0,22.0,12.0,21.0,2.0,4.0,4.0,,,,90.0,60.0,6.6,13.0,0.2208,0.2437,0.00829246,2,,,,,,1.0,5.0,,6.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10385686,home,Crystal Palace,Marc Guéhi,marc-guehi,M. Guéhi,D,15,182,22326,M,877994,EUR,963446400,D,6,6,False,61.0,52.0,12.0,6.0,48.0,52.0,4.0,9.0,2.0,7.0,3.0,,,,90.0,75.0,7.3,9.0,0.0,0.0,0.00092986,0,,,,,,,1.0,,4.0,,2.0,1.0,,1.0,,,,2.0,1.0,MarcGuehi13,1.0,1.0,1.0,,,,,,,,,,,
10385686,home,Crystal Palace,Jeffrey Schlupp,jeffrey-schlupp,J. Schlupp,D,27,178,764,M,148710,EUR,725068800,D,15,15,False,52.0,35.0,7.0,2.0,24.0,34.0,11.0,20.0,3.0,7.0,7.0,,,,90.0,83.0,7.1,24.0,0.0,0.0,0.00417853,0,,,,,2.0,,5.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,,,,,3.0,,1.0,2.0,,,,,,,,,,,,
10385686,home,Crystal Palace,Michael Olise,michael-olise,M. Olise,M,17,185,76795,M,978838,EUR,1008115200,M,7,7,False,25.0,19.0,2.0,1.0,12.0,14.0,10.0,17.0,,7.0,7.0,,,,85.0,55.0,7.3,16.0,0.0507,0.0528,0.334148,1,,,,,6.0,1.0,9.0,,1.0,,3.0,,4.0,6.0,,,1.0,2.0,,MOlise,2.0,,,1.0,3.0,1.0,3.0,3.0,,,,,,
10385686,home,Crystal Palace,Cheick Doucouré,cheick-doucoure,C. Doucouré,M,28,181,1463,M,906047,EUR,947289600,M,28,28,False,37.0,29.0,3.0,3.0,18.0,23.0,11.0,14.0,2.0,4.0,9.0,,,,64.0,52.0,6.6,13.0,0.0,0.0,0.0145327,0,,,,,,,6.0,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,2.0,,,,,,,,2.0,1.0,,,,,,
10385686,home,Crystal Palace,Eberechi Eze,eberechi-eze,E. Eze,F,10,178,55840,M,864921,EUR,899078400,M,10,10,False,52.0,41.0,3.0,2.0,21.0,23.0,21.0,32.0,,9.0,14.0,,,,90.0,75.0,8.0,18.0,0.1854,0.7961,0.224074,3,,,,,3.0,3.0,5.0,,,1.0,1.0,,1.0,3.0,,1.0,1.0,6.0,,eze,2.0,,,,1.0,1.0,3.0,2.0,1.0,1.0,,,,
10385686,home,Crystal Palace,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,103045,EUR,684547200,F,9,9,False,23.0,21.0,,,14.0,14.0,7.0,10.0,1.0,8.0,3.0,,,,65.0,41.0,6.8,9.0,0.1342,0.0,0.00663835,1,,,,,1.0,,6.0,2.0,1.0,,,,,2.0,,,,7.0,2.0,jordanayew9,,,,,,,2.0,2.0,1.0,,,,,
10385686,home,Crystal Palace,Odsonne Édouard,odsonne-edouard,O. Édouard,F,11,187,6612,M,795228,EUR,884908800,F,22,22,False,20.0,17.0,,,8.0,10.0,9.0,10.0,1.0,2.0,2.0,,,,86.0,36.0,7.3,12.0,0.2757,0.356,0.0466498,2,,,,,,5.0,8.0,2.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,7.0,1.0,,1.0,1.0,,,
