match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_dispossessed,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceCreated,stat_penaltyConceded,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_goalAssist,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_lastManTackle,stat_errorLeadToAShot,stat_penaltyWon
10388239,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,True,30.0,24.0,15.0,9.0,18.0,19.0,6.0,11.0,1.0,11.0,1.0,1.0,1.0,90.0,40.0,6.5,6.0,0.0,0.0,0.0115684,0,0.1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388239,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,False,,41.0,34.0,1.0,,22.0,27.0,14.0,16.0,2.0,2.0,,,,81.0,60.0,6.9,7.0,0.264,0.7692,0.091342,1,,,,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10388239,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,,80.0,66.0,6.0,3.0,54.0,61.0,12.0,19.0,3.0,7.0,,,,90.0,90.0,7.0,15.0,0.0,0.0,0.00361721,0,,,,,,2.0,4.0,7.0,,,,,1.0,1.0,,,6.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
10388239,home,VfL Wolfsburg,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12555,M,998247,EUR,987638400,D,5,5,False,,60.0,51.0,5.0,1.0,34.0,38.0,17.0,22.0,3.0,4.0,,,,90.0,67.0,6.4,11.0,0.0,0.0,0.0122218,0,,,,,,,1.0,2.0,,,,,,,,,2.0,1.0,1.0,,mickyvdven,1.0,,,,,,,,,,,,,,,
10388239,home,VfL Wolfsburg,Paulo Otávio,paulo-otavio,P. Otávio,D,6,173,323,M,552180,EUR,785548800,D,6,6,False,,26.0,19.0,3.0,,13.0,16.0,6.0,12.0,1.0,3.0,,,,81.0,45.0,6.7,13.0,0.092,0.0,0.00221077,2,,,,2.0,,1.0,4.0,4.0,,,,,3.0,3.0,,,1.0,,2.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,
10388239,home,VfL Wolfsburg,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,907463,EUR,971136000,M,22,22,False,,55.0,41.0,9.0,4.0,24.0,29.0,17.0,26.0,1.0,5.0,,,,90.0,67.0,7.3,14.0,0.0,0.0,0.0226213,0,,,,,,,,8.0,,,,,,,2.0,1.0,6.0,4.0,,,,,,,,1.0,,,,,,,,,,,
10388239,home,VfL Wolfsburg,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,210,M,45686,EUR,653702400,M,29,29,False,,81.0,66.0,6.0,4.0,38.0,46.0,28.0,36.0,2.0,4.0,,,,90.0,94.0,6.8,18.0,0.0,0.0,0.0206836,0,,,,1.0,,2.0,6.0,12.0,,,,,3.0,2.0,1.0,,8.0,3.0,1.0,3.0,,1.0,1.0,,,,1.0,,,,,,,,,,
10388239,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,False,,21.0,16.0,4.0,1.0,8.0,9.0,9.0,15.0,2.0,1.0,,,,81.0,35.0,6.7,9.0,0.0,0.0,0.0476978,0,,,,3.0,1.0,2.0,4.0,5.0,2.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
10388239,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,F,32,32,False,,21.0,15.0,,,5.0,7.0,12.0,18.0,,3.0,,,,82.0,35.0,6.8,12.0,0.1105,0.0,0.615817,3,,,,4.0,2.0,4.0,5.0,3.0,1.0,,,,,,2.0,,1.0,1.0,3.0,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,
10388239,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2374,M,826069,EUR,918345600,F,23,23,False,,19.0,11.0,,,4.0,5.0,7.0,14.0,,3.0,,,,63.0,33.0,6.7,12.0,0.2223,0.1252,0.0305612,3,,,,,,1.0,4.0,5.0,2.0,,,1.0,1.0,,2.0,,2.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,
