match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wonContest,stat_dispossessed,stat_blockedScoringAttempt,stat_challengeLost,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_lastManTackle,stat_penaltyConceded
12513663,home,Rio Ave,Cezary Miszta,,,cezary-miszta,C. Miszta,G,1,192,662,M,938292,EUR,1004400000,G,1,1,False,23.0,9.0,18.0,4.0,0.0,5.0,6.0,4.0,17.0,3.0,7.0,2.0,3.0,1.0,1.0,1.0,90.0,35.0,7.2,14.0,0.00069026,0,0.2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513663,home,Rio Ave,Marios Vrousai,,,marios-vrousai,M. Vrousai,D,17,183,243,M,848521,EUR,899337600,D,17,17,False,28.0,17.0,7.0,3.0,0.0,4.0,7.0,15.0,23.0,5.0,6.0,,,,,,90.0,59.0,7.6,16.0,0.368753,2,,True,2.0,2.0,4.0,1.0,10.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.102,0.0701,4.0,,,,,,,,,,,,,
12513663,home,Rio Ave,Andreas Ndoj,,,andreas-ndoj,A. Ndoj,D,5,190,426,M,1005992,EUR,1044144000,D,3,3,False,19.0,19.0,3.0,3.0,0.0,11.0,11.0,8.0,8.0,18.0,3.0,,,,,,90.0,50.0,8.2,3.0,0.0153988,0,,,,,4.0,3.0,5.0,5.0,,,,,3.0,2.0,2.0,,1.0,,,,3.0,2.0,,,,,,,,,,,
12513663,home,Rio Ave,Jonathan Panzo,,,jonathan-panzo,J. Panzo,D,37,186,230,M,867438,EUR,971568000,D,2,2,False,27.0,26.0,2.0,2.0,0.0,18.0,18.0,8.0,9.0,7.0,2.0,,,,,,90.0,41.0,7.3,1.0,0.00212531,1,,,,,3.0,1.0,3.0,3.0,1.0,,1.0,,2.0,1.0,1.0,,,0.0625,,,,,1.0,,,,,,,,,,
12513663,home,Rio Ave,Omar Richards,,,omar-richards,O. Richards,D,77,174,528,M,892483,EUR,887500800,D,98,98,False,28.0,24.0,4.0,2.0,0.0,11.0,11.0,13.0,18.0,2.0,3.0,,,,,,90.0,44.0,7.7,5.0,0.00595038,0,,,1.0,,1.0,,2.0,7.0,,,,,,4.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,
12513663,home,Rio Ave,Theofanis Bakoulas,Theofanis Bakoulas,,theofanis-bakoulas,T. Bakoulas,M,29,175,462,M,1562121,EUR,1104796800,M,29,29,False,23.0,19.0,1.0,1.0,0.0,10.0,12.0,9.0,11.0,1.0,3.0,,,,,,59.0,36.0,6.8,9.0,0.00474587,1,,,,,,2.0,3.0,5.0,2.0,,,,1.0,2.0,2.0,,1.0,0.0262,,1.0,,3.0,1.0,1.0,1.0,,,,,,,,
12513663,home,Rio Ave,Demir Ege Tıknaz,,,demir-ege-tiknaz,D. E. Tıknaz,M,34,194,2293,M,1142613,EUR,1092700800,M,34,34,False,38.0,30.0,4.0,4.0,0.0,9.0,10.0,22.0,29.0,,7.0,,,,,,90.0,48.0,6.9,12.0,0.0672761,0,,,1.0,1.0,2.0,1.0,5.0,3.0,,,,,1.0,,,2.0,1.0,,,1.0,,2.0,,1.0,,1.0,,,,,,,
12513663,home,Rio Ave,André Luiz,André Luiz,,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,M,7,7,False,8.0,5.0,1.0,,0.0,,1.0,5.0,7.0,,2.0,,,,,,89.0,26.0,7.1,10.0,0.0123144,3,,,,,2.0,,6.0,6.0,3.0,,2.0,1.0,,3.0,3.0,,2.0,0.1654,0.1186,,,4.0,3.0,3.0,,,1.0,,,,,,
12513663,home,Rio Ave,Ole Pohlmann,,,ole-pohlmann,O. Pohlmann,M,80,184,239,M,930273,EUR,986428800,M,80,80,False,14.0,11.0,,,0.0,4.0,4.0,9.0,17.0,,,,,,,,59.0,36.0,6.6,14.0,0.063177,1,,,7.0,2.0,1.0,,10.0,5.0,3.0,,,,,2.0,2.0,2.0,2.0,0.1646,,1.0,,1.0,1.0,3.0,1.0,2.0,,,,,,,
12513663,home,Rio Ave,Tiago Morais,,,tiago-morais,T. Morais,F,21,168,233,M,1067284,EUR,1062547200,M,11,11,False,18.0,13.0,4.0,2.0,0.0,4.0,5.0,10.0,16.0,1.0,6.0,,,,,,76.0,39.0,6.8,14.0,0.0438691,5,,,3.0,1.0,,,6.0,4.0,5.0,,2.0,1.0,,,,2.0,1.0,0.1642,0.0682,,,1.0,2.0,2.0,2.0,,,,,,,,
