match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_blockedScoringAttempt,stat_shotOffTarget,stat_errorLeadToAShot,stat_keyPass,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_outfielderBlock
14025023,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,27.0,22.0,12.0,7.0,0.0,17.0,17.0,5.0,10.0,1.0,4.0,1.0,90.0,31.0,6.8,5.0,0.00222031,0,0.05,0.02,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025023,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,False,52.0,41.0,5.0,1.0,0.0,19.0,24.0,22.0,28.0,1.0,3.0,,77.0,74.0,7.7,18.0,0.0621679,1,-0.03,0.14,-0.08,3.0,1.0,1.0,5.0,6.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.6239,0.7745,0.49,,,,,,,,,,,,,,,,,,,,,
14025023,home,Chelsea,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186,14604,M,wesley_fofana3,923894,EUR,977011200,D,29,29,False,86.0,79.0,3.0,2.0,0.0,45.0,47.0,34.0,39.0,4.0,4.0,,90.0,96.0,7.3,7.0,0.0184221,1,0.17,0.21,0.21,,,2.0,4.0,7.0,,,,,,,2.0,1.0,1.0,,1.0,2.0,0.1307,,-0.44,,,5.0,1.0,,,,,,,,,,,,,,,,,
14025023,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,23,23,False,78.0,76.0,5.0,3.0,0.0,42.0,42.0,34.0,36.0,4.0,4.0,,90.0,89.0,7.0,4.0,0.014344,0,0.18,0.1,0.28,,,1.0,3.0,1.0,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
14025023,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,84.0,77.0,3.0,1.0,0.0,33.0,34.0,44.0,50.0,3.0,2.0,,90.0,100.0,7.0,8.0,0.053435,2,0.26,0.21,-0.03,,,2.0,2.0,2.0,,,,,,,2.0,1.0,1.0,1.0,1.0,,0.0546,,-0.11,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14025023,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,61.0,53.0,3.0,2.0,0.0,18.0,21.0,35.0,40.0,,5.0,,90.0,72.0,7.2,9.0,0.0435372,0,0.31,0.14,0.21,,,,6.0,6.0,1.0,,2.0,1.0,,,1.0,3.0,3.0,,1.0,4.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
14025023,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,63.0,61.0,4.0,4.0,0.0,16.0,16.0,45.0,47.0,,8.0,,83.0,77.0,7.8,9.0,0.524139,5,0.72,0.32,0.13,6.0,,,2.0,,,1.0,,,2.0,,,,,,,1.0,0.234,0.484,-0.52,,,,1.0,2.0,,2.0,True,1.0,,,,,,,,,,,,
14025023,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,37.0,32.0,4.0,4.0,0.0,8.0,9.0,24.0,28.0,,4.0,,77.0,57.0,8.4,15.0,0.465083,1,0.43,0.21,-0.04,7.0,1.0,,3.0,7.0,1.0,,5.0,3.0,1.0,1.0,,1.0,1.0,2.0,3.0,,0.6595,0.5188,0.48,,,,,,,2.0,,,,,,,,,,,,,,
14025023,home,Chelsea,João Pedro,joao-pedro,J. Pedro,F,20,182,97251,M,joaopedro,975079,EUR,1001462400,M,20,20,False,34.0,26.0,1.0,,0.0,4.0,5.0,22.0,29.0,1.0,4.0,,83.0,46.0,7.1,11.0,0.102667,3,-0.6,0.02,0.14,,,1.0,4.0,3.0,,,1.0,,2.0,1.0,,1.0,1.0,2.0,2.0,2.0,0.4075,0.6319,0.52,,,,,1.0,,2.0,,,,,,,,,,,,,,
14025023,home,Chelsea,Alejandro Garnacho,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,M,49,49,False,38.0,35.0,1.0,1.0,2.0,6.0,6.0,29.0,32.0,,1.0,,90.0,57.0,9.2,14.0,0.998744,3,1.0,0.41,-0.02,9.0,2.0,2.0,3.0,3.0,,,2.0,1.0,1.0,,,1.0,,3.0,1.0,,0.5386,0.7181,-0.57,,,,2.0,,,3.0,,2.0,1.0,,,,,,,,,,,
14025023,home,Chelsea,Liam Delap,liam-delap,L. Delap,F,9,186,24878,M,,997087,EUR,1044662400,F,9,9,False,7.0,6.0,,,0.0,,,6.0,7.0,1.0,,,64.0,15.0,6.5,3.0,0.00645411,2,-0.07,0.0,0.18,,,,1.0,2.0,,1.0,,,1.0,,,,,1.0,2.0,,0.1057,0.063,-0.33,,,,1.0,,,,,,,,,,,,,,,,,
14025023,home,Chelsea,Estêvão,estevao,Estêvão,M,41,176,195379,M,Estêvão,1597265,EUR,1177372800,F,41,41,True,17.0,14.0,,,0.0,5.0,5.0,9.0,12.0,,2.0,,26.0,20.0,7.3,5.0,0.445403,0,0.54,0.23,-0.01,,,,1.0,1.0,,,2.0,1.0,,,,,,1.0,,,,,,Estêvão,,,,,,2.0,,1.0,,,,,,,,,,,,
14025023,home,Chelsea,Reece James,reece-james,R. James,D,24,180,49594,M,ReeceJ,885908,EUR,944611200,D,24,24,True,16.0,11.0,3.0,,0.0,5.0,6.0,6.0,10.0,,1.0,,13.0,19.0,6.7,6.0,0.00779376,0,0.0,0.02,-0.01,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14025023,home,Chelsea,Marc Guiu,guiu-marc,M. Guiu,F,38,187,28475,M,marcguiu9,1414933,EUR,1136332800,F,38,38,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,13.0,3.0,6.2,,0.00168972,2,-0.04,,0.0,,,,,,,,,,,,,,,,,,0.5777,,-0.69,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,
14025023,home,Chelsea,Andrey Santos,santos-andrey,A. Santos,M,17,180,27949,M,andreysantos_5,1105779,EUR,1083542400,M,17,17,True,2.0,1.0,,,0.0,1.0,2.0,,,,,,12.0,3.0,6.6,1.0,5.133e-05,0,0.0,,0.14,,,,,,,,,,,,,,,,,,,,,Andrey Santos,,,,,,,,,,,,,,,,,,,,
14025023,home,Chelsea,Jamie Gittens,jamie-bynoe-gittens,J. Gittens,M,11,178,23991,M,jbgittens,1140599,EUR,1091923200,F,11,11,True,11.0,8.0,,,0.0,1.0,1.0,7.0,10.0,,,,12.0,13.0,6.5,3.0,0.0172191,0,0.16,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
14025023,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025023,home,Chelsea,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
