match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_wasFouled,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_goals
12421183,home,RSC Anderlecht,Colin Coosemans,,,colin-coosemans,C. Coosemans,G,26,185.0,265,M,122399,EUR,712800000,G,26,26,False,True,37.0,29.0,12.0,4.0,0.0,26.0,28.0,3.0,9.0,2.0,6.0,1.0,2.0,2.0,90.0,44.0,6.4,8.0,0.00414182,0,-1.3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421183,home,RSC Anderlecht,Jan-Carlo Simić,Jan-Carlo Simić,,jan-carlo-simic,J. Simić,D,4,185.0,1987,M,1214992,EUR,1114992000,D,4,4,False,,39.0,32.0,6.0,2.0,0.0,20.0,22.0,12.0,17.0,5.0,3.0,,,,90.0,50.0,6.4,8.0,0.0109791,0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12421183,home,RSC Anderlecht,Leander Dendoncker,,,leander-dendoncker,L. Dendoncker,M,20,188.0,1662,M,190405,EUR,797904000,D,32,32,False,,66.0,59.0,6.0,3.0,0.0,45.0,48.0,14.0,18.0,4.0,6.0,,,,90.0,78.0,6.6,7.0,0.00570807,1,,2.0,4.0,5.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0611,,,,,,,,,,,,,,,,
12421183,home,RSC Anderlecht,Amando Lapage,,,amando-lapage,A. Lapage,D,4,187.0,181,M,1396102,EUR,1099872000,D,73,73,False,,68.0,58.0,6.0,1.0,0.0,40.0,44.0,18.0,24.0,3.0,3.0,,,,90.0,80.0,6.5,10.0,0.00882138,0,,1.0,1.0,4.0,1.0,,1.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
12421183,home,RSC Anderlecht,Killian Sardella,,,killian-sardella,K. Sardella,D,54,177.0,482,M,909964,EUR,1020297600,M,54,54,False,,46.0,35.0,4.0,1.0,0.0,15.0,20.0,21.0,32.0,3.0,5.0,,,,90.0,70.0,6.6,23.0,0.0621452,0,,1.0,4.0,3.0,1.0,2.0,,1.0,,2.0,1.0,,,1.0,1.0,1.0,,6.0,1.0,2.0,1.0,,,,,,,,,,,,
12421183,home,RSC Anderlecht,Mats Rits,,,mats-rits,M. Rits,M,23,180.0,216,M,70961,EUR,742953600,M,23,23,False,,21.0,17.0,4.0,2.0,0.0,7.0,7.0,10.0,15.0,1.0,5.0,,,,80.0,30.0,7.3,5.0,0.176698,1,,1.0,4.0,3.0,1.0,,4.0,,,,,,1.0,1.0,2.0,1.0,0.1,1.0,,,2.0,2.0,,,,,,,,,,,
12421183,home,RSC Anderlecht,Theo Leoni,,,theo-leoni,T. Leoni,M,6,174.0,569,M,867251,EUR,956275200,M,17,17,False,,40.0,35.0,2.0,1.0,0.0,12.0,13.0,23.0,27.0,,9.0,,,,80.0,47.0,7.1,6.0,0.0438658,0,,,2.0,2.0,2.0,1.0,,,2.0,1.0,1.0,,,,1.0,,,,,,3.0,1.0,,,,,,,,,,,
12421183,home,RSC Anderlecht,Ali Maamar,,,ali-maamar,A. Maamar,M,79,182.0,2960,M,1440668,EUR,1111536000,M,79,79,False,,28.0,22.0,1.0,,0.0,10.0,12.0,12.0,18.0,,5.0,,,,90.0,40.0,6.2,13.0,0.00795447,0,,,5.0,1.0,,1.0,,3.0,,2.0,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,
12421183,home,RSC Anderlecht,Anders Dreyer,,,anders-dreyer,A. Dreyer,F,10,174.0,2337,M,809280,EUR,894067200,F,36,36,False,,21.0,19.0,,,0.0,7.0,8.0,13.0,17.0,,3.0,,,,68.0,29.0,6.4,6.0,0.0861489,2,,,2.0,1.0,,,1.0,,,,,2.0,1.0,,,,0.5114,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2546,,,,,,,
12421183,home,RSC Anderlecht,Kasper Dolberg,,,kasper-dolberg,K. Dolberg,F,9,187.0,4191,M,795761,EUR,876096000,F,12,12,False,,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,,,,45.0,9.0,6.2,2.0,0.00356046,2,,,2.0,,,1.0,,,1.0,1.0,,1.0,,,,,0.3332,,,,1.0,,1.0,,,,KDolberg,1.0,,,,,
12421183,home,RSC Anderlecht,Francis Amuzu,,,amuzu-francis,F. Amuzu,M,9,170.0,1932,M,901889,EUR,935366400,F,7,7,False,,6.0,6.0,,,0.0,3.0,3.0,4.0,6.0,,,,,,45.0,16.0,6.9,3.0,0.0033799,1,,,2.0,3.0,,1.0,,2.0,,,,,,,2.0,2.0,0.0131,3.0,1.0,,,,1.0,1.0,1.0,0.0117,,,,,,,
12421183,home,RSC Anderlecht,Samuel Edozie,Samuel Edozie,,samuel-edozie,S. Edozie,M,23,181.0,774,M,1065214,EUR,1043712000,M,27,27,True,,13.0,12.0,,,0.0,4.0,4.0,8.0,10.0,1.0,2.0,,,,45.0,27.0,6.6,8.0,0.0158793,0,,,4.0,4.0,1.0,1.0,,,,5.0,2.0,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,
12421183,home,RSC Anderlecht,Luis Vázquez,,,luis-vazquez,L. Vázquez,F,19,191.0,1685,M,974713,EUR,988070400,F,20,20,True,,6.0,4.0,,,0.0,2.0,2.0,2.0,5.0,1.0,2.0,,,,45.0,17.0,6.7,5.0,0.00227289,2,,2.0,,5.0,,2.0,,,,1.0,1.0,1.0,,,2.0,1.0,0.2208,1.0,,,,,1.0,,,0.2748,,1.0,,,,,
12421183,home,RSC Anderlecht,Thorgan Hazard,,,thorgan-hazard,T. Hazard,F,11,174.0,3646,M,94286,EUR,733363200,M,11,11,True,,10.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,8.0,,,,,,22.0,14.0,6.7,3.0,0.10283,0,,,1.0,2.0,,1.0,,,1.0,2.0,2.0,,,,,,,1.0,,,1.0,,,,1.0,,THazard,,,,,,
12421183,home,RSC Anderlecht,Tristan Degreef,,,degreef-tristan,T. Degreef,M,83,177.0,393,M,1436187,EUR,1106092800,M,83,83,True,,2.0,2.0,,,0.0,,,2.0,2.0,,1.0,,,,10.0,5.0,6.7,,0.00574296,0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,
