match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_challengeLost,stat_hitWoodwork,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceMissed,player_firstName,player_lastName,stat_outfielderBlock,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
13981436,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,22.0,22.0,1.0,1.0,0.0,22.0,22.0,4.0,1.0,1.0,1.0,90.0,27.0,6.8,1.0,0.00012543,-0.0001,0,0.0126,-0.03,0.0,0.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981436,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,67.0,56.0,3.0,3.0,0.0,17.0,17.0,2.0,,,,90.0,85.0,6.7,14.0,0.0283482,,0,,0.0,0.12,0.15,,dilorenzo22,True,39.0,50.0,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981436,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,121.0,114.0,1.0,1.0,0.0,47.0,51.0,1.0,,,,90.0,135.0,7.6,10.0,0.04947,,1,,0.44,0.24,0.17,,,,67.0,70.0,1.0,2.0,6.0,,3.0,2.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0314,1.0,0.03,,,,,,,,,,,,,,,,,,
13981436,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,False,83.0,83.0,1.0,1.0,0.0,41.0,41.0,1.0,,,,69.0,88.0,7.0,1.0,0.0256111,,1,,0.26,0.25,0.19,,,,42.0,42.0,,1.0,4.0,,,1.0,2.0,3.0,,1.0,1.0,,,3.0,0.0348,1.0,-0.46,,,,,,,,,,,,,,,,,,
13981436,home,Napoli,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,37,185,3729,M,148899,EUR,733017600,D,37,37,False,37.0,33.0,4.0,2.0,0.0,10.0,10.0,5.0,,,,80.0,60.0,6.9,16.0,0.0430221,,1,,0.27,0.3,-0.01,,,,23.0,27.0,5.0,,6.0,1.0,,1.0,,2.0,4.0,,,,1.0,2.0,0.0296,2.0,-0.19,1.0,1.0,3.0,0.0898,,,,,,,,,,,,,,
13981436,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,62.0,59.0,3.0,2.0,0.0,16.0,16.0,1.0,,,,90.0,72.0,7.4,4.0,0.0829287,,0,,0.3,0.26,0.14,,StanLobotka,,43.0,46.0,,,1.0,,1.0,1.0,,4.0,1.0,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,
13981436,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,M,21,21,False,37.0,30.0,,,0.0,7.0,9.0,5.0,,,,90.0,68.0,7.9,23.0,0.622757,,3,,0.61,0.36,0.13,,,,23.0,28.0,18.0,1.0,1.0,2.0,,,,5.0,,,1.0,1.0,2.0,,0.038,4.0,-0.08,2.0,,1.0,,3.0,1.0,3.0,,,,,,,,,,,
13981436,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,46.0,39.0,,,0.0,14.0,14.0,9.0,,,,90.0,64.0,7.7,14.0,0.0263165,,4,,-0.01,0.36,0.25,,anguiss_29,,25.0,32.0,3.0,4.0,8.0,2.0,,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,0.1929,1.0,0.47,1.0,2.0,1.0,0.2644,,,1.0,1.0,,,,,,,,,,
13981436,home,Napoli,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,70996,EUR,678067200,M,11,11,False,53.0,46.0,6.0,5.0,0.0,13.0,13.0,3.0,,,,81.0,68.0,7.1,17.0,0.638979,,1,,0.61,0.08,-0.06,,KDB,,33.0,40.0,8.0,1.0,6.0,1.0,,,,,1.0,,,,,2.0,0.0355,3.0,-0.13,,,1.0,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,
13981436,home,Napoli,Scott McTominay,scott-mctominay,S. McTominay,M,8,193,25748,M,879346,EUR,850003200,M,8,8,False,26.0,21.0,,,0.0,10.0,12.0,,,,,90.0,40.0,5.8,8.0,0.0514285,,5,,0.07,0.3,-0.07,,ScottMcTominay,,11.0,14.0,,3.0,6.0,1.0,,,,3.0,1.0,1.0,,,2.0,2.0,0.5339,,-0.86,1.0,2.0,2.0,0.2025,,,2.0,,,,1.0,1.0,,,,,,
13981436,home,Napoli,Lorenzo Lucca,lorenzo-lucca,L. Lucca,F,20,201,5063,M,962364,EUR,968544000,F,27,27,False,16.0,12.0,,,0.0,3.0,4.0,3.0,,,,75.0,24.0,6.3,7.0,0.0409775,,2,,-0.11,-0.19,0.17,,,,9.0,12.0,,1.0,5.0,,,,2.0,3.0,1.0,1.0,,,1.0,3.0,0.1109,,0.03,,1.0,2.0,0.291,,,,,,,,2.0,1.0,,,,,
