match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,stat_challengeLost,stat_outfielderBlock,stat_shotOffTarget,stat_errorLeadToAShot,stat_dispossessed,stat_bigChanceMissed,player_firstName,player_lastName,stat_bigChanceCreated,stat_totalOffside,stat_penaltyConceded,stat_punches,stat_penaltyWon,stat_goals
11407436,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,27.0,25.0,7.0,5.0,24.0,25.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,33.0,7.0,2.0,0.00085189,0,0.1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407436,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,2,177,2430,M,,318607,EUR,849830400,D,2,2,False,82.0,75.0,5.0,3.0,34.0,37.0,42.0,48.0,1.0,2.0,2.0,,,,,90.0,106.0,7.0,15.0,0.0831328,1,,True,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0386,0.0686,1.0,,,,,,,,,,,,,,,,,,
11407436,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,12,194,6237,M,MThiaw,1014286,EUR,997228800,D,28,28,False,79.0,72.0,7.0,4.0,47.0,48.0,25.0,31.0,1.0,7.0,3.0,1.0,,,,90.0,93.0,7.2,9.0,0.0087127,1,,,,,6.0,1.0,,2.0,,4.0,1.0,1.0,0.0779,,1.0,5.0,1.0,1.0,3.0,,,,,,,,,,,,,,
11407436,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185,7146,M,fikayotomori,788255,EUR,882489600,D,23,23,False,97.0,91.0,6.0,5.0,53.0,54.0,38.0,43.0,,6.0,7.0,3.0,,,,90.0,108.0,7.4,7.0,0.0398022,0,,,,,5.0,1.0,,1.0,,2.0,1.0,2.0,,,,1.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,
11407436,home,Milan,Alessandro Florenzi,alessandro-florenzi,A. Florenzi,D,,173,2203,M,,152420,EUR,668649600,D,42,42,False,60.0,55.0,8.0,5.0,20.0,20.0,37.0,49.0,1.0,6.0,4.0,1.0,,,,90.0,89.0,7.1,14.0,0.0644285,3,,,9.0,2.0,5.0,,1.0,3.0,1.0,4.0,2.0,1.0,0.0847,0.1408,,,,,2.0,4.0,,2.0,1.0,,,,,,,,,,
11407436,home,Milan,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4211,M,yunusmusah8,983815,EUR,1038528000,M,80,80,False,33.0,32.0,,,8.0,8.0,24.0,28.0,,1.0,3.0,,,,,81.0,45.0,6.7,7.0,0.0394772,1,,,3.0,,5.0,1.0,1.0,1.0,,,1.0,1.0,0.0246,0.2016,,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,
11407436,home,Milan,Rade Krunić,rade-krunic,R. Krunić,M,33,184,2486,M,,155449,EUR,749952000,M,33,33,False,28.0,25.0,1.0,,11.0,11.0,14.0,18.0,,2.0,3.0,1.0,,,,45.0,34.0,6.7,4.0,0.0102457,1,,,1.0,,4.0,,,,1.0,1.0,,2.0,0.0839,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
11407436,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38485,M,tijjanireijnders,893549,EUR,901670400,M,14,14,False,29.0,23.0,2.0,2.0,13.0,14.0,11.0,18.0,,,6.0,,,,,67.0,40.0,6.5,11.0,0.0648355,1,,,3.0,1.0,1.0,,,1.0,,,2.0,,0.0893,,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,,
11407436,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,10,188,75751,M,RLeão,851284,EUR,928972800,M,10,10,False,36.0,30.0,2.0,2.0,8.0,8.0,24.0,40.0,1.0,10.0,3.0,4.0,,,,90.0,72.0,7.8,26.0,0.497914,4,,,12.0,2.0,5.0,8.0,,,,1.0,4.0,,0.1544,,1.0,,4.0,2.0,1.0,,,2.0,,1.0,,,,1.0,1.0,,,,
11407436,home,Milan,Olivier Giroud,olivier-giroud,O. Giroud,F,9,192,23426,M,OGiroud,39070,EUR,528422400,F,9,9,False,21.0,15.0,,,7.0,8.0,8.0,13.0,1.0,3.0,2.0,1.0,,,,90.0,30.0,6.5,9.0,0.0136903,2,,,,,9.0,,1.0,,,1.0,2.0,2.0,0.3134,0.7242,,5.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
11407436,home,Milan,Luka Jović,luka-jovic,L. Jović,F,9,181,15141,M,lukajovic,319129,EUR,882835200,F,15,15,False,7.0,5.0,,,2.0,2.0,3.0,5.0,,,1.0,,,,,45.0,14.0,6.6,7.0,0.00359816,0,,,,,1.0,,,,,,5.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11407436,home,Milan,Yacine Adli,yacine-adli,Y. Adli,M,29,187,3790,M,adliyacine,859024,EUR,964828800,M,7,7,True,27.0,24.0,5.0,5.0,5.0,5.0,20.0,26.0,,6.0,1.0,1.0,,,,45.0,47.0,7.1,9.0,0.0322574,0,,,4.0,1.0,3.0,2.0,,2.0,3.0,3.0,3.0,1.0,,,,2.0,2.0,,,,1.0,,,,,,,,,1.0,,,
11407436,home,Milan,Noah Okafor,noah-okafor,N. Okafor,F,19,185,5947,M,noah.arinze,865523,EUR,959126400,F,17,17,True,4.0,2.0,,,2.0,3.0,,1.0,,,,,,,,45.0,9.0,6.2,7.0,3.785e-05,0,,,,,5.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,
11407436,home,Milan,Ruben Loftus-Cheek,ruben-loftus-cheek,R. Loftus-Cheek,M,8,191,7232,M,rlc,284441,EUR,822355200,M,8,8,True,14.0,14.0,,,3.0,3.0,11.0,11.0,,,,,,,,23.0,15.0,6.8,,0.269435,0,,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
11407436,home,Milan,Luka Romero,luka-romero,L. Romero,F,18,169,4732,M,lukaromero10,1032022,EUR,1100736000,M,18,18,True,5.0,5.0,,,2.0,2.0,3.0,4.0,1.0,1.0,2.0,,,,,9.0,11.0,6.5,3.0,0.0481571,0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,Luka Romero,,,,,,,
11407436,home,Milan,Antonio Mirante,antonio-mirante,A. Mirante,G,,193,328,M,,27955,EUR,426470400,G,83,83,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407436,home,Milan,Lapo Nava,lapo-nava,L. Nava,G,69,189,465,M,,1141168,EUR,1074729600,G,69,69,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407436,home,Milan,Jan-Carlo Simić,jan-carlo-simic,J. Simić,D,4,185,1993,M,,1214992,EUR,1114992000,D,82,82,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-Carlo Simić,,,,,,,
11407436,home,Milan,Álex Jiménez,alex-jimenez,A. Jiménez,D,20,177,3553,M,,1184308,EUR,1115510400,D,74,74,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro Jiménez,,,,,,,
11407436,home,Milan,Davide Bartesaghi,davide-bartesaghi,D. Bartesaghi,D,33,193,5573,M,,1390489,EUR,1135814400,D,95,95,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407436,home,Milan,Tommaso Pobega,tommaso-pobega,T. Pobega,M,4,188,1344,M,,928796,EUR,931996800,M,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
