match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_clearanceOffLine,captain,stat_dispossessed,stat_aerialWon,stat_goalAssist,stat_shotOffTarget,stat_accurateCross,stat_crossNotClaimed,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated
10382290,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,42.0,29.0,27.0,15.0,17.0,21.0,12.0,21.0,1.0,11.0,1.0,3.0,4.0,90.0,52.0,7.8,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382290,home,Sparta Rotterdam,Shurandy Sambo,shurandy-sambo,S. Sambo,D,12,174,235,M,916926,EUR,998179200,D,2,2,False,43.0,38.0,2.0,1.0,24.0,27.0,14.0,17.0,3.0,5.0,,,,90.0,67.0,8.5,9.0,2,1.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
10382290,home,Sparta Rotterdam,Dirk Abels,dirk-abels,D. Abels,D,2,177,60,M,583606,EUR,866160000,D,3,3,False,51.0,47.0,2.0,,41.0,41.0,6.0,10.0,3.0,6.0,,,,90.0,62.0,7.3,4.0,0,,3.0,4.0,3.0,,,,,,,3.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,
10382290,home,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,4,4,False,57.0,51.0,6.0,4.0,44.0,46.0,7.0,11.0,2.0,3.0,,,,90.0,66.0,7.7,6.0,0,,1.0,3.0,1.0,1.0,,,,,,2.0,1.0,,,,2.0,,1.0,,,1.0,,,,,,,,,,
10382290,home,Sparta Rotterdam,Mica Pinto,mica-pinto,Mica,D,5,176,157,M,785815,EUR,739152000,D,5,5,False,51.0,47.0,3.0,2.0,31.0,34.0,16.0,19.0,,6.0,,,,87.0,68.0,7.3,7.0,1,2.0,1.0,3.0,,,,,1.0,,1.0,2.0,,,,,,,1.0,,,,True,1.0,,,,,,,,
10382290,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,40.0,28.0,5.0,1.0,12.0,16.0,16.0,25.0,1.0,3.0,,,,87.0,59.0,6.6,19.0,0,1.0,1.0,4.0,6.0,,,,,,,2.0,3.0,2.0,4.0,,,1.0,1.0,,,,,2.0,2.0,,,,,,,
10382290,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,6,6,False,29.0,25.0,3.0,2.0,19.0,20.0,6.0,9.0,2.0,7.0,,,,90.0,39.0,7.4,6.0,0,,1.0,1.0,6.0,,2.0,2.0,,,,,2.0,1.0,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,
10382290,home,Sparta Rotterdam,Younes Namli,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,M,8,8,False,45.0,37.0,6.0,3.0,18.0,18.0,19.0,28.0,1.0,3.0,,,,81.0,55.0,7.1,11.0,2,1.0,1.0,5.0,1.0,2.0,,,,1.0,,,,,2.0,1.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,
10382290,home,Sparta Rotterdam,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172,213,M,385708,EUR,822873600,F,7,7,False,23.0,17.0,1.0,,10.0,11.0,11.0,24.0,,2.0,,,,89.0,40.0,8.4,14.0,2,12.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,,2.0,,,,,5.0,,,,,,,,,1.0,1.0,,4.0,,,,
10382290,home,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192,737,M,796943,EUR,872899200,F,9,9,False,23.0,13.0,,,2.0,2.0,11.0,21.0,2.0,2.0,,,,90.0,37.0,6.7,13.0,3,,2.0,4.0,5.0,1.0,1.0,,,1.0,,,,,2.0,,,1.0,1.0,,,,,,4.0,,2.0,,,,,
