match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,player_sofascoreId,stat_totalOffside,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed
10411542,home,Cremonese,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,12,12,False,20.0,14.0,11.0,5.0,10.0,11.0,4.0,9.0,1.0,9.0,1.0,3.0,3.0,1.0,90.0,31.0,7.6,6.0,0.0,0.0,0.00468556,0,0.4982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411542,home,Cremonese,Emanuel Aiwu,emanuel-aiwu,E. Aiwu,D,47,187,218,M,924690,EUR,977702400,D,4,4,False,29.0,22.0,5.0,1.0,14.0,16.0,8.0,13.0,5.0,6.0,,,,,90.0,53.0,8.0,13.0,0.0,0.0,0.00470476,0,,,,2.0,1.0,9.0,1.0,3.0,6.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411542,home,Cremonese,Matteo Bianchetti,matteo-bianchetti,M. Bianchetti,D,15,189,177,M,158037,EUR,732326400,D,15,15,False,26.0,22.0,6.0,3.0,16.0,18.0,6.0,8.0,2.0,3.0,,,,,90.0,36.0,7.3,4.0,0.0,0.0,0.0100906,0,,,,,1.0,4.0,1.0,,2.0,1.0,1.0,1.0,True,1.0,1.0,,,,,,,,,,,,,,,
10411542,home,Cremonese,Luka Lochoshvili,luka-lochoshvili,L. Lochoshvili,D,24,191,1065,M,827473,EUR,896400000,D,44,44,False,35.0,30.0,4.0,,18.0,20.0,13.0,16.0,4.0,5.0,,,,,85.0,49.0,7.3,6.0,0.0,0.0,0.0577705,0,,,,,,3.0,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
10411542,home,Cremonese,Leonardo Sernicola,leonardo-sernicola,L. Sernicola,M,17,188,112,M,812314,EUR,870220800,M,17,17,False,24.0,19.0,3.0,1.0,6.0,9.0,15.0,22.0,2.0,7.0,,,,,90.0,56.0,7.1,18.0,0.102,0.0,0.0660822,2,,,,,4.0,6.0,,,2.0,1.0,3.0,2.0,,2.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,
10411542,home,Cremonese,Santiago Ascacíbar,santiago-ascacibar,S. Ascacíbar,M,5,168,1347,M,830667,EUR,856828800,M,8,8,False,58.0,48.0,4.0,1.0,21.0,26.0,27.0,32.0,,9.0,,,,,90.0,76.0,7.1,12.0,0.0847,0.0,0.0180434,2,,,,1.0,6.0,5.0,,3.0,4.0,3.0,,3.0,,,,,,2.0,,,1.0,3.0,1.0,1.0,,,,,,
10411542,home,Cremonese,Soualiho Meïté,soualiho-meite,S. Meïté,M,8,187,963,M,139229,EUR,763862400,M,28,28,False,27.0,22.0,1.0,1.0,10.0,13.0,12.0,14.0,2.0,3.0,,,,,66.0,37.0,6.9,7.0,0.0403,0.0,0.00648482,1,,,,,,3.0,,1.0,3.0,2.0,,,,,,,,2.0,,,,,,1.0,,,,,,
10411542,home,Cremonese,Emanuele Valeri,emanuele-valeri,E. Valeri,D,14,180,818,M,891346,EUR,912988800,M,3,3,False,15.0,10.0,1.0,,7.0,7.0,6.0,15.0,,5.0,,,,,66.0,29.0,6.9,10.0,0.0,0.0,0.406289,0,,,,,2.0,2.0,,,2.0,1.0,,,,,,7.0,3.0,,1.0,1.0,,,1.0,,,,,,,
10411542,home,Cremonese,Charles Pickel,charles-pickel,C. Pickel,M,18,184,11753,M,758664,EUR,863654400,F,6,6,False,24.0,19.0,1.0,,4.0,4.0,15.0,20.0,3.0,8.0,,,,,90.0,46.0,7.0,11.0,0.0,0.0,0.0291502,0,,,,1.0,8.0,7.0,,1.0,6.0,1.0,,1.0,,1.0,,,,2.0,2.0,3.0,,3.0,,,charlespickel,1.0,,,,
10411542,home,Cremonese,Cyriel Dessers,cyriel-dessers,C. Dessers,F,33,184,3800,M,541464,EUR,786844800,F,90,90,False,3.0,2.0,,,,1.0,2.0,2.0,,,,,,,24.0,7.0,6.5,3.0,0.0,0.0,0.00187382,0,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,
