match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_unsuccessfulTouch,stat_shotOffTarget,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAGoal,stat_ownGoals,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_goals,stat_goalAssist
10434007,away,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,29.0,18.0,17.0,6.0,15.0,16.0,3.0,13.0,,1.0,13.0,,3.0,6.0,,,90.0,50.0,6.9,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,
10434007,away,Beşiktaş JK,Valentin Rosier,valentin-rosier,V. Rosier,D,19,175,795,M,842419,EUR,840412800,D,2,2,False,46.0,38.0,6.0,3.0,22.0,22.0,18.0,26.0,2.0,2.0,8.0,,,,,,90.0,67.0,6.5,14.0,0,,,2.0,2.0,,,4.0,,1.0,,1.0,2.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,
10434007,away,Beşiktaş JK,Welinton,welinton,Welinton,D,,181,86,M,76529,EUR,608169600,D,23,23,False,38.0,31.0,3.0,,21.0,21.0,10.0,17.0,4.0,4.0,4.0,,,,,,56.0,49.0,6.6,8.0,1,,,,,2.0,3.0,4.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10434007,away,Beşiktaş JK,Tayyip Talha Sanuç,tayyip-talha-sanuc,T. T. Sanuç,D,23,188,911,M,851909,EUR,945388800,D,3,3,False,65.0,57.0,8.0,3.0,47.0,50.0,10.0,15.0,4.0,5.0,2.0,,,,,,90.0,72.0,6.7,8.0,0,,,,,3.0,3.0,4.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10434007,away,Beşiktaş JK,Arthur Masuaku,arthur-masuaku,A. Masuaku,D,27,179,10350,M,174975,EUR,752630400,D,25,25,False,60.0,49.0,8.0,2.0,28.0,30.0,22.0,37.0,5.0,,14.0,,,,,,90.0,91.0,6.8,20.0,0,,,7.0,1.0,3.0,1.0,9.0,1.0,1.0,1.0,,3.0,2.0,4.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,masuaku26,,
10434007,away,Beşiktaş JK,Souza,souza,Souza,M,5,188,541,M,119035,EUR,603158400,M,5,5,False,48.0,40.0,4.0,2.0,26.0,27.0,14.0,21.0,7.0,2.0,6.0,1.0,,,,,90.0,62.0,7.3,12.0,2,,,,,1.0,4.0,6.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,3.0,,,,True,1.0,,,,,,,,,,1.0,
10434007,away,Beşiktaş JK,Romain Saïss,romain-saiss,R. Saiss,D,29,190,7929,M,187729,EUR,638409600,M,26,26,False,78.0,61.0,10.0,3.0,30.0,33.0,31.0,46.0,12.0,2.0,7.0,,,,,,90.0,93.0,7.7,19.0,0,,,1.0,,,7.0,2.0,1.0,,1.0,3.0,4.0,3.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,romain_saiss27,,
10434007,away,Beşiktaş JK,Nathan Redmond,nathan-redmond,N. Redmond,M,,173,416,M,115346,EUR,762912000,M,15,15,False,27.0,19.0,4.0,,8.0,10.0,11.0,20.0,3.0,,3.0,1.0,,,,,56.0,43.0,6.4,14.0,4,,,3.0,,,,5.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,,,1.0,2.0,1.0,,,,,,,,
10434007,away,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,33.0,24.0,1.0,1.0,10.0,10.0,14.0,24.0,4.0,,11.0,2.0,,,,,90.0,51.0,7.0,14.0,5,,,1.0,,3.0,,9.0,3.0,1.0,,,2.0,2.0,2.0,3.0,3.0,,,,1.0,,1.0,,1.0,,1.0,,,,,gedson_83,,1.0
10434007,away,Beşiktaş JK,Jackson Muleka,jackson-muleka,J. Muleka,F,40,180,3687,M,927649,EUR,938995200,M,40,40,False,22.0,14.0,2.0,1.0,3.0,5.0,12.0,18.0,7.0,,6.0,4.0,,,,,89.0,40.0,7.2,12.0,4,,,1.0,1.0,1.0,2.0,4.0,,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,,1.0,3.0,,1.0,,2.0,,,,,,,,,
10434007,away,Beşiktaş JK,Cenk Tosun,cenk-tosun,C. Tosun,F,23,183,2904,M,72127,EUR,676252800,F,9,9,False,22.0,16.0,,,3.0,4.0,13.0,18.0,6.0,,,1.0,,,,,89.0,29.0,7.5,8.0,2,,,,,5.0,3.0,8.0,1.0,,,,,,2.0,2.0,1.0,2.0,2.0,,2.0,,1.0,,,,,,,,,,1.0,
10434007,away,Beşiktaş JK,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,11,172,2369,M,342909,EUR,792633600,M,7,7,True,15.0,12.0,3.0,1.0,2.0,3.0,11.0,19.0,,,4.0,,,,,,34.0,26.0,6.3,11.0,2,,,7.0,1.0,,,2.0,,,,,,,,,,2.0,,,1.0,,,1.0,2.0,,,,,,,,,
10434007,away,Beşiktaş JK,Tayfur Bingöl,tayfur-bingol,T. Bingöl,M,75,180,459,M,255957,EUR,726710400,M,88,88,True,16.0,15.0,,,5.0,5.0,10.0,13.0,2.0,,1.0,1.0,,,,,34.0,25.0,7.3,5.0,0,,,2.0,,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,3.0,,,,,,,,,,,,,1.0
10434007,away,Beşiktaş JK,Emrecan Uzunhan,emrecan-uzunhan,E. Uzunhan,D,24,189,228,M,997684,EUR,983145600,D,14,14,True,,,,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434007,away,Beşiktaş JK,Dele Alli,dele-alli,D. Alli,M,,188,9921,M,198028,EUR,829180800,M,11,11,True,6.0,4.0,,,1.0,3.0,3.0,3.0,,,1.0,,,,,,1.0,7.0,,3.0,0,,,,,3.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,dele,,
10434007,away,Beşiktaş JK,Ersin Destanoğlu,ersin-destanoglu,E. Destanoğlu,G,30,195,1609,M,913656,EUR,978307200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434007,away,Beşiktaş JK,Necip Uysal,necip-uysal,N. Uysal,D,20,180,1751,M,43394,EUR,664675200,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434007,away,Beşiktaş JK,Umut Meraş,umut-meras,U. Meraş,D,77,178,154,M,609746,EUR,819417600,D,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434007,away,Beşiktaş JK,Atiba Hutchinson,atiba-hutchinson,A. Hutchinson,M,,187,229,M,7721,EUR,413510400,M,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434007,away,Beşiktaş JK,Kerem Atakan Kesgin,kerem-atakan-kesgin,K. A. Kesgin,M,17,174,132,M,857745,EUR,973382400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434007,away,Beşiktaş JK,Berkay Vardar,vardar-berkay,B. Vardar,M,,188,82,M,1144933,EUR,1042502400,M,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
