match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_height,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_wasFouled,stat_goalAssist,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,captain,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox
11204742,home,Loudoun United FC,Dane Jacomen,Dane Jacomen,,dane-jacomen,D. Jacomen,G,1,3,M,1190453,EUR,983059200,G,1,1,False,25.0,22.0,4.0,1.0,22.0,24.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,90.0,35.0,7.2,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11204742,home,Loudoun United FC,Koa Santos,Koa Santos,,koa-santos,K. Santos,D,2,5,M,1186369,EUR,937872000,D,2,2,False,33.0,28.0,5.0,4.0,15.0,17.0,20.0,2.0,5.0,,,,,,62.0,49.0,7.0,11.0,2,178.0,14.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11204742,home,Loudoun United FC,Yanis Leerman,Yanis Leerman,,yanis-leerman,Y. Leerman,D,5,2,M,1172593,EUR,897868800,D,5,5,False,40.0,35.0,6.0,5.0,22.0,23.0,17.0,3.0,4.0,,,,,,62.0,47.0,7.0,5.0,0,187.0,13.0,,,3.0,2.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11204742,home,Loudoun United FC,Bryce Washington,Bryce Washington,,bryce-washington,B. Washington,D,27,1,M,1124735,EUR,905558400,D,27,27,False,54.0,50.0,4.0,3.0,37.0,38.0,16.0,2.0,2.0,,,,,,90.0,61.0,7.3,4.0,0,191.0,13.0,,,1.0,3.0,,,,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
11204742,home,Loudoun United FC,Gaoussou Samake,,,gaoussou-samake,G. Samake,M,72,11,M,970672,EUR,878601600,D,72,72,False,50.0,49.0,4.0,4.0,29.0,29.0,26.0,,8.0,,,,,,90.0,66.0,7.9,6.0,1,171.0,21.0,5.0,1.0,1.0,1.0,,,,,,3.0,,,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,
11204742,home,Loudoun United FC,Panagiotis Armenakas,,,panagiotis-armenakas,P. Armenakas,F,10,34,M,822578,EUR,902275200,M,10,10,False,25.0,19.0,3.0,1.0,6.0,6.0,22.0,,3.0,,,,,,45.0,39.0,7.0,13.0,3,178.0,13.0,3.0,,5.0,1.0,,2.0,1.0,1.0,,4.0,,2.0,,,,,,1.0,3.0,,,1.0,,,,,,,
11204742,home,Loudoun United FC,Jeremy Garay,,,jeremy-garay,J. Garay,M,,32,M,1025209,EUR,1049155200,M,11,11,False,47.0,42.0,5.0,4.0,21.0,22.0,25.0,,3.0,,,,,,90.0,56.0,6.8,7.0,1,175.0,21.0,,,4.0,3.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,
11204742,home,Loudoun United FC,Houssou Landru,Houssou Landru,,houssou-landru,H. Landru,M,91,38,M,1121111,EUR,977961600,M,19,19,False,22.0,20.0,1.0,1.0,8.0,9.0,13.0,1.0,4.0,,,,,,45.0,28.0,6.9,2.0,1,178.0,12.0,,,2.0,3.0,,,,2.0,2.0,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,
11204742,home,Loudoun United FC,Kalil ElMedkhar,,,kalil-elmedkhar,K. ElMedkhar,M,10,54,M,983087,EUR,934934400,M,23,23,False,22.0,18.0,,,5.0,5.0,17.0,,2.0,,,,,,68.0,34.0,8.7,8.0,5,188.0,13.0,,,,1.0,,2.0,1.0,,,2.0,,,,,,1.0,1.0,1.0,,,2.0,4.0,1.0,1.0,1.0,,,,
11204742,home,Loudoun United FC,Zach Ryan,Zach Ryan,,zach-ryan,Z. Ryan,F,14,8,M,1173932,EUR,916272000,F,28,28,False,32.0,32.0,4.0,4.0,18.0,18.0,14.0,,5.0,,,,,,90.0,42.0,7.4,2.0,4,183.0,14.0,,,1.0,2.0,1.0,2.0,1.0,,,1.0,,,,,,,2.0,,,,1.0,1.0,,,1.0,True,1.0,,
