match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalClearance,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goodHighClaim,stat_lastManTackle,stat_bigChanceMissed,stat_hitWoodwork
11451130,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,44.0,37.0,11.0,5.0,35.0,37.0,2.0,7.0,11.0,1.0,2.0,2.0,2.0,90.0,54.0,6.3,7.0,0.0,0.0,0.00086926,0,-1.1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451130,home,Galatasaray,Sacha Boey,boey-sacha,S. Boey,D,93,178,14707,M,sacha_boey,980418,EUR,968803200,D,93,93,False,,38.0,32.0,1.0,,18.0,21.0,15.0,18.0,5.0,,,,,90.0,64.0,6.3,11.0,0.0926,0.0,0.0799654,2,,,,1.0,1.0,2.0,1.0,10.0,6.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
11451130,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,69.0,59.0,3.0,1.0,45.0,50.0,14.0,19.0,3.0,,,,,90.0,76.0,6.3,10.0,0.0,0.0,0.00269639,0,,,,,,1.0,1.0,2.0,4.0,,,,,,1.0,1.0,,,2.0,1.0,,2.0,,,,,,,,,,,
11451130,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,73.0,62.0,9.0,5.0,45.0,47.0,17.0,26.0,2.0,,,,,90.0,91.0,7.9,12.0,0.2306,0.6723,0.0179085,1,,,,,,,7.0,3.0,10.0,1.0,1.0,,,,2.0,1.0,,,2.0,1.0,,5.0,1.0,1.0,2.0,,,,,,,,
11451130,home,Galatasaray,Angeliño,angelino,Angeliño,M,3,171,3334,M,,848355,EUR,852336000,D,3,3,False,,42.0,38.0,3.0,3.0,23.0,24.0,15.0,20.0,1.0,,,,,90.0,65.0,6.6,9.0,0.0,0.0,0.110661,0,,,,2.0,,2.0,2.0,4.0,7.0,,,1.0,,,,3.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,
11451130,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,42.0,36.0,2.0,,17.0,21.0,19.0,21.0,7.0,,,,,86.0,61.0,7.2,8.0,0.0,0.0,0.0330443,0,,,,,,1.0,3.0,3.0,9.0,,,,,,1.0,5.0,3.0,1.0,2.0,2.0,1.0,5.0,,,,,,,,,,,
11451130,home,Galatasaray,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2104,M,,142619,EUR,741657600,M,8,8,False,,43.0,36.0,5.0,2.0,20.0,20.0,17.0,24.0,13.0,,,,,75.0,54.0,6.9,8.0,0.0328,0.3017,0.142501,1,,,,1.0,1.0,,,6.0,4.0,,,1.0,,,1.0,4.0,2.0,,,5.0,1.0,1.0,1.0,,,,,,,,,,
11451130,home,Galatasaray,Tetê,tete,Tetê,F,21,175,4004,M,Tete,980327,EUR,950572800,M,20,20,False,,13.0,12.0,,,9.0,9.0,3.0,5.0,4.0,,,,,45.0,20.0,6.6,3.0,0.0,0.0,0.00554067,0,,,,1.0,,,,3.0,4.0,2.0,,3.0,2.0,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,
11451130,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,22.0,14.0,2.0,1.0,6.0,8.0,9.0,16.0,2.0,,,,,62.0,27.0,7.1,10.0,0.0,0.0,0.257573,0,,,,2.0,1.0,2.0,,4.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,2.0,,,,,,1.0,,,,,,
11451130,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,False,,40.0,21.0,3.0,2.0,11.0,13.0,11.0,30.0,5.0,,,,,85.0,55.0,9.3,24.0,0.2898,0.7129,0.295854,3,,,,3.0,1.0,1.0,,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,,2.0,2.0,,,1.0,1.0,,,,,
