match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalCross,stat_fouls,stat_aerialLost,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_accurateCross,stat_wonContest,stat_goalAssist,stat_goals
11408466,home,Boavista,João Gonçalves,joao-goncalves,J. Gonçalves,G,188,61,M,987596,EUR,974246400,G,99,99,False,20.0,14.0,16.0,10.0,7.0,8.0,7.0,12.0,14.0,3.0,1.0,3.0,90.0,33.0,7.8,6.0,0.00498161,0,0.3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408466,home,Boavista,Chidozie Awaziem,chidozie-awaziem,C. Awaziem,D,189,1826,M,804764,EUR,852076800,D,5,5,False,32.0,23.0,7.0,2.0,19.0,21.0,4.0,11.0,6.0,,,,90.0,51.0,7.2,14.0,0.00263985,0,,,,6,3.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11408466,home,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,190,156,M,846416,EUR,758505600,D,26,26,False,36.0,25.0,15.0,5.0,21.0,23.0,4.0,14.0,7.0,,,,90.0,46.0,7.0,13.0,0.0015176,0,,,,26,,1.0,3.0,,,2.0,,,3.0,3.0,,,True,1.0,1.0,,,,,,,,,,,,,
11408466,home,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,178,34,M,143584,EUR,654393600,D,20,20,False,41.0,32.0,3.0,2.0,22.0,27.0,10.0,14.0,2.0,,,,90.0,55.0,7.5,11.0,0.00262627,0,,Filipe,Ferreira,20,3.0,2.0,6.0,,1.0,3.0,2.0,2.0,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,
11408466,home,Boavista,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,179,415,M,1131249,EUR,980035200,M,79,79,False,25.0,14.0,4.0,,9.0,13.0,5.0,15.0,9.0,,,,90.0,59.0,6.4,25.0,0.00329342,2,,,,79,1.0,8.0,4.0,3.0,2.0,,,2.0,2.0,2.0,3.0,1.0,,3.0,1.0,,,2.0,1.0,1.0,0.0411,0.1202,,,,,,
11408466,home,Boavista,Ibrahima Camará,ibrahima-camara,I. Camará,M,190,520,M,976145,EUR,917222400,M,6,6,False,20.0,13.0,2.0,1.0,6.0,8.0,7.0,12.0,3.0,,,,78.0,28.0,6.4,9.0,0.00483767,0,,,,2,2.0,7.0,4.0,1.0,2.0,2.0,,1.0,1.0,1.0,,1.0,,,2.0,2.0,,,,,,,,,,,,
11408466,home,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,191,158,M,891881,EUR,915667200,M,18,18,False,19.0,16.0,1.0,1.0,9.0,9.0,7.0,10.0,,,,,61.0,21.0,6.6,3.0,0.0065224,0,,Ilija,Vukotić,8,1.0,3.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
11408466,home,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,182,5807,M,1134441,EUR,923097600,M,70,70,False,18.0,14.0,1.0,1.0,6.0,8.0,8.0,12.0,4.0,,,,90.0,38.0,6.9,10.0,0.0428503,0,,,,70,1.0,2.0,3.0,,,5.0,,,2.0,1.0,2.0,,,2.0,1.0,,2.0,1.0,,,,,1.0,,,,,
11408466,home,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,179,99,M,984810,EUR,886377600,F,8,8,False,12.0,9.0,,,1.0,2.0,8.0,11.0,3.0,,,,78.0,22.0,6.8,5.0,0.0192744,2,,,,8,,1.0,,,,1.0,,2.0,,,1.0,,,1.0,1.0,,1.0,,1.0,,0.1193,,,1.0,,,,
11408466,home,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,188,1028,M,912033,EUR,942883200,F,9,9,False,11.0,8.0,,,1.0,2.0,7.0,9.0,3.0,,,,90.0,27.0,6.6,9.0,0.00535053,2,,,,11,3.0,6.0,6.0,1.0,2.0,1.0,,,,,4.0,4.0,,,1.0,2.0,,,2.0,,0.0469,,1.0,,,,,
