match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_outfielderBlock,stat_penaltyWon,stat_keyPass,stat_totalContest,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_penaltyMiss,stat_totalOffside,stat_lastManTackle,stat_errorLeadToAGoal,stat_penaltyConceded,stat_penaltyFaced,stat_punches,player_sofascoreId
11396287,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,True,32.0,15.0,27.0,10.0,5.0,6.0,10.0,26.0,1.0,1.0,10.0,1.0,2.0,3.0,90.0,40.0,7.3,18.0,0.00371861,0,0.1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396287,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,,23.0,17.0,4.0,2.0,9.0,10.0,8.0,13.0,2.0,5.0,2.0,,,,90.0,36.0,7.3,6.0,0.0116966,1,,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396287,home,1. FSV Mainz 05,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2107,M,924378,EUR,1008806400,D,3,3,False,,19.0,16.0,4.0,2.0,15.0,15.0,1.0,4.0,4.0,5.0,4.0,,,,90.0,30.0,7.6,3.0,0.0110477,1,,5.0,7.0,,7.0,,,,1.0,0.2763,2.0,1.0,1.0,0.7595,,,,,,,,,,,,,,,,,,,,,,,,,
11396287,home,1. FSV Mainz 05,Andreas Hanche-Olsen,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,794294,EUR,853459200,D,25,25,False,,21.0,16.0,5.0,4.0,9.0,11.0,7.0,10.0,1.0,3.0,2.0,,,,78.0,33.0,6.9,6.0,0.00431153,1,,2.0,2.0,,5.0,2.0,,,2.0,0.0492,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11396287,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,,29.0,20.0,5.0,1.0,7.0,10.0,16.0,26.0,1.0,2.0,8.0,,,,90.0,51.0,7.3,16.0,0.105135,0,,,3.0,,1.0,,,,1.0,0.0763,2.0,,,,,,,,1.0,,7.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
11396287,home,1. FSV Mainz 05,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2537,M,906800,EUR,946857600,M,8,8,False,,16.0,11.0,2.0,,3.0,5.0,8.0,11.0,1.0,5.0,3.0,,,,90.0,30.0,6.8,8.0,0.0237765,2,,1.0,6.0,1.0,1.0,,1.0,,2.0,0.1276,2.0,1.0,,0.3304,,,,,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,
11396287,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,18,18,False,,51.0,35.0,16.0,9.0,8.0,10.0,31.0,50.0,1.0,8.0,9.0,,,,90.0,81.0,8.6,24.0,0.463622,4,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,0.9121,,1.0,,0.1168,,,1.0,2.0,2.0,,9.0,4.0,1.0,,,6.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,
11396287,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,,33.0,22.0,7.0,2.0,9.0,11.0,13.0,25.0,1.0,6.0,8.0,,,,90.0,71.0,7.5,23.0,0.163829,2,,,3.0,,1.0,2.0,2.0,1.0,2.0,0.0904,,1.0,,0.055,,,,1.0,1.0,1.0,3.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,
11396287,home,1. FSV Mainz 05,Brajan Gruda,gruda-brajan,B. Gruda,M,10,178,2919,M,1198075,EUR,1085961600,F,43,43,False,,27.0,17.0,2.0,1.0,2.0,2.0,15.0,27.0,,7.0,4.0,,,,83.0,55.0,7.5,24.0,0.573448,2,,4.0,10.0,2.0,1.0,,3.0,2.0,,0.0572,1.0,,,,Brajan Gruda,,,,5.0,1.0,2.0,,2.0,,,1.0,6.0,4.0,,1.0,,,1.0,,,,,,
11396287,home,1. FSV Mainz 05,Karim Onisiwo,karim-onisiwo,K. Onisiwo,F,9,188,465,M,165413,EUR,700790400,F,9,9,False,,15.0,9.0,2.0,2.0,1.0,1.0,8.0,15.0,5.0,8.0,3.0,,,,83.0,31.0,7.0,14.0,0.171755,1,,5.0,9.0,,1.0,,,,2.0,0.0168,,,,,,,,1.0,3.0,2.0,1.0,,3.0,,,1.0,1.0,1.0,,,,,,,,,,,
