match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_ballRecovery,stat_wasFouled,stat_fouls,stat_errorLeadToAShot,stat_aerialLost,captain,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_accurateCross,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_accurateKeeperSweeper,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_bigChanceMissed,stat_outfielderBlock,stat_bigChanceCreated,stat_totalOffside
12530729,home,Adana Demirspor,Vedat Karakuş,vedat-karakus,V. Karakuş,G,1,185,49,M,847353,EUR,888624000,G,39,39,False,12.0,11.0,2.0,1.0,0.0,10.0,11.0,1.0,1.0,1.0,1.0,38.0,13.0,6.7,1.0,0.00021934,0,0.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530729,home,Adana Demirspor,Arda Kurtulan,arda-kurtulan,A. Kurtulan,D,2,183,386,M,1063395,EUR,1037664000,D,99,99,False,16.0,12.0,1.0,,0.0,4.0,6.0,8.0,11.0,,,45.0,35.0,7.2,7.0,0.00383491,1,,Arda Kurtulan,,1.0,3.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,0.0178,2.0,,,,,,,,,,,,,,,,,,,,,,,
12530729,home,Adana Demirspor,Burhan Ersoy,burhan-ersoy,B. Ersoy,D,24,187,41,M,1640309,EUR,1055462400,D,24,24,False,22.0,19.0,1.0,,0.0,15.0,15.0,4.0,7.0,,,67.0,29.0,6.6,3.0,0.003414,0,,,,,,4.0,3.0,,,2.0,1.0,1.0,,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
12530729,home,Adana Demirspor,Tolga Kalender,tolga-kalender,T. Kalender,D,5,191,42,M,903851,EUR,998006400,D,55,55,False,52.0,48.0,6.0,3.0,0.0,34.0,35.0,14.0,17.0,,,90.0,66.0,7.2,4.0,0.0060232,1,,,,,1.0,1.0,1.0,,1.0,10.0,,,0.0252,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,
12530729,home,Adana Demirspor,Abdulsamet Burak,abdulsamet-burak,A. Burak,D,3,182,40,M,900798,EUR,831945600,D,23,23,False,57.0,49.0,9.0,4.0,0.0,34.0,35.0,15.0,22.0,,,90.0,70.0,7.4,8.0,0.00399916,0,,,,,1.0,1.0,7.0,,,2.0,4.0,2.0,,,,6.0,2.0,,,1.0,,,,,,,,,,,,,,,,,
12530729,home,Adana Demirspor,İzzet Çelik,celik-izzet,İ. Çelik,M,6,166,68,M,826836,EUR,1087689600,M,16,16,False,46.0,36.0,3.0,,0.0,21.0,23.0,15.0,23.0,,,90.0,74.0,7.4,16.0,0.0105175,1,,,,,2.0,3.0,10.0,1.0,,7.0,2.0,2.0,0.03,,,5.0,5.0,1.0,,1.0,True,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,
12530729,home,Adana Demirspor,Maestro,maestro,Maestro,M,58,173,1198,M,1002146,EUR,1059955200,M,58,58,False,37.0,37.0,,,0.0,17.0,17.0,20.0,21.0,,,90.0,52.0,6.8,7.0,0.0139492,0,,,,1.0,,6.0,4.0,2.0,,,1.0,1.0,,1.0,1.0,4.0,,1.0,,1.0,,4.0,3.0,,1.0,3.0,,,,,,,,,,,
12530729,home,Adana Demirspor,Bunyamin Balat,bunyamin-balat,B. Balat,M,,172,28,M,996317,EUR,852422400,M,21,21,False,47.0,32.0,2.0,2.0,0.0,8.0,14.0,25.0,36.0,,,90.0,68.0,7.3,18.0,0.0853731,3,,,,3.0,1.0,3.0,3.0,,1.0,3.0,2.0,2.0,0.0515,3.0,3.0,3.0,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,
12530729,home,Adana Demirspor,Tayfun Aydoğan,tayfun-aydogan,T. Aydoğan,M,8,175,43,M,816435,EUR,833328000,M,8,8,False,26.0,23.0,4.0,4.0,0.0,9.0,9.0,15.0,18.0,,,90.0,31.0,7.0,4.0,0.0786236,1,,,,1.0,,,,,1.0,1.0,,,0.0193,1.0,,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
12530729,home,Adana Demirspor,Yusuf Barası,yusuf-barasi,Y. Barası,F,9,182,285,M,1000187,EUR,1049068800,M,11,11,False,25.0,22.0,1.0,,0.0,7.0,7.0,15.0,18.0,,,88.0,36.0,6.3,10.0,0.00761108,1,,,,,2.0,4.0,2.0,2.0,,,,,0.0306,,,2.0,,1.0,,,,2.0,,1.0,1.0,3.0,,,,,,,,,,,
