match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_wasFouled,stat_fouls,stat_totalOffside,player_firstName,player_lastName,stat_outfielderBlock,captain,stat_interceptionWon,stat_goalAssist,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_accurateCross,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,stat_bigChanceCreated,stat_clearanceOffLine
10406912,home,RSC Anderlecht,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4218,M,994363,EUR,1029628800,G,16,16,False,54.0,36.0,26.0,10.0,31.0,35.0,5.0,19.0,2.0,4.0,2.0,2.0,1.0,1.0,90.0,61.0,6.1,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406912,home,RSC Anderlecht,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3627,M,839493,EUR,823996800,D,62,62,False,31.0,20.0,2.0,1.0,6.0,8.0,14.0,24.0,,4.0,,,,,90.0,58.0,5.3,21.0,1,1.0,2.0,4.0,11.0,9.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10406912,home,RSC Anderlecht,Zeno Debast,zeno-debast,Z. Debast,D,6,191,3329,M,1126512,EUR,1066867200,D,56,56,False,51.0,47.0,8.0,6.0,34.0,35.0,13.0,16.0,,3.0,,,,,90.0,57.0,6.3,5.0,1,,,,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
10406912,home,RSC Anderlecht,Jan Vertonghen,jan-vertonghen,J. Vertonghen,D,,189,1673,M,16921,EUR,546220800,D,14,14,False,59.0,54.0,5.0,2.0,38.0,39.0,16.0,20.0,4.0,11.0,,,,,90.0,68.0,6.4,7.0,0,,,2.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,True,2.0,,,,,,,,,,,
10406912,home,RSC Anderlecht,Moussa Ndiaye,moussa-ndiaye,M. Ndiaye,D,16,181,1546,M,982315,EUR,1024358400,D,5,5,False,54.0,45.0,2.0,1.0,25.0,27.0,20.0,27.0,,5.0,,,,,86.0,69.0,6.5,14.0,0,,1.0,,2.0,5.0,,1.0,1.0,1.0,,1.0,1.0,,3.0,,,,,,,,1.0,3.0,1.0,,,,,,,,
10406912,home,RSC Anderlecht,Majeed Ashimeru,majeed-ashimeru,M. Ashimeru,M,18,182,1285,M,901149,EUR,876441600,M,18,18,False,37.0,27.0,,,10.0,14.0,17.0,23.0,,7.0,,,,,90.0,53.0,6.9,14.0,1,,,,2.0,6.0,,,5.0,3.0,1.0,1.0,1.0,,2.0,,,,,,,3.0,,1.0,2.0,,,,,,,,
10406912,home,RSC Anderlecht,Adrien Trebel,adrien-trebel,A. Trebel,M,,170,101,M,144878,EUR,667958400,M,25,25,False,40.0,36.0,11.0,10.0,17.0,18.0,19.0,24.0,1.0,2.0,,,,,66.0,52.0,7.1,8.0,2,2.0,1.0,,4.0,4.0,,1.0,,,1.0,4.0,,,,2.0,,,,,,,,1.0,,1.0,,,,,,,
10406912,home,RSC Anderlecht,Yari Verschaeren,verschaeren-yari,Y. Verschaeren,M,10,172,1145,M,901898,EUR,994896000,M,10,10,False,41.0,38.0,4.0,4.0,14.0,15.0,27.0,31.0,,6.0,,,,,90.0,58.0,7.4,9.0,1,5.0,1.0,1.0,4.0,6.0,,1.0,4.0,2.0,,2.0,1.0,,1.0,,1.0,,,1.0,,,,,4.0,,3.0,1.0,,,,,
10406912,home,RSC Anderlecht,Mario Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177,3682,M,1101702,EUR,1096416000,F,29,29,False,36.0,31.0,,,9.0,9.0,22.0,27.0,,8.0,,,,,90.0,53.0,6.8,14.0,2,,1.0,,8.0,4.0,,2.0,2.0,,2.0,2.0,1.0,,2.0,3.0,,Mathieu,Stroeykens,,,,,3.0,3.0,,,,,,,,
10406912,home,RSC Anderlecht,Benito Raman,benito-raman,B. Raman,F,14,172,396,M,94300,EUR,784166400,F,9,9,False,11.0,7.0,,,4.0,5.0,3.0,7.0,,1.0,,,,,66.0,22.0,8.3,7.0,6,1.0,2.0,,3.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,5.0,1.0,2.0,,,
