match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_blockedScoringAttempt,stat_errorLeadToAShot,captain,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_keyPass,player_sofascoreId,stat_shotOffTarget,stat_bigChanceCreated,stat_goalAssist,stat_goals,stat_accurateCross,stat_hitWoodwork,stat_errorLeadToAGoal,stat_totalOffside
10390013,home,Nice,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3913,M,1076,EUR,531532800,G,1,1,False,40.0,32.0,20.0,12.0,28.0,30.0,4.0,10.0,6.0,4.0,7.0,90.0,52.0,8.5,8.0,0.0,0.0,0.00070779,0,1.9169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390013,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,796279,EUR,907027200,D,23,23,False,24.0,22.0,1.0,1.0,12.0,13.0,10.0,13.0,1.0,,,77.0,43.0,7.3,7.0,0.0,0.0,0.00381772,0,,,,2.0,2.0,3.0,8.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10390013,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,52.0,44.0,9.0,5.0,34.0,36.0,10.0,16.0,8.0,,,90.0,63.0,7.1,8.0,0.0325,0.0,0.00498106,1,,,,,,1.0,2.0,,,,6.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10390013,home,Nice,Dante,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,61.0,55.0,11.0,5.0,41.0,44.0,14.0,17.0,9.0,,,90.0,72.0,7.5,6.0,0.0,0.0,0.00743635,0,,,,,1.0,2.0,3.0,,,,4.0,2.0,,1.0,,,2.0,,,,True,2.0,1.0,,,,,,,,,,,,,
10390013,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,D,26,26,False,46.0,35.0,3.0,,18.0,23.0,17.0,24.0,4.0,,,90.0,73.0,6.8,15.0,0.0,0.0,0.020254,0,,,,1.0,1.0,6.0,5.0,2.0,1.0,,,4.0,,4.0,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,
10390013,home,Nice,Aaron Ramsey,aaron-ramsey,A. Ramsey,M,10,182,2882,M,23571,EUR,662169600,M,16,16,False,31.0,25.0,3.0,1.0,13.0,13.0,12.0,18.0,4.0,,,67.0,45.0,7.0,8.0,0.3595,0.2471,0.0273557,2,,,,,1.0,3.0,7.0,,,,2.0,,,4.0,2.0,,1.0,,1.0,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,
10390013,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,985923,EUR,938044800,M,28,28,False,40.0,39.0,1.0,1.0,23.0,24.0,16.0,17.0,7.0,,,78.0,54.0,6.9,3.0,0.0291,0.0,0.0119646,1,,,,1.0,1.0,4.0,4.0,1.0,1.0,,2.0,2.0,,1.0,,,2.0,,,,,,2.0,,,,1.0,hicham_boudaoui,1.0,,,,,,,
10390013,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,904832,EUR,985564800,M,19,19,False,27.0,25.0,1.0,1.0,10.0,10.0,15.0,18.0,2.0,,,90.0,39.0,6.9,4.0,0.043,0.0231,0.0298191,1,,,,1.0,,5.0,3.0,2.0,2.0,2.0,2.0,,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,k_thuram,,1.0,,,,,,
10390013,home,Nice,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177,10091,M,1153265,EUR,1102464000,F,35,35,False,26.0,21.0,2.0,1.0,10.0,11.0,11.0,17.0,5.0,,,67.0,42.0,7.5,12.0,0.0354,0.0,0.286822,1,,Badredine Bouanani,,2.0,,6.0,7.0,2.0,6.0,5.0,,,,1.0,,2.0,,1.0,,,,,1.0,2.0,,,2.0,bouanani,1.0,1.0,1.0,,,,,
10390013,home,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,149730,EUR,767923200,F,24,24,False,20.0,11.0,2.0,1.0,8.0,8.0,3.0,13.0,3.0,,,90.0,33.0,7.4,14.0,0.9959,0.8999,0.00655234,3,,,,1.0,5.0,6.0,6.0,,,,,,,,,3.0,2.0,3.0,,,,,1.0,1.0,,2.0,,,1.0,,,1.0,,,,
