match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goals,stat_outfielderBlock
12530693,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191,137,M,105974,EUR,626227200,G,1,1,False,20.0,17.0,6.0,3.0,0.0,16.0,17.0,1.0,3.0,1.0,8.0,1.0,1.0,90.0,27.0,6.4,3.0,0.00012613,0,-0.2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530693,home,Alanyaspor,Fatih Aksoy,,,fatih-aksoy,F. Aksoy,D,20,189,69,M,827922,EUR,878774400,D,20,20,False,58.0,49.0,7.0,2.0,0.0,27.0,28.0,22.0,31.0,2.0,5.0,,,90.0,66.0,6.6,10.0,0.0706476,1,,True,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,0.036,,,,,,,,,,,,,,,,,,,
12530693,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,78.0,69.0,9.0,3.0,0.0,45.0,45.0,24.0,33.0,2.0,7.0,,,90.0,89.0,7.3,9.0,0.365301,1,,,,2.0,2.0,3.0,8.0,1.0,,1.0,3.0,3.0,0.0508,1.0,2.0,0.051,1.0,,,,,,,,,,,,,,,
12530693,home,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185,292,M,171625,EUR,779068800,D,29,29,False,60.0,51.0,16.0,10.0,0.0,24.0,26.0,30.0,43.0,3.0,2.0,,,90.0,83.0,7.1,18.0,0.128923,1,,,9.0,,2.0,4.0,3.0,,1.0,1.0,1.0,,0.0227,,,,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,
12530693,home,Alanyaspor,Enes Keskin,,,enes-keskin,E. Keskin,M,8,185,32,M,897168,EUR,991526400,M,8,8,False,48.0,38.0,4.0,2.0,0.0,16.0,21.0,22.0,28.0,,4.0,,,63.0,68.0,6.9,14.0,0.0240388,0,,,1.0,1.0,1.0,4.0,6.0,1.0,,2.0,4.0,1.0,,,3.0,,,,,1.0,,2.0,,,,,,,,,,
12530693,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191,349,M,897617,EUR,761529600,M,25,25,False,41.0,38.0,2.0,1.0,0.0,19.0,20.0,19.0,21.0,1.0,5.0,,,77.0,48.0,7.1,4.0,0.0472416,1,,,,,1.0,2.0,3.0,,1.0,1.0,,1.0,0.07,,,,2.0,,,,1.0,2.0,1.0,,,,,,,,,
12530693,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,17,17,False,73.0,65.0,10.0,9.0,0.0,29.0,29.0,38.0,47.0,1.0,4.0,,,89.0,90.0,7.8,13.0,0.0954662,1,,,3.0,,2.0,2.0,8.0,1.0,1.0,1.0,5.0,,0.0271,,3.0,,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,
12530693,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,M,88,88,False,34.0,29.0,1.0,1.0,0.0,9.0,10.0,20.0,30.0,,5.0,,,90.0,48.0,6.8,12.0,0.0146485,0,,,6.0,,,3.0,4.0,,,,3.0,,,,1.0,,,,1.0,,2.0,1.0,1.0,,1.0,,,,,,,
12530693,home,Alanyaspor,Tonny Vilhena,,,tonny-vilhena,T. Vilhena,M,52,175,507,M,149659,EUR,789091200,F,52,52,False,24.0,21.0,4.0,3.0,0.0,4.0,5.0,19.0,22.0,,4.0,,,90.0,40.0,6.5,11.0,0.0795978,2,,,3.0,1.0,1.0,7.0,3.0,1.0,1.0,,1.0,1.0,0.2646,1.0,1.0,0.1707,,2.0,3.0,3.0,1.0,1.0,,,,2.0,,,,,,
12530693,home,Alanyaspor,Gaius Makouta,,,makouta-gaius,G. Makouta,M,42,180,298,M,847013,EUR,869788800,F,42,42,False,23.0,21.0,1.0,,0.0,6.0,6.0,15.0,20.0,,3.0,,,63.0,39.0,6.5,10.0,0.0179402,1,,,3.0,,,4.0,2.0,,,2.0,,2.0,0.0731,,,,,,1.0,1.0,,3.0,,,,,1.0,,,,,
12530693,home,Alanyaspor,Sergio Córdova,,,sergio-cordova,S. Córdova,F,9,188,672,M,881222,EUR,871084800,F,9,9,False,19.0,18.0,,,0.0,6.0,6.0,13.0,14.0,,1.0,,,63.0,28.0,7.0,4.0,0.27521,2,,,1.0,,,4.0,,,2.0,,,,0.0995,,,,1.0,1.0,2.0,1.0,2.0,,,1.0,,,,,,,,
12530693,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,D,94,94,True,26.0,23.0,3.0,2.0,0.0,8.0,10.0,16.0,21.0,,4.0,,,27.0,33.0,6.7,7.0,0.0294918,0,,,5.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
12530693,home,Alanyaspor,Ui-Jo Hwang,,,ui-jo-hwang,U. Hwang,F,16,186,1040,M,791314,EUR,714960000,F,16,16,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,27.0,5.0,6.6,1.0,0.00072251,1,,,,1.0,,1.0,1.0,,,,,1.0,0.0099,,,,,,,,,,,,,,1.0,,,,,
12530693,home,Alanyaspor,Andraž Šporar,,,andraz-sporar,A. Šporar,F,99,186,1339,M,166987,EUR,762307200,F,10,10,True,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,,,,,27.0,10.0,6.6,4.0,0.00242811,1,,,,2.0,1.0,4.0,1.0,,,,,,0.0358,1.0,,0.1336,,,2.0,,,,,,,,,,,,,
12530693,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,3,3,True,23.0,23.0,1.0,1.0,0.0,9.0,9.0,14.0,15.0,1.0,,,,13.0,27.0,6.5,1.0,0.00570531,0,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12530693,home,Alanyaspor,Arda Usluoğlu,Arda Usluoğlu,,arda-usluoglu,A. Usluoğlu,F,9,189,69,M,1618838,EUR,1160611200,F,15,15,True,,,,,0.0,,,,,,,,,1.0,1.0,,,,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12530693,home,Alanyaspor,Yusuf Karagöz,Yusuf Karagoz,,yusuf-karagoz,Y. Karagöz,G,99,195,33,M,1133582,EUR,939081600,G,99,99,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530693,home,Alanyaspor,Mert Furkan Bayram,Mert Furkan Bayram,,mert-furkan-bayram,M. F. Bayram,G,23,187,50,M,1149021,EUR,1104624000,G,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530693,home,Alanyaspor,Batuhan Yavuz,Batuhan Yavuz,,yavuz-batuhan,B. Yavuz,D,2,177,42,M,1195735,EUR,1115164800,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530693,home,Alanyaspor,Umut Mert Toy,Umut Mert Toy,,toy-umut-mert,U. M. Toy,D,4,188,9,M,1474708,EUR,1083974400,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530693,home,Alanyaspor,Yusuf Karademir,Yusuf Karademir,,yusuf-karademir,Y. Karademir,M,38,181,10,M,2085002,EUR,1199404800,M,38,38,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530693,away,Bodrum FK,Diogo Sousa,,,diogo-sousa,D. Sousa,G,1,195,145,M,882110,EUR,905904000,G,1,1,False,24.0,17.0,10.0,3.0,0.0,14.0,15.0,3.0,9.0,,13.0,,,90.0,38.0,7.6,7.0,0.00148879,0,0.3553,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,
12530693,away,Bodrum FK,Uzeyir Ergun,,,uzeyir-ergun,U. Ergun,D,23,178,29,M,996122,EUR,720835200,D,23,23,False,14.0,9.0,3.0,,0.0,4.0,6.0,5.0,9.0,2.0,,,,45.0,25.0,6.8,8.0,0.0121768,1,,,1.0,,,2.0,2.0,1.0,1.0,,2.0,,0.021,,2.0,,1.0,,1.0,,,,,,,,,,,,,
12530693,away,Bodrum FK,Arlind Ajeti,,,arlind-ajeti,A. Ajeti,D,15,184,457,M,111746,EUR,748915200,D,15,15,False,37.0,28.0,7.0,1.0,0.0,24.0,26.0,4.0,11.0,2.0,4.0,,,90.0,47.0,7.0,11.0,0.00087496,0,,,,,,,4.0,,,1.0,4.0,,,,3.0,,,,,1.0,,,,,,,,,,,,
12530693,away,Bodrum FK,Ali Aytemur,,,ali-aytemur,A. Aytemur,D,34,184,29,M,802650,EUR,828489600,D,34,34,False,45.0,38.0,7.0,3.0,0.0,32.0,35.0,6.0,10.0,9.0,1.0,,,90.0,59.0,7.9,9.0,0.00244544,1,,,,1.0,3.0,2.0,3.0,,,1.0,,,0.0978,1.0,,0.7884,,,,2.0,1.0,,,,,,,,,,1.0,1.0
12530693,away,Bodrum FK,Cenk Şen,,,cenk-sen,C. Şen,D,77,170,45,M,957359,EUR,970444800,D,77,77,False,49.0,41.0,3.0,1.0,0.0,22.0,26.0,19.0,25.0,4.0,3.0,,,90.0,77.0,7.4,16.0,0.0111202,0,,,2.0,1.0,1.0,2.0,7.0,,,1.0,3.0,1.0,,,2.0,,,,,1.0,,3.0,2.0,,,,,,,,,
