match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_shotOffTarget,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,captain,stat_challengeLost,stat_interceptionWon,stat_totalCross,stat_bigChanceCreated,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
10438102,home,Sporting CP,Antonio Adán,antonio-adan,A. Adán,G,1,192,816,M,59623,EUR,547862400,G,1,1,False,30.0,23.0,12.0,5.0,21.0,22.0,2.0,8.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,90.0,41.0,6.5,8.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438102,home,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,80.0,71.0,6.0,5.0,32.0,36.0,39.0,44.0,,4.0,9.0,2.0,,,,,,90.0,93.0,6.9,12.0,,0,Gonçalo,Inácio,goncaloinacio_25,3.0,3.0,3.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10438102,home,Sporting CP,Sebastián Coates,sebastian-coates,S. Coates,D,4,196,2042,M,47443,EUR,655257600,D,4,4,False,63.0,52.0,9.0,2.0,29.0,29.0,23.0,34.0,,3.0,4.0,,,,,,,90.0,71.0,6.3,12.0,,0,Sebastián,Coates,,3.0,2.0,4.0,2.0,,,,True,1.0,2.0,,,,,,,,,,,,,,,,
10438102,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,False,54.0,49.0,3.0,1.0,33.0,34.0,16.0,21.0,,1.0,8.0,,,,,,,70.0,63.0,6.9,6.0,1.0,0,,,,1.0,1.0,3.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10438102,home,Sporting CP,Héctor Bellerín,hector-bellerin,H. Bellerín,D,2,178,3870,M,188365,EUR,795571200,M,19,19,False,14.0,11.0,,,2.0,3.0,9.0,11.0,,,1.0,,,,,,,55.0,26.0,6.7,4.0,1.0,1,,,Bellerín,5.0,,7.0,2.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10438102,home,Sporting CP,Manuel Ugarte,manuel-ugarte,M. Ugarte,M,25,182,19122,M,846425,EUR,986947200,M,15,15,False,47.0,41.0,3.0,3.0,17.0,20.0,24.0,27.0,,,4.0,1.0,,,,,,90.0,63.0,7.1,7.0,1.0,0,,,ugartemanu,1.0,3.0,4.0,8.0,,2.0,2.0,,1.0,3.0,,,2.0,,1.0,1.0,,2.0,,,,,,,,
10438102,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,M,28,28,False,35.0,28.0,4.0,1.0,6.0,7.0,22.0,35.0,2.0,2.0,1.0,2.0,,,,,,90.0,64.0,6.5,20.0,,3,,,pedroogoncalves28,,,7.0,7.0,,4.0,2.0,,3.0,1.0,7.0,,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,
10438102,home,Sporting CP,Abdul Fatawu Issahaku,abdul-fatawu-issahaku,A. F. Issahaku,M,7,180,10423,M,1103589,EUR,1078704000,M,18,18,False,16.0,10.0,3.0,,5.0,5.0,5.0,13.0,,,2.0,,,,,,,45.0,33.0,6.1,11.0,,0,,,issahaku10,1.0,,7.0,3.0,,1.0,1.0,,3.0,,2.0,,1.0,1.0,2.0,1.0,,,,,,,,,,
10438102,home,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,False,34.0,28.0,2.0,1.0,4.0,5.0,27.0,34.0,2.0,,3.0,,,,,,,90.0,58.0,7.5,11.0,4.0,4,,,,,,3.0,8.0,,,2.0,,1.0,,5.0,1.0,,,8.0,6.0,1.0,,3.0,1.0,1.0,,,,,
10438102,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,4.0,3.0,,,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,,,,,,35.0,9.0,6.7,2.0,,1,Francisco,Trincão,trincao,2.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,
