match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_keyPass,captain,stat_wonContest,stat_blockedScoringAttempt,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAGoal
11067602,home,Corinthians,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,12,12,False,20.0,16.0,11.0,8.0,14.0,15.0,2.0,5.0,5.0,1.0,1.0,90.0,27.0,6.2,4.0,0.00038928,0,-0.4593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067602,home,Corinthians,Fagner,fagner,Fagner,D,23,168,3781,M,Fagner,25554,EUR,613526400,D,23,23,False,48.0,43.0,3.0,2.0,22.0,22.0,25.0,32.0,5.0,,,90.0,71.0,6.6,9.0,0.0808561,0,,6.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067602,home,Corinthians,Gil,gil,Gil,D,4,191,1081,M,,106402,EUR,550454400,D,4,4,False,56.0,48.0,5.0,3.0,36.0,38.0,12.0,19.0,6.0,,,90.0,64.0,6.8,9.0,0.00535475,1,,1.0,,3.0,8.0,,1.0,,,,,1.0,4.0,1.0,1.0,4.0,2.0,1.0,0.0744,,,,,,,,,,,,,,,,
11067602,home,Corinthians,Lucas Veríssimo,lucas-verissimo,L. Veríssimo,D,28,188,1027,M,,826343,EUR,804643200,D,3,3,False,50.0,43.0,5.0,4.0,27.0,28.0,16.0,22.0,6.0,,,90.0,56.0,6.7,7.0,0.0265792,0,,,,4.0,9.0,,4.0,,1.0,,,3.0,8.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
11067602,home,Corinthians,Fábio Santos,fabio-santos,Fábio Santos,D,6,179,356,,,35519,EUR,495676800,D,6,6,False,40.0,34.0,4.0,3.0,15.0,17.0,19.0,25.0,1.0,,,70.0,52.0,6.4,8.0,0.00739759,0,,2.0,,,1.0,,2.0,,,,,,,,,1.0,,1.0,,,,True,,,,,,,,,,,,,
11067602,home,Corinthians,Giuliano,giuliano,Giuliano,M,,172,929,M,,90862,EUR,644112000,M,20,20,False,16.0,12.0,2.0,1.0,1.0,1.0,11.0,15.0,1.0,,,45.0,23.0,6.3,7.0,0.00447127,1,,,,2.0,1.0,3.0,,1.0,,,,,,,,,,,0.0513,,,,1.0,1.0,,,,,,,,,,,
11067602,home,Corinthians,Gabriel Moscardo,gabriel-moscardo,G. Moscardo,M,17,185,5063,M,gabrielmoscardo,1485309,EUR,1127865600,M,44,44,False,56.0,51.0,10.0,8.0,18.0,20.0,33.0,36.0,4.0,,,90.0,71.0,7.4,9.0,0.457911,1,,,,4.0,5.0,3.0,3.0,2.0,,,,1.0,2.0,1.0,1.0,,,1.0,0.0115,,1.0,,3.0,,1.0,1.0,1.0,2.0,,,,,,,
11067602,home,Corinthians,Maycon,maycon,Maycon,M,8,175,3568,M,,831778,EUR,868924800,M,7,7,False,55.0,52.0,6.0,5.0,23.0,26.0,29.0,29.0,3.0,,,88.0,66.0,7.1,3.0,0.0248877,1,,,,,2.0,1.0,2.0,2.0,,,,,,,1.0,1.0,1.0,,0.066,,1.0,,1.0,,,,,,,,,,,,
11067602,home,Corinthians,Renato Augusto,renato-augusto,R. Augusto,M,7,185,1895,M,,34152,EUR,571276800,M,8,8,False,40.0,37.0,6.0,4.0,20.0,21.0,17.0,22.0,,,,70.0,47.0,6.6,7.0,0.0994519,0,,3.0,,1.0,3.0,2.0,,,2.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,
11067602,home,Corinthians,Giovane,giovane,Giovane,F,23,184,4963,M,,1170773,EUR,1069632000,F,17,17,False,9.0,7.0,1.0,1.0,2.0,2.0,5.0,7.0,,,,45.0,16.0,6.4,7.0,0.00343051,0,,,,2.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,4.0,1.0,,,,,,
