match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceCreated,player_sofascoreId,stat_errorLeadToAGoal,stat_goodHighClaim,stat_totalKeeperSweeper,stat_blockedScoringAttempt
11451067,home,Antalyaspor,Helton Leite,,,helton-leite,H. Leite,G,23,196,372,M,329081,EUR,657504000,G,1,1,False,29.0,14.0,22.0,7.0,9.0,11.0,5.0,18.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,90.0,36.0,6.5,15.0,0.00052066,0,-0.4929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451067,home,Antalyaspor,Bünyamin Balcı,,,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,27.0,16.0,4.0,1.0,11.0,17.0,5.0,11.0,5.0,3.0,4.0,2.0,,,,90.0,49.0,6.7,15.0,0.0373652,0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11451067,home,Antalyaspor,Veysel Sarı,,,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,36.0,23.0,14.0,4.0,16.0,19.0,7.0,17.0,3.0,10.0,6.0,,,,,90.0,55.0,6.8,14.0,0.00312649,0,,,,2.0,4.0,,2.0,1.0,1.0,3.0,,,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11451067,home,Antalyaspor,Ömer Toprak,,,omer-toprak,Ö. Toprak,D,,187,127,M,39015,EUR,616982400,D,21,21,False,24.0,15.0,8.0,2.0,11.0,14.0,4.0,10.0,2.0,4.0,4.0,,,,,90.0,37.0,6.4,12.0,0.00324653,0,,,,,4.0,,,2.0,1.0,,,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11451067,home,Antalyaspor,Erdoğan Yeşilyurt,,,erdogan-yesilyurt,E. Yeşilyurt,D,17,178,77,M,142541,EUR,752544000,D,17,17,False,25.0,20.0,9.0,5.0,17.0,20.0,3.0,5.0,5.0,3.0,4.0,,,,,90.0,51.0,6.7,13.0,0.00156064,0,,,,,2.0,1.0,2.0,4.0,1.0,,,,,,,3.0,,2.0,1.0,,,,,,,,,,,,,
11451067,home,Antalyaspor,Erdal Rakip,,,erdal-rakip,E. Rakip,M,,179,73,M,319871,EUR,824169600,M,6,6,False,26.0,17.0,7.0,4.0,12.0,17.0,5.0,9.0,8.0,2.0,6.0,3.0,,,,83.0,38.0,7.0,9.0,0.00702601,0,,,,1.0,3.0,1.0,1.0,4.0,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,
11451067,home,Antalyaspor,Dario Šarić,,,dario-saric,D. Šarić,M,88,180,555,M,848385,EUR,864950400,M,8,8,False,22.0,13.0,2.0,1.0,7.0,10.0,6.0,13.0,8.0,,12.0,4.0,,,,89.0,36.0,7.1,15.0,0.00344682,1,,,1.0,2.0,7.0,1.0,,2.0,1.0,2.0,,1.0,,,,2.0,4.0,,,1.0,1.0,0.0958,0.4336,,,,,,,,,
11451067,home,Antalyaspor,Sagiv Jehezkel,Sagiv,Jehezkel,sagiv-jehezkel,S. Jehezkel,D,11,184,114,M,1513792,EUR,795744000,M,29,29,False,9.0,5.0,1.0,1.0,2.0,2.0,3.0,8.0,4.0,,,,,,,83.0,24.0,8.6,11.0,0.0132607,2,,1.0,1.0,,7.0,1.0,,3.0,5.0,3.0,,1.0,,3.0,1.0,2.0,,1.0,1.0,2.0,2.0,0.511,1.0455,,,,,,,,,
11451067,home,Antalyaspor,Ramzi Safuri,,,ramzi-safuri,R. Safuri,M,8,184,208,M,186949,EUR,814233600,M,16,16,False,8.0,6.0,2.0,1.0,2.0,2.0,5.0,12.0,,,1.0,,,,,72.0,20.0,6.2,12.0,0.0351387,1,,,6.0,,6.0,1.0,,,,,,,,,,,3.0,2.0,,,,0.0691,,1.0,1.0,1.0,,,,,,
11451067,home,Antalyaspor,Zymer Bytyqi,,,zymer-bytyqi,Z. Bytyqi,M,,176,255,M,226784,EUR,842400000,M,77,77,False,13.0,8.0,1.0,1.0,4.0,5.0,4.0,9.0,2.0,,6.0,,,,,72.0,20.0,7.3,7.0,0.19213,1,,1.0,1.0,,4.0,1.0,1.0,2.0,1.0,,,1.0,,3.0,,2.0,,,,,,0.0408,,,1.0,,1.0,,,,,
11451067,home,Antalyaspor,Adam Buksa,,,adam-buksa,A. Buksa,F,18,191,3747,M,1138856,EUR,837129600,F,9,9,False,13.0,7.0,,,5.0,8.0,2.0,5.0,5.0,1.0,2.0,1.0,,,,90.0,23.0,6.6,8.0,0.0014542,0,,,,2.0,6.0,,,1.0,1.0,2.0,,,,3.0,1.0,1.0,,2.0,1.0,,,,,,,,,AdamBuksa,,,,
