match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_duelLost,stat_dispossessed,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceMissed
11409204,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,33.0,25.0,14.0,6.0,21.0,22.0,4.0,11.0,1.0,14.0,3.0,1.0,3.0,2.0,2.0,90.0,45.0,7.3,9.0,0.0,0.0,0.0230292,1.0,0,0.2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409204,home,CF Estrela Amadora,Johnstone Omurwa,omurwa-johnstone,J. Omurwa,D,55,183,132,M,1006303,EUR,902534400,D,2,2,False,52.0,46.0,8.0,5.0,27.0,28.0,19.0,24.0,2.0,5.0,,,,,,90.0,60.0,7.2,6.0,0.0,0.0,0.0201739,1.0,0,,5.0,6.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11409204,home,CF Estrela Amadora,Miguel Lopes,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,False,49.0,40.0,8.0,5.0,30.0,33.0,10.0,16.0,2.0,5.0,,,,,,90.0,58.0,7.0,10.0,0.0,0.0,0.00813603,,0,,1.0,4.0,,2.0,3.0,2.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11409204,home,CF Estrela Amadora,Kialonda Gaspar,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,76.0,63.0,16.0,8.0,42.0,48.0,22.0,29.0,5.0,9.0,,,,,,90.0,96.0,7.0,18.0,0.1062,0.0,0.155483,,1,,3.0,6.0,,2.0,3.0,3.0,,4.0,,Kialonda Gaspar,,1.0,1.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,
11409204,home,CF Estrela Amadora,Hevertton Santos,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,M,27,27,False,26.0,23.0,,,9.0,11.0,18.0,24.0,,2.0,,,,,,81.0,46.0,7.4,10.0,0.0,0.0,0.296597,2.0,0,,1.0,2.0,,1.0,,,,3.0,1.0,,,9.0,4.0,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,
11409204,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,44.0,37.0,6.0,3.0,24.0,25.0,13.0,19.0,,5.0,,,,,,90.0,58.0,7.5,9.0,0.0869,0.3885,0.0444234,1.0,2,,,7.0,,1.0,2.0,,,9.0,,,,,,1.0,4.0,4.0,1.0,1.0,,3.0,,1.0,1.0,2.0,3.0,,,,
11409204,home,CF Estrela Amadora,Aloisio,aloisio,Aloisio,M,20,180,45,M,962371,EUR,831081600,M,6,6,False,31.0,22.0,3.0,1.0,9.0,10.0,13.0,21.0,1.0,10.0,,,,,,72.0,41.0,6.9,10.0,0.0492,0.0,0.0301716,1.0,1,,1.0,6.0,,1.0,4.0,3.0,,7.0,1.0,,,,,2.0,3.0,,1.0,,,,,,,1.0,1.0,,,,
11409204,home,CF Estrela Amadora,Nkanyiso Shinga,shinga,Shinga,D,33,175,472,M,1410342,EUR,954374400,M,25,25,False,20.0,15.0,1.0,,9.0,9.0,6.0,16.0,2.0,1.0,,,,,,72.0,44.0,6.7,14.0,0.0,0.0,0.0186922,,0,,1.0,4.0,,2.0,2.0,2.0,,3.0,1.0,Shinga,,5.0,,,,2.0,,1.0,,1.0,,,,,1.0,,,,
11409204,home,CF Estrela Amadora,Léo Jabá,leo-jaba,L. Jabá,F,,178,256,M,852518,EUR,902016000,F,8,8,False,8.0,4.0,,,2.0,2.0,2.0,10.0,1.0,2.0,,,,,,72.0,29.0,7.3,13.0,0.161,0.0918,0.00824605,,3,,2.0,7.0,,,3.0,3.0,,,,,,4.0,,,,,1.0,3.0,,,,1.0,,2.0,1.0,1.0,,,
11409204,home,CF Estrela Amadora,Ronaldo Tavares,ronaldo-tavares,R. Tavares,F,9,192,337,M,828707,EUR,869529600,F,9,9,False,12.0,6.0,,,1.0,1.0,5.0,11.0,,,,,,,,87.0,25.0,7.8,9.0,0.7509,0.6551,0.181108,3.0,4,,3.0,6.0,,,1.0,1.0,,5.0,,,,,,3.0,,3.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,2.0,,,
