match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_wasFouled,stat_totalContest,captain,stat_challengeLost,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_dispossessed,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
13981451,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,17.0,10.0,9.0,2.0,0.0,9.0,11.0,1.0,6.0,10.0,3.0,1.0,1.0,90.0,27.0,7.2,7.0,0.00035374,0.2979,0,0.3311,0.04,0.0,0.22,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981451,home,Hellas Verona,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,5,5,False,57.0,49.0,11.0,7.0,0.0,23.0,26.0,26.0,31.0,4.0,,,,90.0,70.0,7.4,8.0,0.0191316,,1,,0.26,0.15,0.53,,5.0,3.0,6.0,3.0,1.0,7.0,1.0,1.0,1.0,0.0171,-0.05,,,,,,,,,,,,,,,,,,,,,,,,
13981451,home,Hellas Verona,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2685,M,846148,EUR,908323200,D,15,15,False,40.0,38.0,3.0,1.0,0.0,25.0,26.0,13.0,14.0,3.0,,,,90.0,53.0,7.0,3.0,0.00326725,,0,,0.12,0.04,0.26,,1.0,1.0,2.0,1.0,,8.0,,3.0,1.0,,,Nelsson,,,,,,,,,,,,,,,,,,,,,,,
13981451,home,Hellas Verona,Martin Frese,frese-martin,M. Frese,D,3,179,350,M,874812,EUR,883872000,D,3,3,False,36.0,33.0,4.0,2.0,0.0,22.0,23.0,11.0,13.0,1.0,,,,70.0,45.0,7.1,6.0,0.0522702,,0,,0.17,0.05,0.18,,,1.0,2.0,3.0,,,,,2.0,,,,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
13981451,home,Hellas Verona,Roberto Gagliardini,roberto-gagliardini,R. Gagliardini,M,63,188,567,M,287057,EUR,765676800,M,63,63,False,19.0,16.0,,,0.0,4.0,6.0,12.0,13.0,,,,,30.0,23.0,6.9,3.0,0.0111713,,0,,0.06,0.04,0.16,,,3.0,1.0,4.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
13981451,home,Hellas Verona,Rafik Belghali,belghali-rafik,R. Belghali,M,7,177,6591,M,1103488,EUR,1023408000,M,7,7,False,22.0,16.0,2.0,,0.0,2.0,5.0,14.0,17.0,3.0,,,,90.0,39.0,6.5,11.0,0.0144269,,0,,0.11,0.09,0.15,,1.0,,5.0,1.0,,2.0,,2.0,2.0,,,,3.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,
13981451,home,Hellas Verona,Suat Serdar,suat-serdar,S. Serdar,M,8,183,687,M,800408,EUR,860716800,M,8,8,False,47.0,31.0,4.0,1.0,0.0,6.0,8.0,25.0,39.0,5.0,,,,90.0,60.0,7.4,22.0,0.353023,,2,,0.49,0.39,0.13,,1.0,3.0,5.0,6.0,2.0,,,,2.0,0.1379,-0.51,,2.0,,3.0,2.0,5.0,,1.0,True,1.0,2.0,2.0,,,,,,,,,,,,
13981451,home,Hellas Verona,Antoine Bernede,antoine-bernede,A. Bernede,M,24,177,421,M,837080,EUR,927676800,M,24,24,False,43.0,33.0,7.0,2.0,0.0,10.0,10.0,23.0,33.0,6.0,,,,80.0,53.0,6.8,14.0,0.0322015,,0,,0.09,0.3,-0.16,,,,4.0,3.0,,,,,,,,,3.0,,1.0,,1.0,,2.0,,4.0,,,2.0,,,,,,,,,,,
13981451,home,Hellas Verona,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,12,178,1470,M,897594,EUR,944784000,M,12,12,False,42.0,37.0,2.0,1.0,0.0,18.0,19.0,19.0,23.0,6.0,,,,90.0,70.0,7.5,15.0,0.377156,,1,,0.42,0.28,0.16,,2.0,1.0,2.0,6.0,,3.0,,1.0,,0.2565,-0.28,,10.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,0.1677,,,,,,,
13981451,home,Hellas Verona,Giovane,giovane,Giovane,F,23,184,4926,M,1170773,EUR,1069632000,F,17,17,False,21.0,13.0,3.0,2.0,0.0,5.0,5.0,8.0,16.0,5.0,,,,90.0,46.0,6.5,17.0,0.0179686,,8,,-0.27,0.69,-0.01,,5.0,3.0,8.0,7.0,1.0,,,,1.0,0.5923,-0.66,,1.0,,,,2.0,1.0,5.0,,,1.0,5.0,3.0,1.0,4.0,1.0,0.5995,3.0,,,,,,
