match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_accurateCross,stat_bigChanceCreated,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goals
10408362,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,13,13,False,26.0,15.0,12.0,2.0,13.0,18.0,2.0,8.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,32.0,6.5,11.0,0.000266782,0,0.03314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408362,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,D,3,3,False,58.0,49.0,12.0,6.0,21.0,22.0,28.0,38.0,1.0,9.0,,,,,,90.0,87.0,6.7,20.0,0.036687,1,,2.0,2.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0269,1.0,,,,,,,,,,,,,,,,
10408362,home,Celta Vigo,Joseph Aidoo,joseph-aidoo,J. Aidoo,D,4,184,857,M,796320,EUR,812332800,D,15,15,False,65.0,56.0,8.0,3.0,39.0,42.0,17.0,23.0,4.0,6.0,,,,,,90.0,82.0,7.4,9.0,0.00747536,1,,,,2.0,7.0,,,1.0,1.0,1.0,1.0,4.0,4.0,,2.0,0.0848,,1.0,2.0,1.0,,,,,,,,,,,,,
10408362,home,Celta Vigo,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,D,14,14,False,58.0,51.0,8.0,2.0,36.0,38.0,15.0,20.0,3.0,5.0,,,,,,90.0,67.0,7.0,7.0,0.0107276,1,,,2.0,1.0,5.0,,,,,1.0,1.0,2.0,2.0,,1.0,0.0254,,,1.0,1.0,,,,,,,,,,,,,
10408362,home,Celta Vigo,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,825133,EUR,785203200,D,17,17,False,41.0,30.0,5.0,3.0,12.0,15.0,19.0,30.0,2.0,16.0,,,,,,90.0,79.0,8.1,18.0,0.228995,0,,4.0,2.0,6.0,16.0,3.0,1.0,4.0,3.0,,5.0,8.0,5.0,2.0,3.0,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,
10408362,home,Celta Vigo,Carles Pérez,carles-perez,C. Pérez,M,7,172,1038,M,794950,EUR,887587200,M,7,7,False,29.0,27.0,1.0,1.0,5.0,6.0,22.0,23.0,,6.0,,,,,,90.0,50.0,6.4,11.0,0.039294,4,,,1.0,12.0,5.0,2.0,2.0,7.0,3.0,,,,,2.0,1.0,0.1143,,3.0,1.0,1.0,,,,,2.0,2.0,0.310856,,,,,,
10408362,home,Celta Vigo,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184,5203,M,1010505,EUR,1022457600,M,24,24,False,24.0,22.0,3.0,3.0,6.0,7.0,16.0,18.0,,5.0,,,,,,86.0,50.0,6.7,13.0,0.0350026,3,,1.0,1.0,11.0,9.0,3.0,2.0,7.0,4.0,3.0,,3.0,1.0,4.0,1.0,0.2596,1.0,1.0,,2.0,,,,,,,,,,,,,
10408362,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,48.0,45.0,2.0,1.0,22.0,22.0,24.0,27.0,,3.0,,,,,,89.0,54.0,6.6,4.0,0.0287294,0,,1.0,,5.0,1.0,3.0,,1.0,,,3.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
10408362,home,Celta Vigo,Luca De La Torre,luca-de-la-torre,L. D. L. Torre,M,14,178,551,M,846492,EUR,895881600,M,23,23,False,29.0,28.0,1.0,1.0,9.0,10.0,20.0,20.0,,4.0,,,,,,86.0,43.0,6.8,4.0,0.160429,1,,1.0,1.0,9.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,,,,0.0276,3.0,,,4.0,1.0,,,,,,,,,,,,
10408362,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,41.0,32.0,4.0,2.0,7.0,10.0,25.0,32.0,,8.0,,,,,,90.0,54.0,6.8,15.0,0.050191,3,,1.0,,2.0,2.0,,2.0,,,1.0,,,,2.0,2.0,0.4128,2.0,,,,,,,,1.0,1.0,0.702913,i.aspas10,True,1.0,1.0,,
