match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_aerialWon,stat_dispossessed,player_sofascoreId,stat_totalCross,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_keyPass,stat_hitWoodwork,stat_accurateCross,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated
10385394,home,Crystal Palace,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,36.0,22.0,21.0,7.0,18.0,20.0,4.0,16.0,1.0,13.0,3.0,5.0,7.0,90.0,55.0,7.4,14.0,0.0,0.0,0.00047891,0,0.5991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385394,home,Crystal Palace,Nathaniel Clyne,nathaniel-clyne,N. Clyne,D,17,175,676,M,43215,EUR,670809600,D,17,17,False,23.0,15.0,2.0,1.0,13.0,18.0,2.0,5.0,6.0,6.0,,,,67.0,34.0,6.5,9.0,0.0,0.0,0.00021699,0,,,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10385394,home,Crystal Palace,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,16,16,False,49.0,36.0,17.0,7.0,27.0,29.0,9.0,20.0,10.0,8.0,,,,90.0,68.0,7.1,14.0,0.136,0.0,0.0070855,1,,,,3.0,4.0,3.0,1.0,,1.0,,True,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
10385394,home,Crystal Palace,James Tomkins,james-tomkins,J. Tomkins,D,,192,104,M,32124,EUR,607132800,D,5,5,False,65.0,58.0,6.0,2.0,55.0,57.0,3.0,8.0,1.0,5.0,,,,57.0,69.0,5.6,8.0,0.0,0.0,0.00085011,0,,,,1.0,4.0,,2.0,1.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
10385394,home,Crystal Palace,Tyrick Mitchell,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,988275,EUR,936144000,D,3,3,False,14.0,8.0,,,6.0,11.0,2.0,3.0,1.0,1.0,,,,34.0,24.0,5.3,8.0,0.0,0.0,0.00035793,0,,,,,2.0,2.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10385394,home,Crystal Palace,Michael Olise,michael-olise,M. Olise,M,17,185,76795,M,978838,EUR,1008115200,M,7,7,False,29.0,24.0,2.0,1.0,16.0,16.0,8.0,14.0,2.0,4.0,,,,84.0,44.0,6.3,10.0,0.1849,0.0,0.0084057,2,,,,,5.0,5.0,,2.0,3.0,1.0,,2.0,1.0,,,2.0,1.0,,,2.0,MOlise,1.0,1.0,,,,,,,,,,,,
10385394,home,Crystal Palace,Cheick Doucouré,cheick-doucoure,C. Doucouré,M,28,181,1463,M,906047,EUR,947289600,M,28,28,False,34.0,30.0,2.0,2.0,22.0,24.0,8.0,10.0,2.0,3.0,,,,84.0,48.0,7.2,6.0,0.0,0.0,0.00388913,0,,,,1.0,3.0,7.0,2.0,1.0,,1.0,,,,,1.0,4.0,3.0,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,
10385394,home,Crystal Palace,Jeffrey Schlupp,jeffrey-schlupp,J. Schlupp,D,27,178,764,M,148710,EUR,725068800,M,15,15,False,35.0,22.0,6.0,,20.0,24.0,2.0,11.0,5.0,5.0,,,,83.0,52.0,6.2,16.0,0.0,0.0,0.00042139,0,,,,,4.0,2.0,1.0,1.0,,3.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10385394,home,Crystal Palace,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,103045,EUR,684547200,F,9,9,False,26.0,17.0,1.0,,11.0,16.0,6.0,11.0,2.0,6.0,,,,90.0,56.0,6.3,21.0,0.0789,0.0,0.00541877,1,,,,3.0,9.0,6.0,1.0,5.0,3.0,,,,1.0,,1.0,3.0,3.0,,,3.0,jordanayew9,1.0,,3.0,,,1.0,,,,,,,,
10385394,home,Crystal Palace,Wilfried Zaha,wilfried-zaha,W. Zaha,M,10,180,18787,M,111850,EUR,721353600,F,11,11,False,11.0,9.0,,,3.0,3.0,6.0,8.0,,1.0,,,,90.0,26.0,6.4,10.0,0.0,0.0,0.0100005,0,,,,,4.0,4.0,,4.0,3.0,1.0,,,,,,1.0,,,,3.0,wilfriedzaha,,,1.0,,,,,,,,,,,
