match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_totalCross,stat_dispossessed,stat_unsuccessfulTouch,stat_challengeLost,stat_hitWoodwork,stat_accurateCross,stat_bigChanceMissed,stat_totalTackle,stat_wonTackle,player_sofascoreId,captain,stat_goals,stat_blockedScoringAttempt,stat_lastManTackle,stat_penaltyWon,stat_totalOffside,stat_penaltyMiss
11391426,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,46.0,26.0,29.0,10.0,23.0,28.0,3.0,18.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,90.0,58.0,8.6,20.0,0.00059778,0,1.8159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391426,home,Olympique Lyonnais,Jake O'Brien,,,jake-obrien,J. O'Brien,D,15,197,1429,M,998253,EUR,989884800,D,12,12,False,63.0,56.0,9.0,5.0,44.0,47.0,12.0,16.0,1.0,1.0,4.0,4.0,,2.0,,,,,,,,,90.0,71.0,7.5,7.0,0.00876809,1,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0777,1.0,,,,,,,,,,,,,,,,,,,,,
11391426,home,Olympique Lyonnais,Dejan Lovren,,,dejan-lovren,D. Lovren,D,6,188,2842,M,39480,EUR,615600000,D,5,5,False,35.0,32.0,4.0,2.0,28.0,31.0,4.0,4.0,1.0,3.0,1.0,2.0,,,2.0,,,,,,,,83.0,49.0,7.4,3.0,0.0030643,1,,,1.0,,,,,7.0,0.121,,1.0,2.0,2.0,0.0854,,,,,,,,,,,,,,,,,
11391426,home,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,55,55,False,57.0,50.0,9.0,3.0,38.0,44.0,12.0,13.0,3.0,1.0,3.0,4.0,,,1.0,,,,,,,,90.0,68.0,7.7,7.0,0.224584,1,,,,,,,,4.0,0.0143,1.0,1.0,2.0,3.0,0.0624,,,,,,,,,,,,,,,,,
11391426,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,M,22,22,False,30.0,27.0,,,14.0,16.0,13.0,15.0,,4.0,1.0,3.0,,1.0,1.0,,,,,,,,59.0,46.0,6.4,9.0,0.0419063,0,,,,1.0,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,
11391426,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,8,8,False,41.0,39.0,,,16.0,17.0,23.0,24.0,1.0,5.0,1.0,3.0,,,1.0,,,,,,,,67.0,47.0,6.9,4.0,0.573002,1,,,3.0,,,,1.0,,0.0832,1.0,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,
11391426,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,59.0,49.0,3.0,,30.0,31.0,20.0,29.0,,7.0,4.0,10.0,,1.0,1.0,,,,,,,,90.0,78.0,6.9,15.0,0.0710222,2,,,1.0,2.0,1.0,,2.0,,0.1948,1.0,,1.0,3.0,,1.0,3.0,1.0,1.0,,1.0,1.0,2.0,2.0,,,,,,,,
11391426,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,M,3,3,False,31.0,28.0,1.0,1.0,15.0,18.0,14.0,15.0,3.0,5.0,6.0,3.0,,1.0,3.0,,,,,,,,90.0,46.0,6.8,7.0,0.0354743,0,,,,2.0,1.0,,,,,,,,1.0,,2.0,,1.0,1.0,,1.0,,1.0,,tagliafico3,,,,,,,
11391426,home,Olympique Lyonnais,Ernest Nuamah,Ernest Nuamah,,ernest-nuamah,E. Nuamah,F,37,178,6900,M,1202024,EUR,1067644800,F,37,37,False,23.0,21.0,,,5.0,5.0,17.0,20.0,,8.0,7.0,2.0,,4.0,,,,,,,,,66.0,45.0,7.4,9.0,0.364752,1,,,3.0,6.0,3.0,1.0,,1.0,0.0591,3.0,1.0,,,0.3462,2.0,1.0,2.0,1.0,,1.0,,,,nana_nuamah10,,,,,,,
11391426,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,23.0,19.0,,,6.0,6.0,13.0,17.0,2.0,8.0,4.0,2.0,,1.0,1.0,,,,,,,,90.0,38.0,9.4,9.0,0.0147468,5,,,4.0,,,,1.0,,1.091,,4.0,,,2.3602,,2.0,3.0,1.0,,,,1.0,,lacazettealex,True,3.0,,,,,
11391426,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,F,18,18,False,38.0,33.0,3.0,3.0,12.0,14.0,23.0,26.0,,2.0,1.0,1.0,,,,,,,,,,,59.0,44.0,7.3,7.0,0.330539,0,,,1.0,2.0,1.0,,,,,3.0,,,,,2.0,,1.0,,,2.0,,,,rayan_cherki,,,,,,,
11391426,home,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175,827,M,1155226,EUR,1111795200,D,20,20,True,9.0,6.0,1.0,,6.0,7.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,31.0,14.0,6.6,4.0,4.002e-05,0,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,
