match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_errorLeadToAShot,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_challengeLost,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_punches
10390102,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,30.0,28.0,6.0,4.0,27.0,29.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,4.0,90.0,40.0,8.0,2.0,0.0,0.0,0.00013332,0,0.8223,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390102,home,Stade de Reims,Thomas Foket,,,thomas-foket,T. Foket,D,25,177,267,M,245615,EUR,780451200,D,32,32,False,46.0,41.0,6.0,3.0,23.0,26.0,19.0,26.0,4.0,9.0,,2.0,,,,90.0,78.0,7.4,14.0,0.0,0.0,0.143648,0,,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,
10390102,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,79.0,70.0,10.0,4.0,49.0,53.0,21.0,26.0,3.0,14.0,,1.0,,,,90.0,88.0,6.9,10.0,0.0466,0.0,0.0271824,1,,,,2.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,
10390102,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,73.0,63.0,5.0,2.0,32.0,38.0,31.0,35.0,2.0,8.0,1.0,1.0,,,,90.0,84.0,6.8,12.0,0.0391,0.0,0.0205865,1,,,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,,,,,1.0,True,1.0,,,,,,,
10390102,home,Stade de Reims,Maxime Busi,,,maxime-busi,M. Busi,D,4,182,171,M,943926,EUR,939859200,D,4,4,False,50.0,41.0,4.0,2.0,17.0,19.0,26.0,35.0,10.0,7.0,,7.0,,,,88.0,82.0,7.5,17.0,0.0229,0.0,0.0569182,1,,4.0,2.0,5.0,2.0,3.0,1.0,,1.0,5.0,1.0,,,1.0,1.0,2.0,,1.0,,,1.0,1.0,,,,,,
10390102,home,Stade de Reims,Azor Matusiwa,,,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,21,21,False,72.0,65.0,6.0,3.0,35.0,37.0,30.0,35.0,8.0,7.0,,5.0,,,,90.0,85.0,7.6,9.0,0.0,0.0,0.26052,0,,,,2.0,,1.0,1.0,,2.0,4.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,
10390102,home,Stade de Reims,Jens Cajuste,,,jens-cajuste,J. Cajuste,M,12,188,1162,M,857671,EUR,934243200,M,8,8,False,50.0,39.0,6.0,3.0,14.0,16.0,25.0,34.0,4.0,6.0,,2.0,,,,81.0,67.0,6.7,16.0,0.1365,0.0,0.0626355,2,,,,5.0,1.0,2.0,,,1.0,,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,
10390102,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,M,39,39,False,29.0,17.0,1.0,1.0,3.0,4.0,16.0,31.0,4.0,5.0,,3.0,,,,90.0,55.0,6.7,27.0,0.0814,0.0,0.0720431,2,,6.0,2.0,8.0,2.0,4.0,1.0,,,3.0,6.0,,,1.0,1.0,,2.0,,,,,,2.0,ItouJky,,,,
10390102,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,24.0,16.0,,,3.0,3.0,13.0,21.0,3.0,4.0,,1.0,,,,81.0,31.0,7.0,9.0,0.1938,0.0,0.0406811,2,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,2.0,2.0,1.0,,,,,,,,,,
10390102,home,Stade de Reims,Mitchell van Bergen,,,mitchell-van-bergen,M. v. Bergen,F,7,170,245,M,827662,EUR,935712000,M,19,19,False,19.0,16.0,,,5.0,6.0,11.0,14.0,4.0,4.0,,3.0,,,,70.0,33.0,6.9,8.0,0.0386,0.0,0.0359875,1,,1.0,,2.0,,1.0,,,,1.0,2.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,,
