match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,player_sofascoreId,captain,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_accurateCross,stat_penaltyWon,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_goals,stat_lastManTackle,stat_totalOffside,stat_penaltyFaced,stat_errorLeadToAShot,stat_penaltyConceded
12625029,home,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400,G,1,1,False,33.0,13.0,23.0,3.0,0.0,10.0,13.0,3.0,20.0,1.0,11.0,2.0,2.0,3.0,1.0,1.0,1.0,90.0,46.0,7.3,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625029,home,Al-Qadsiah,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175.0,1910,M,589620,EUR,820108800,D,8,8,False,31.0,22.0,5.0,1.0,0.0,14.0,15.0,8.0,18.0,2.0,4.0,,,,,,,89.0,57.0,6.9,16.0,0,2.0,2.0,1.0,7.0,5.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12625029,home,Al-Qadsiah,Jehad Thakri,thakri-jehad,J. Thakri,D,4,184.0,259,M,1845169,EUR,995673600,D,4,4,False,26.0,22.0,1.0,,0.0,16.0,18.0,6.0,8.0,4.0,2.0,,,,,,,90.0,34.0,6.8,6.0,0,,3.0,1.0,5.0,2.0,,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12625029,home,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800,D,6,6,False,43.0,37.0,10.0,7.0,0.0,23.0,27.0,14.0,16.0,9.0,4.0,,,,,,,90.0,58.0,7.7,6.0,0,,4.0,2.0,4.0,2.0,,,2.0,,,,,,,,nachofdez90,True,3.0,,,,,,,,,,,,,,,,,
12625029,home,Al-Qadsiah,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,492,M,980578,EUR,953856000,D,17,17,False,24.0,17.0,8.0,2.0,0.0,11.0,13.0,6.0,11.0,6.0,4.0,,,,,,,90.0,40.0,7.6,7.0,0,,2.0,1.0,3.0,3.0,,,2.0,2.0,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,
12625029,home,Al-Qadsiah,Iker Almena,almena-iker,I. Almena,M,30,176.0,525,M,1513656,EUR,1083628800,D,30,30,False,18.0,15.0,1.0,,0.0,8.0,10.0,7.0,9.0,1.0,5.0,,,,,,,88.0,36.0,6.8,9.0,2,1.0,,,4.0,3.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
12625029,home,Al-Qadsiah,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177.0,32,M,893218,EUR,787881600,M,15,15,False,32.0,23.0,3.0,2.0,0.0,11.0,15.0,12.0,19.0,,2.0,,,,,,,61.0,39.0,6.5,12.0,0,2.0,1.0,,6.0,2.0,1.0,1.0,1.0,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12625029,home,Al-Qadsiah,Ezequiel Fernández,ezequiel-fernandez,E. Fernández,M,6,178.0,5873,M,1003012,EUR,1027555200,M,5,5,False,45.0,34.0,5.0,1.0,0.0,20.0,24.0,14.0,21.0,3.0,12.0,,,,,,,90.0,63.0,6.8,15.0,1,,2.0,,7.0,5.0,2.0,3.0,,3.0,2.0,1.0,,,1.0,1.0,equifernandez,,,,,1.0,,,1.0,,,,,,,,,,,
12625029,home,Al-Qadsiah,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178.0,1147,M,916176,EUR,903398400,M,88,88,False,22.0,18.0,1.0,1.0,0.0,3.0,3.0,16.0,22.0,,6.0,,,,,,,76.0,43.0,7.0,13.0,1,3.0,,,8.0,5.0,2.0,,,1.0,1.0,3.0,3.0,,5.0,2.0,,,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,
12625029,home,Al-Qadsiah,Haitham Mohammed Asiri,asiri-haitham-mohammed,H. M. Asiri,F,19,173.0,106,M,1118489,EUR,993945600,F,18,18,False,13.0,9.0,1.0,,0.0,3.0,4.0,6.0,9.0,1.0,2.0,,,,,,,61.0,25.0,7.0,7.0,0,,1.0,,7.0,6.0,2.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,5.0,,,,,1.0,,,,,,,,,
